Insertion,Frequency,Orientation
7643,4,plus
7653,5,plus
7656,44,minus
7658,17,plus
7672,70,minus
7674,5,plus
7675,17,minus
7676,2,minus
7687,58,minus
7706,104,minus
7726,64,minus
7732,4,plus
7734,22,minus
7735,9,plus
7736,2,plus
7739,3,minus
7750,111,minus
7761,246,plus
7769,288,plus
7773,54,plus
7779,13,minus
7783,2,plus
7791,166,minus
7798,67,minus
7803,56,plus
7806,104,minus
7807,1,minus
7826,1,minus
7830,49,plus
7843,48,plus
7848,45,plus
7854,17,plus
7860,195,minus
7862,14,plus
7868,9,plus
7913,12,plus
7914,121,minus
7921,63,minus
7926,6,minus
7943,16,plus
7948,23,plus
7951,13,minus
7977,6,minus
8005,20,minus
8007,6,plus
8013,972,minus
8030,19,plus
8041,13,plus
8049,1580,minus
8065,20,plus
8066,20,plus
8067,176,minus
8070,12,plus
8073,22,minus
8078,413,minus
8102,417,minus
8106,102,minus
8107,285,minus
8140,24,minus
8142,37,plus
8150,1361,minus
8168,1,plus
8174,3,minus
8189,19,plus
8191,33,plus
8194,3,plus
8199,12,plus
8207,9,minus
8218,12,plus
8226,41,minus
8232,8,plus
8237,1,minus
8240,12,minus
8246,59,plus
8254,1,plus
8262,5,minus
8264,17,plus
8268,62,plus
8276,86,minus
8288,63,plus
8289,3,plus
8322,117,plus
8323,1,plus
8324,1,plus
8328,3,plus
8330,454,minus
8334,3,plus
8336,21,minus
8352,3,minus
8369,8,plus
8382,7,plus
8391,126,minus
8394,75,plus
8401,83,minus
8402,246,minus
8403,1,minus
8407,8,minus
8412,45,minus
8421,31,minus
8429,24,plus
8437,99,plus
8438,87,plus
8445,203,minus
8448,9,plus
8454,109,minus
8455,46,minus
8456,1,minus
8458,113,plus
8466,1,minus
8468,40,plus
8471,17,plus
8473,1067,plus
8481,1300,minus
8487,53,plus
8495,11,minus
8500,97,plus
8506,27,minus
8515,78,plus
8525,535,plus
8527,433,plus
8535,15,minus
8542,1083,plus
8544,111,minus
8547,68,plus
8549,584,plus
8550,87,minus
8551,218,plus
8557,201,minus
8559,25,minus
8562,61,minus
8564,3,plus
8572,121,minus
8593,147,plus
8601,50,minus
8607,4,plus
8617,115,plus
8620,54,minus
8621,50,plus
8629,361,minus
8629,1,plus
8639,22,minus
8642,14,plus
8644,168,plus
8649,25,plus
8650,41,minus
8650,9,plus
8653,164,plus
8654,196,plus
8655,277,plus
8657,156,plus
8658,6,minus
8661,32,minus
8662,19,minus
8663,51,minus
8665,32,minus
8675,73,minus
8683,7,minus
8684,27,plus
8685,133,plus
8689,2,minus
8691,77,plus
8693,95,minus
8699,194,minus
8700,27,minus
8700,36,plus
8705,36,plus
8708,33,minus
8717,38,minus
8718,103,minus
8728,76,plus
8731,5,minus
8733,8,minus
8736,231,minus
8738,4,plus
8741,10,minus
8746,116,minus
8754,31,plus
8756,34,minus
8757,9,minus
8759,18,plus
8762,9,minus
8767,76,minus
8767,4,plus
8768,37,minus
8777,114,plus
8778,35,plus
8782,97,minus
8784,38,plus
8785,93,minus
8786,143,minus
8789,1,plus
8791,187,minus
8792,1,minus
8793,16,plus
8797,94,minus
8803,11,plus
8810,9,plus
8817,7,plus
8818,116,minus
8825,105,minus
8830,5,plus
8832,70,plus
8836,10,plus
8840,1,minus
8847,4,plus
8855,224,minus
8860,9,plus
8861,13,minus
8868,50,minus
8879,3,plus
8882,22,minus
8893,34,plus
8895,2,plus
8897,13,minus
8898,2,plus
8901,6,minus
8903,5,minus
8904,1,plus
8906,11,minus
8911,8,minus
8912,53,minus
8929,16,minus
8936,16,minus
8947,10,plus
8954,177,minus
8956,11,minus
8956,9,plus
8960,139,minus
8962,13,minus
8962,5,plus
8963,14,plus
8964,18,minus
8964,8,plus
8965,13,minus
8970,254,minus
8971,9,minus
8971,274,plus
8977,298,plus
8979,454,minus
8982,43,minus
8982,375,plus
8984,3481,plus
8985,193,minus
8985,85,plus
8989,352,plus
8990,174,minus
8992,198,minus
8993,204,plus
8997,94,minus
8999,142,plus
9002,278,minus
9005,259,plus
9008,316,minus
9008,269,plus
9013,1035,minus
9015,129,plus
9017,421,plus
9018,701,plus
9023,59,minus
9025,20,minus
9026,59,minus
9033,447,plus
9041,2,minus
9048,57,plus
9051,57,minus
9051,55,plus
9053,59,plus
9056,141,minus
9056,466,plus
9058,1424,plus
9059,68,minus
9059,381,plus
9061,30,minus
9064,16,minus
9064,1535,plus
9065,1,plus
9066,275,minus
9066,212,plus
9071,136,plus
9072,204,minus
9075,79,plus
9076,219,plus
9077,18,plus
9079,15,minus
9085,32,minus
9085,75,plus
9091,11,plus
9092,402,plus
9093,117,minus
9100,4,minus
9102,240,plus
9109,263,plus
9110,187,minus
9112,3,plus
9114,95,minus
9116,18,plus
9117,27,plus
9118,58,plus
9121,328,plus
9123,29,plus
9124,287,minus
9124,89,plus
9129,651,plus
9134,19,minus
9134,1,plus
9137,47,minus
9139,593,plus
9142,30,minus
9143,1,plus
9144,20948,plus
9145,6,minus
9146,158,plus
9147,87,minus
9150,247,plus
9152,1323,minus
9155,2562,plus
9156,169,plus
9157,63,plus
9158,70,minus
9163,90,minus
9164,70,minus
9165,31,minus
9168,391,plus
9169,5,plus
9173,30,minus
9175,105,minus
9178,976,plus
9179,125,plus
9183,4689,plus
9184,63,plus
9191,181,minus
9195,1,plus
9201,103,minus
9202,429,plus
9210,135,minus
9210,26,plus
9213,96,plus
9217,931,plus
9218,194,plus
9223,17,minus
9224,10,minus
9225,249,minus
9231,572,plus
9232,96,plus
9239,199,minus
9242,314,plus
9247,26,plus
9252,282,plus
9255,175,minus
9257,93,plus
9260,57,minus
9261,156,plus
9263,6,plus
9264,290,plus
9269,239,plus
9270,76,plus
9271,11,minus
9271,1,plus
9272,1,minus
9277,11,minus
9279,6,minus
9289,5,minus
9289,213,plus
9291,11,minus
9291,242,plus
9292,63,plus
9297,28,minus
9297,8,plus
9299,78,minus
9299,4,plus
9300,7,minus
9305,5,minus
9306,78,plus
9308,1,minus
9311,21,plus
9312,2,minus
9319,4,minus
9322,201,plus
9330,15,minus
9330,64,plus
9335,30,plus
9338,1,minus
9339,77,plus
9340,676,plus
9348,28,minus
9348,57,plus
9357,3,minus
9359,22,plus
9362,1,minus
9366,10,minus
9367,80,minus
9370,2,minus
9372,9,plus
9378,72,plus
9382,144,plus
9386,16,minus
9386,42,plus
9387,4,minus
9390,9,minus
9396,23,plus
9397,21,plus
9404,6,minus
9405,3,minus
9406,5,plus
9407,108,plus
9412,6,minus
9414,3,minus
9415,111,minus
9415,62,plus
9423,58,minus
9425,146,plus
9433,204,minus
9440,4,minus
9442,478,plus
9444,21,plus
9445,1,plus
9450,1813,minus
9451,12,plus
9452,78,minus
9452,22,plus
9458,8,plus
9460,47,minus
9460,1,plus
9461,41,minus
9464,1,minus
9466,3,minus
9468,158,minus
9468,15,plus
9475,2,plus
9476,7,plus
9483,88,minus
9484,87,minus
9484,1,plus
9487,45,minus
9489,22,plus
9492,179,minus
9493,87,minus
9497,268,minus
9500,8,plus
9504,40,minus
9504,20,plus
9508,12,minus
9509,64,minus
9509,11,plus
9510,8,plus
9517,164,minus
9518,159,minus
9524,1,plus
9526,11,plus
9528,38,minus
9534,3,minus
9540,68,minus
9541,103,minus
9543,1,plus
9545,1,plus
9546,199,minus
9551,113,minus
9553,180,minus
9564,42,minus
9567,10,minus
9572,356,minus
9574,260,minus
9576,1,plus
9590,4,plus
9598,652,minus
9600,147,minus
9608,1,plus
9615,195,minus
9616,60,minus
9622,15,plus
9627,5,plus
9633,34,minus
9635,175,minus
9635,1,plus
9637,1,plus
9642,49,minus
9643,5,plus
9644,10,plus
9645,189,minus
9645,3,plus
9648,12,plus
9651,740,minus
9653,9,plus
9656,6,minus
9658,19,plus
9667,11,minus
9675,254,minus
9676,40,minus
9677,10,plus
9680,15,plus
9681,83,minus
9682,25,plus
9685,558,minus
9686,362,minus
9689,1,minus
9690,2797,minus
9691,272,minus
9695,15,plus
9696,7,plus
9697,266,minus
9700,291,minus
9702,52,plus
9703,28,plus
9704,303,minus
9706,7,plus
9708,47,plus
9710,3330,minus
9711,1070,minus
9714,539,minus
9716,233,minus
9727,511,minus
9729,41,plus
9733,224,minus
9734,12,plus
9737,1531,minus
9739,4,plus
9740,9,plus
9742,1087,minus
9744,14,plus
9745,32,plus
9746,38,minus
9747,1156,minus
9748,290,minus
9752,4281,minus
9753,2986,minus
9757,836,minus
9758,3,minus
9761,39,plus
9763,911,minus
9763,136,plus
9764,31,plus
9766,16,plus
9769,4015,minus
9770,1,minus
9771,2717,minus
9772,1300,minus
9772,23,plus
9773,1782,minus
9774,2,plus
9777,561,minus
9779,1275,minus
9779,95,plus
9782,1708,minus
9782,12,plus
9784,657,plus
9786,1,minus
9786,37,plus
9787,2067,minus
9789,90,plus
9792,9031,minus
9794,184,minus
9795,4,plus
9797,6169,minus
9797,26,plus
9798,104,plus
9800,13,plus
9801,245,minus
9802,7,plus
9803,787,minus
9804,26,plus
9805,10,minus
9805,260,plus
9806,187,minus
9807,33,minus
9810,280,minus
9810,11,plus
9811,668,plus
9812,502,minus
9813,9139,minus
9814,1,minus
9815,62,plus
9816,284,plus
9817,12,plus
9818,717,minus
9818,5,plus
9819,20046,minus
9820,7,minus
9820,86,plus
9822,66,plus
9823,879,minus
9824,2190,minus
9825,715,minus
9825,103,plus
9826,44,minus
9826,138,plus
9827,36,plus
9828,3471,minus
9829,1500,minus
9830,639,minus
9830,38,plus
9831,33,plus
9833,1469,minus
9834,1288,minus
9836,65,plus
9837,5,plus
9838,1629,minus
9838,65,plus
9840,4,plus
9844,1152,minus
9844,24,plus
9848,838,minus
9848,1,plus
9849,142,plus
9852,51,minus
9857,1044,minus
9862,44,plus
9870,2371,minus
9872,56,plus
9877,162,plus
9885,6,minus
9889,364,plus
9890,351,plus
9892,80,plus
9894,91,plus
9897,116,minus
9898,211,minus
9899,1,minus
9900,44,minus
9900,43,plus
9902,55,minus
9902,25,plus
9905,24,plus
9908,9,minus
9910,13,minus
9910,702,plus
9916,49,minus
9918,271,minus
9921,20,minus
9921,25,plus
9922,51,plus
9926,519,plus
9929,15,minus
9929,99,plus
9930,59,minus
9934,165,minus
9937,81,minus
9947,39,minus
9958,166,plus
9959,6,plus
9960,3,minus
9965,69,plus
9966,360,minus
9969,12,plus
9970,96,plus
9973,1,minus
9974,8,minus
9977,13,minus
9978,125,minus
9979,8,plus
9980,34,plus
9981,47,plus
9984,13,minus
9986,52,plus
9987,50,plus
9988,13,minus
9989,36,minus
9990,1,minus
9992,175,plus
9993,166,plus
9994,29,minus
9994,138,plus
9995,101,minus
9998,13,plus
9999,2,plus
10000,115,minus
10000,52,plus
10001,91,minus
10002,23,minus
10005,12,plus
10006,16,minus
10006,27,plus
10007,7,minus
10007,110,plus
10008,30,minus
10008,32,plus
10010,1,minus
10012,16,plus
10013,41,minus
10014,17,minus
10015,156,minus
10016,3,minus
10017,23,plus
10018,124,plus
10019,26,plus
10020,38,minus
10021,10,minus
10023,21,plus
10024,129,plus
10025,22,minus
10026,164,minus
10031,18,minus
10032,111,minus
10033,5,minus
10034,17,plus
10035,14,plus
10038,1,plus
10039,2,plus
10040,46,plus
10042,110,minus
10045,72,plus
10047,11,minus
10048,131,minus
10048,4,plus
10053,88,minus
10055,55,minus
10055,84,plus
10056,6,minus
10057,24,plus
10063,197,minus
10063,4,plus
10065,107,minus
10069,6,minus
10071,91,minus
10078,8,minus
10085,2,plus
10104,9,minus
10112,17,plus
10113,50,plus
10118,5,plus
10119,6,plus
10120,388,minus
10121,816,minus
10123,5,plus
10124,11,minus
10124,4,plus
10126,30,minus
10127,177,minus
10131,72,minus
10132,359,minus
10132,6,plus
10134,2,plus
10138,8,plus
10139,4,plus
10140,9,minus
10142,63,minus
10144,32,minus
10146,43,minus
10148,5,plus
10151,60,minus
10156,387,minus
10157,1,minus
10160,225,minus
10164,20,plus
10165,21,minus
10169,37,plus
10172,633,minus
10177,71,minus
10178,184,minus
10189,3,plus
10194,9,plus
10199,3,minus
10201,4,plus
10202,24,plus
10203,144,minus
10203,26,plus
10204,25,minus
10209,3,minus
10210,328,minus
10211,211,minus
10212,1,minus
10213,19,plus
10216,1,plus
10218,2,plus
10220,7,plus
10221,118,minus
10222,15,minus
10226,24,minus
10228,1,minus
10230,1,plus
10231,3,minus
10253,14,minus
10254,261,plus
10255,1,plus
10256,28,minus
10257,17,minus
10257,4,plus
10262,1521,minus
10263,61,minus
10264,26,plus
10267,53,minus
10269,19,plus
10270,3,minus
10270,7,plus
10272,5,minus
10274,7,plus
10275,58,plus
10277,52,minus
10280,21,plus
10282,80,minus
10283,3,minus
10285,52,plus
10286,71,plus
10287,48,plus
10292,25,plus
10293,25,minus
10294,69,minus
10295,262,minus
10300,16,minus
10301,1,plus
10305,24,minus
10306,7,plus
10308,6,minus
10309,6,minus
10311,46,plus
10314,8,minus
10316,75,plus
10318,10,minus
10319,146,minus
10322,2,minus
10324,91,minus
10326,8,minus
10329,10,minus
10334,2,minus
10336,16,minus
10338,3,minus
10339,16,minus
10340,122,plus
10343,71,minus
10344,50,plus
10345,14,plus
10346,3,minus
10348,12,minus
10353,8,minus
10354,8,plus
10356,1,plus
10357,19,minus
10357,112,plus
10362,2,minus
10363,7,minus
10363,11,plus
10365,22,minus
10366,17,plus
10367,4,minus
10367,6,plus
10371,1,plus
10375,14,minus
10377,3,plus
10379,12,minus
10380,36,plus
10381,4,plus
10385,5,minus
10387,21,plus
10388,100,minus
10392,102,plus
10396,3,minus
10399,14,minus
10400,138,minus
10401,41,minus
10402,176,plus
10410,338,minus
10410,36,plus
10411,1,plus
10415,1,minus
10416,15,plus
10417,59,minus
10419,28,minus
10421,44,plus
10422,12,minus
10424,63,minus
10428,2,plus
10429,131,minus
10429,8,plus
10432,7,minus
10434,36,plus
10436,9,plus
10437,2,minus
10442,136,minus
10442,2,plus
10445,1,minus
10447,14,minus
10447,1,plus
10450,74,minus
10460,19,minus
10463,3,plus
10466,56,plus
10467,21,minus
10473,22,plus
10474,204,minus
10475,3,plus
10476,87,minus
10476,1,plus
10478,6,plus
10480,3,plus
10481,164,minus
10482,12,plus
10484,113,minus
10487,42,plus
10495,1,plus
10518,2,plus
10519,9,plus
10524,4,minus
10524,14,plus
10526,1,plus
10534,120,minus
10535,1,minus
10537,1,minus
10537,3,plus
10544,7,plus
10545,11,minus
10559,2,plus
10561,16,plus
10564,1,plus
10569,14,minus
10579,8,minus
10580,2,plus
10581,2,minus
10584,27,plus
10585,29,plus
10586,2,minus
10588,16,plus
10593,24,minus
10595,2,minus
10597,26,minus
10601,2,plus
10602,13,minus
10607,18,minus
10611,7,plus
10618,8,plus
10619,2,minus
10620,6,plus
10621,17,minus
10624,1,plus
10627,1,plus
10628,9,minus
10631,3,plus
10632,14,plus
10640,20,minus
10660,1,minus
10661,20,plus
10667,1,plus
10669,15,minus
10671,1,plus
10673,2,minus
10680,15,plus
10690,14,minus
10694,4,minus
10701,12,minus
10708,3,minus
10711,31,plus
10718,29,minus
10719,3,plus
10720,7,minus
10721,3,plus
10722,9,plus
10725,4,minus
10726,43,plus
10727,1,plus
10729,8,minus
10730,8,minus
10734,2,minus
10735,1,minus
10736,2,plus
10741,3,plus
10742,1,plus
10748,6,minus
10753,10,minus
10754,6,plus
10762,3,minus
10771,8,plus
10773,2,plus
10794,12,plus
10799,17,plus
10800,1,minus
10802,7,minus
10809,5,plus
10817,6,minus
10843,33,plus
10844,212,plus
10846,3,minus
10851,19,minus
10852,8,minus
10857,14,minus
10861,162,plus
10862,2,minus
10866,79,plus
10869,5,minus
10870,3,minus
10874,3,minus
10878,27,plus
10890,36,plus
10891,22,minus
10899,50,plus
10903,12,plus
10904,7,minus
10913,9,plus
10921,11,minus
10926,26,plus
10934,28,minus
10942,16,minus
10958,18,minus
10962,7,plus
10963,24,minus
10969,1,minus
10970,33,minus
10972,1,plus
10973,33,minus
10979,19,plus
10980,7,minus
10987,157,minus
10987,3,plus
10989,1121,plus
10995,34,minus
10995,71,plus
10997,405,minus
11007,8,plus
11008,106,plus
11016,79,minus
11023,50,plus
11027,148,plus
11030,74,minus
11032,146,plus
11037,104,minus
11037,228,plus
11040,2,minus
11045,224,minus
11057,391,plus
11060,81,minus
11065,112,minus
11067,4,plus
11070,68,plus
11072,128,plus
11078,150,minus
11081,139,minus
11082,134,plus
11083,80,minus
11086,427,minus
11088,1035,plus
11090,534,minus
11091,56,minus
11096,3271,minus
11097,1,minus
11103,1,minus
11103,1,plus
11111,17,minus
11112,163,plus
11120,6,minus
11122,1,plus
11127,163,minus
11127,138,plus
11129,43,minus
11131,11,plus
11135,93,minus
11136,144,plus
11142,184,minus
11144,520,minus
11145,219,minus
11150,152,plus
11153,85,plus
11158,1509,minus
11158,391,plus
11160,99,plus
11166,2140,minus
11168,1187,minus
11173,1348,plus
11179,168,minus
11181,5693,minus
11188,181,minus
11188,93,plus
11196,76,plus
11200,193,plus
11201,60,minus
11203,109,minus
11205,377,plus
11206,81,plus
11208,348,minus
11212,2,plus
11213,1294,minus
11213,248,plus
11214,1453,minus
11215,1,minus
11221,301,minus
11221,118,plus
11229,9,minus
11229,49,plus
11231,177,plus
11235,14,minus
11236,104,plus
11239,8,minus
11244,8,minus
11251,122,plus
11254,1,minus
11255,73,plus
11256,96,plus
11259,9,minus
11268,21,plus
11273,832,plus
11274,1,plus
11276,7,minus
11278,2,plus
11279,23,plus
11280,88,plus
11281,38,minus
11282,10,minus
11283,2,plus
11284,17,plus
11288,10,minus
11289,1,minus
11292,1,minus
11293,18,plus
11301,2,minus
11306,3,minus
11310,373,plus
11313,1,minus
11314,1,minus
11315,21,plus
11318,53,minus
11319,11,minus
11321,12,plus
11323,15,minus
11329,10,minus
11332,152,plus
11340,35,minus
11340,24,plus
11341,12,plus
11348,28,minus
11349,8,minus
11356,30,plus
11358,9,plus
11364,8,minus
11379,4,minus
11381,1,plus
11386,33,plus
11387,95,plus
11392,34,plus
11393,1,plus
11394,57,minus
11395,182,minus
11398,2,minus
11400,2,plus
11408,43,minus
11430,3,plus
11431,27,plus
11432,12,minus
11433,10,minus
11435,29,plus
11438,2,minus
11439,35,minus
11440,22,minus
11440,6,plus
11443,47,minus
11445,18,plus
11450,1,plus
11451,8,plus
11452,3,minus
11452,18,plus
11453,19,minus
11457,5,plus
11458,7,plus
11460,40,minus
11463,7,plus
11468,10,plus
11479,7,plus
11491,3,plus
11504,2,plus
11511,30,plus
11512,33,minus
11519,12,minus
11520,3,plus
11531,2,plus
11545,26,plus
11550,5,plus
11553,11,minus
11559,12,plus
11563,4,plus
11571,3,plus
11575,1,plus
11576,1,plus
11579,1,minus
11580,20,plus
11583,2,minus
11584,15,plus
11588,9,minus
11592,10,minus
11597,3,plus
11603,4,plus
11604,68,plus
11605,1,minus
11611,2,minus
11612,152,minus
11614,5,plus
11615,21,plus
11619,9,plus
11622,3,minus
11630,2,plus
11632,1,plus
11635,5,minus
11640,8,plus
11657,21,plus
11658,5,minus
11663,31,plus
11664,2,minus
11665,8,minus
11675,1,plus
11681,48,plus
11682,219,plus
11683,32,minus
11689,59,minus
11690,30,minus
11692,28,plus
11699,17,plus
11700,101,minus
11706,4,minus
11707,4,minus
11708,32,plus
11710,2,plus
11716,2,minus
11720,1,plus
11723,43,plus
11730,11,minus
11730,16,plus
11731,27,plus
11733,91,plus
11735,83,plus
11740,78,plus
11741,2,plus
11765,27,plus
11774,98,plus
11782,153,plus
11789,269,plus
11790,2,minus
11797,36,minus
11807,1058,plus
11808,23,plus
11823,55,plus
11824,2323,plus
11830,1,minus
11831,54,minus
11832,51,minus
11836,39,plus
11837,1,minus
11837,226,plus
11839,16,minus
11841,118,plus
11842,1574,plus
11844,36,minus
11845,6,minus
11847,298,plus
11850,26,minus
11850,533,plus
11851,36,plus
11855,1,minus
11856,598,plus
11857,315,plus
11858,25,minus
11864,52,minus
11869,366,plus
11881,61,plus
11887,1,plus
11898,111,plus
11900,296,plus
11908,11,plus
11911,217,plus
11913,1261,plus
11914,100,plus
11916,66,plus
11919,206,plus
11921,1,minus
11928,12,plus
11929,42,plus
11930,200,plus
11934,287,plus
11937,19,plus
11942,1,minus
11944,6,plus
11956,120,plus
11960,3,plus
11963,1,plus
11978,97,plus
11983,15,plus
11995,201,plus
12002,48,plus
12019,94,plus
12020,121,plus
12038,172,plus
12051,2,plus
12061,110,plus
12072,40,plus
12074,278,plus
12084,16,plus
12085,13,plus
12100,55,plus
12105,35,plus
12108,21,plus
12109,12,plus
12111,37,plus
12140,3,plus
12151,59,plus
12157,47,plus
12159,5,minus
12165,15,minus
12181,1,plus
12195,9,minus
12201,14,plus
12235,7,minus
12237,15,plus
12245,29,minus
12265,12,plus
12273,13,minus
12347,6,minus
12360,2,plus
12379,7,minus
12385,5,minus
12398,1,minus
12432,25,plus
12459,15,minus
12464,3,minus
12469,3,minus
12478,3,minus
12490,12,plus
12498,9,minus
12555,1,minus
12560,1,minus
12562,6,plus
12616,1,minus
12622,3,minus
12673,5,minus
12683,10,minus
12695,4,minus
12703,2,minus
12722,2,plus
12738,5,minus
12764,10,minus
12781,3,minus
12789,56,plus
12790,9,minus
12800,6,minus
12819,5,minus
12851,14,minus
12868,1,plus
12876,50,minus
12891,15,minus
12892,39,minus
12917,1,minus
12919,28,minus
12928,1,plus
12946,4,minus
12953,17,plus
12954,182,minus
12961,52,minus
12963,76,minus
12978,33,minus
12981,365,plus
13021,168,minus
13024,46,minus
13033,13,plus
13081,35,minus
13128,2,plus
13133,76,plus
13141,101,minus
13164,116,minus
13164,55,plus
13284,8,minus
13314,3,minus
13336,3,plus
13344,21,minus
13369,5,plus
13377,49,minus
13444,1,plus
13452,37,minus
13487,250,minus
13521,468,minus
13532,729,minus
13536,23,plus
13561,2,plus
13569,3,minus
13590,1,plus
13595,2,minus
13599,10,minus
