Insertion,Orientation,Frequency
5738,minus,392
5740,minus,8234
5740,plus,47
5742,minus,1
5745,minus,2317
5745,plus,741
5746,plus,195
5747,plus,110
5748,minus,883
5751,plus,19
5753,minus,6567
5754,minus,734
5755,minus,3548
5755,plus,215
5756,plus,155
5758,minus,1179
5760,plus,54
5763,minus,925
5764,minus,2026
5767,plus,44
5770,plus,173
5772,plus,241
5773,minus,1451
5777,plus,61
5778,minus,5791
5778,plus,17
5780,minus,3093
5781,minus,2479
5782,plus,268
5783,plus,480
5785,minus,738
5786,minus,1280
5787,plus,229
5790,minus,501
5791,minus,1
5793,plus,6
5795,minus,3696
5795,plus,1062
5796,minus,2942
5796,plus,5643
5798,plus,88
5800,plus,39
5801,minus,1646
5803,minus,52869
5803,plus,665
5804,minus,34290
5806,minus,914
5806,plus,227
5808,plus,525
5811,minus,18107
5813,plus,27
5815,minus,1757
5816,minus,11051
5816,plus,425
5821,minus,3337
5821,plus,921
5822,minus,1
5824,minus,8225
5827,minus,1939
5829,minus,14503
5831,plus,46
5832,plus,124
5834,plus,37
5837,minus,580
5838,plus,1
5839,plus,114
5845,minus,1510
5846,minus,1554
5847,minus,8215
5848,minus,7283
5863,plus,25
5865,minus,640
5866,minus,1
5867,plus,165
5875,minus,8647
5876,minus,472
5879,plus,462
5882,minus,1
5884,plus,7
5885,plus,266
5887,minus,16117
5888,minus,1
5889,plus,90
5892,minus,1079
5892,plus,11
5893,minus,12727
5894,minus,2
5894,plus,555
5897,minus,22
5899,minus,58
5902,minus,38339
5903,minus,2
5915,minus,2297
5924,plus,107
5928,plus,78
5930,plus,100
5935,plus,18
5936,minus,2
5936,plus,302
5938,minus,1
5943,minus,22
5943,plus,75
5944,minus,48
5946,plus,237
5949,plus,115
5951,minus,27
5953,plus,107
5954,minus,61
5954,plus,157
5957,minus,12
5958,plus,86
5959,plus,280
5962,minus,17
5964,plus,552
5966,minus,22
5967,minus,34
5969,plus,44
5971,plus,5
5972,minus,142
5974,plus,31
5978,minus,23
5979,plus,24
5987,minus,1
5989,minus,1
5990,minus,7
5997,plus,1
6026,plus,90
6028,plus,250
6034,minus,79
6036,minus,274
6037,minus,15
6045,plus,143
6051,minus,1
6052,plus,406
6053,minus,130
6057,plus,185
6058,plus,6
6060,minus,169
6061,minus,168
6061,plus,42
6067,minus,14
6070,minus,33
6071,minus,57
6074,plus,2
6076,minus,12
6080,plus,110
6082,minus,10
6084,plus,4
6097,plus,63
6103,minus,55
6104,minus,10
6105,minus,26
6106,plus,33
6109,minus,89
6116,minus,135
6117,minus,1
6119,plus,28
6121,plus,123
6123,plus,7
6131,minus,234
6139,minus,11
6155,plus,69
6158,minus,61
6162,plus,18
6163,minus,120
6165,minus,12
6180,plus,3
6184,plus,6
6186,minus,42
6190,plus,7
6192,minus,260
6196,minus,95
6206,plus,5
6214,minus,194
6217,plus,75
6224,plus,6
6225,minus,683
6230,minus,241
6232,minus,16
6235,minus,140
6236,plus,40
6244,minus,954
6248,plus,79
6256,minus,1052
6263,minus,4
6266,plus,3
6271,minus,7
6272,plus,13
6273,plus,36
6274,minus,112
6280,minus,20
6281,minus,116
6282,minus,133
6302,minus,1
6307,plus,23
6308,minus,3
6309,plus,10
6317,minus,289
6318,minus,13
6319,minus,55
6320,plus,31
6321,plus,1
6329,minus,804
6338,plus,3
6343,plus,2
6351,plus,4
6352,plus,22
6353,plus,61
6355,plus,12
6361,minus,7
6362,plus,21
6365,minus,8
6365,plus,40
6400,plus,22
6416,plus,10
6417,plus,5
6423,plus,25
6424,plus,15
6431,minus,6
6436,plus,11
6445,minus,3
6447,plus,1
6449,minus,3
6450,minus,45
6455,minus,10
6462,plus,4
6468,minus,53
6469,plus,5
6470,minus,11
6477,minus,51
6485,plus,10
6497,plus,23
6502,plus,14
6505,minus,95
6506,minus,21
6508,plus,20
6513,plus,16
6516,minus,47
6518,plus,1
6521,minus,73
6526,minus,42
6527,minus,109
6541,minus,40
6543,plus,3
6545,plus,25
6546,minus,18
6551,minus,90
6553,plus,61
6558,plus,14
6561,minus,10
6563,plus,29
6566,minus,21
6568,minus,3
6569,minus,3
6571,minus,75
6609,plus,10
6612,minus,65
6615,minus,14
6617,minus,288
6624,minus,28
6633,plus,4
6634,minus,311
6635,minus,22
6637,plus,14
6645,minus,161
6650,minus,51
6651,minus,10
6660,plus,26
6668,minus,233
6669,minus,1
6682,plus,2
6690,minus,24
6715,minus,69
6721,plus,11
6726,plus,56
6731,plus,8
6734,minus,157
6739,minus,217
6740,minus,270
6743,minus,36
6746,plus,38
6754,minus,3
6754,plus,8
6768,minus,408
6768,plus,14
6773,plus,42
6775,minus,211
6776,minus,160
6777,plus,57
6783,plus,3
6785,minus,135
6786,minus,107
6798,plus,119
6800,plus,198
6803,minus,20
6805,minus,31
6806,minus,293
6808,minus,256
6815,plus,11
6817,plus,27
6822,plus,15
6823,minus,157
6826,plus,63
6831,minus,381
6834,minus,253
6848,plus,62
6858,plus,2
6860,plus,5
6863,minus,5
6868,minus,1
6870,plus,13
6875,minus,1
6880,minus,2
6893,plus,7
6894,minus,1
6910,minus,3
6916,plus,12
6949,minus,8
6956,plus,317
6964,minus,53
6969,plus,46
6990,plus,15
6998,minus,5
7001,plus,7
7004,minus,27
7008,plus,11
7013,plus,3
7018,plus,22
7021,minus,8
7031,plus,2
7039,minus,8
7051,plus,11
7061,minus,12
7064,minus,6
7069,minus,42
7082,plus,3
7087,plus,7
7102,plus,11
7104,plus,9
7106,minus,14
7110,minus,3
7110,plus,1
7114,plus,3
7115,minus,2
7117,minus,19
7124,minus,4
7135,plus,12
7144,plus,2
7150,minus,50
7151,minus,34
7154,plus,2
7167,plus,9
7175,minus,47
7177,minus,1
7180,plus,9
7187,plus,15
7188,minus,43
7195,minus,11
7197,plus,4
7203,plus,1
7208,plus,137
7211,minus,8
7216,minus,96
7219,plus,224
7230,plus,497
7238,minus,52
7243,plus,153
7244,plus,181
7251,minus,7
7252,minus,25
7264,plus,49
7269,plus,3
7270,plus,1914
7271,plus,33
7272,plus,676
7278,minus,11
7285,minus,24
7285,plus,516
7287,minus,10
7290,plus,114
7292,plus,1985
7298,minus,42
7300,minus,257
7302,plus,267
7310,minus,4
7312,plus,101
7313,plus,377
7314,plus,424
7315,plus,3
7316,plus,7
7321,minus,35
7322,plus,15
7323,plus,278
7325,plus,161
7326,plus,128
7331,plus,97
7333,minus,8
7333,plus,181
7337,plus,169
7341,minus,4
7350,plus,149
7358,plus,248
7360,plus,121
7361,plus,189
7366,minus,7
7368,minus,7
7370,plus,1
7373,minus,28
7376,plus,104
7383,plus,3
7388,plus,79
7391,minus,3
7396,minus,23
7454,plus,2
7456,plus,96
7459,plus,12
7461,plus,167
7462,plus,11
7464,minus,155
7469,minus,62
7472,plus,87
7474,minus,39
7476,plus,311
7480,minus,1
7481,plus,2
7482,plus,97
7484,minus,301
7486,plus,7
7487,plus,200
7488,plus,874
7490,minus,14
7495,minus,81
7496,minus,764
7500,plus,66
7505,plus,6
7507,minus,4
7508,minus,233
7510,plus,17
7513,minus,93
7528,minus,8
7528,plus,18
7530,minus,1
7533,plus,45
7534,plus,1
7541,minus,73
7542,minus,6
7543,plus,99
7551,minus,200
7556,plus,19
7559,minus,86
7564,minus,18
7566,plus,20
7568,plus,3
7574,minus,194
7580,minus,2
7582,plus,16
7589,plus,4
7590,minus,219
7602,plus,1
7607,minus,2
7610,minus,18
7610,plus,10
7617,plus,7
7618,minus,36
7621,minus,33
7623,minus,93
7625,minus,37
7628,plus,10
7629,minus,218
7630,plus,7
7636,minus,9
7643,plus,29
7648,plus,7
7651,minus,8
7653,plus,70
7656,minus,61
7658,plus,170
7661,minus,189
7666,minus,467
7668,plus,53
7672,minus,77
7674,plus,12
7675,minus,43
7676,minus,46
7682,minus,60
7687,minus,58
7696,minus,12
7706,minus,104
7711,minus,200
7718,plus,3
7726,minus,64
7727,minus,97
7727,plus,3
7732,plus,4
7734,minus,22
7735,plus,9
7736,plus,2
7739,minus,3
7742,plus,95
7744,minus,136
7750,minus,369
7759,plus,1
7760,plus,1
7761,plus,490
7769,plus,288
7771,plus,141
7773,plus,54
7774,minus,555
7776,plus,215
7777,minus,260
7777,plus,30
7779,minus,203
7781,minus,138
7783,plus,107
7784,minus,95
7790,plus,2
7791,minus,1369
7798,minus,68
7798,plus,61
7803,plus,56
7806,minus,104
7807,minus,1
7808,minus,841
7808,plus,78
7811,minus,15
7826,minus,300
7830,plus,49
7837,plus,1
7843,plus,65
7848,plus,45
7851,minus,883
7854,plus,17
7855,minus,356
7857,plus,13
7860,minus,195
7861,minus,1
7861,plus,3
7862,plus,14
7868,plus,9
7906,minus,88
7906,plus,3
7911,plus,36
7913,plus,39
7914,minus,180
7916,minus,153
7918,plus,12
7921,minus,141
7926,minus,6
7928,plus,10
7934,minus,280
7934,plus,8
7936,minus,806
7942,minus,321
7943,plus,101
7948,plus,59
7949,minus,158
7951,minus,1842
7953,plus,5
7956,minus,1042
7961,minus,163
7966,minus,172
7969,plus,2
7971,minus,8
7977,minus,1004
7982,minus,48
7987,minus,833
8000,minus,121
8005,minus,1019
8007,plus,30
8013,minus,1384
8015,minus,23
8024,minus,18
8030,plus,21
8031,minus,258
8041,plus,87
8045,plus,8
8049,minus,8392
8055,plus,2
8059,minus,164
8059,plus,32
8065,plus,41
8066,plus,20
8067,minus,176
8070,plus,15
8071,plus,14
8073,minus,425
8075,minus,632
8078,minus,413
8079,minus,393
8094,plus,24
8099,plus,4
8102,minus,865
8106,minus,102
8107,minus,286
8113,minus,99
8114,minus,298
8117,minus,2
8132,plus,6
8136,minus,1036
8136,plus,3
8140,minus,7398
8142,plus,51
8144,minus,453
8149,minus,70
8150,minus,7347
8168,plus,1
8171,plus,1
8174,minus,6
8189,plus,19
8191,plus,33
8193,plus,2
8194,plus,4
8198,plus,2
8199,plus,14
8201,minus,2
8207,minus,117
8207,plus,8
8218,plus,37
8226,minus,101
8226,plus,6
8227,minus,10
8228,minus,38
8232,plus,25
8237,minus,1
8240,minus,97
8246,plus,151
8254,minus,74
8254,plus,1
8262,minus,38
8264,plus,17
8267,minus,15
8268,plus,224
8270,minus,9
8276,minus,183
8288,plus,125
8289,plus,3
8296,minus,16
8297,minus,2
8303,plus,32
8311,minus,28
8322,plus,490
8323,plus,1
8324,plus,1
8326,plus,5
8328,plus,3
8330,minus,2878
8331,minus,42
8333,plus,35
8334,plus,3
8336,minus,21
8339,plus,11
8341,minus,121
8342,minus,104
8343,minus,77
8348,plus,3
8352,minus,3
8363,minus,60
8369,plus,8
8371,minus,1
8376,minus,100
8382,plus,17
8384,plus,1
8390,minus,36
8391,minus,126
8394,plus,164
8399,plus,128
8401,minus,83
8402,minus,460
8403,minus,1
8404,plus,80
8407,minus,428
8412,minus,414
8419,minus,75
8421,minus,52
8428,plus,77
8429,plus,24
8430,plus,11
8436,plus,22
8437,plus,225
8438,minus,49
8438,plus,184
8441,minus,110
8445,minus,650
8446,minus,14
8448,plus,75
8449,minus,138
8450,minus,187
8452,plus,107
8454,minus,109
8455,minus,46
8456,minus,277
8458,plus,361
8460,plus,57
8466,minus,347
8468,plus,86
8471,plus,18
8472,plus,1
8473,plus,4996
8476,minus,49
8481,minus,6078
8482,plus,46
8487,plus,175
8490,minus,44
8495,minus,68
8498,plus,431
8500,plus,183
8506,minus,184
8508,minus,11
8515,plus,78
8520,plus,292
8525,plus,874
8527,plus,433
8533,minus,112
8535,minus,15
8538,minus,157
8542,plus,2351
8544,minus,111
8547,plus,1411
8549,minus,101
8549,plus,3272
8550,minus,712
8551,plus,599
8555,minus,156
8557,minus,2021
8557,plus,618
8559,minus,25
8559,plus,224
8560,minus,75
8562,minus,62
8562,plus,113
8564,plus,149
8565,minus,180
8570,minus,70
8572,minus,1172
8582,minus,185
8593,plus,584
8601,minus,143
8607,minus,68
8607,plus,4
8608,plus,161
8616,minus,316
8617,plus,177
8618,minus,51
8620,minus,118
8621,minus,339
8621,plus,75
8622,plus,15
8625,minus,156
8629,minus,1054
8629,plus,1
8637,minus,25
8639,minus,22
8642,plus,171
8644,plus,168
8648,plus,127
8649,plus,25
8650,minus,124
8650,plus,9
8653,plus,165
8654,plus,795
8655,plus,398
8657,plus,445
8658,minus,42
8661,minus,73
8662,minus,127
8663,minus,84
8664,minus,15
8665,minus,200
8665,plus,37
8666,plus,16
8667,plus,67
8673,minus,3
8675,minus,80
8677,plus,110
8680,minus,18
8683,minus,7
8684,plus,28
8685,plus,916
8686,plus,26
8689,minus,2
8691,plus,78
8693,minus,1146
8697,plus,49
8699,minus,350
8700,minus,27
8700,plus,269
8705,plus,36
8708,minus,97
8709,minus,11
8715,plus,53
8717,minus,38
8717,plus,7
8718,minus,103
8718,plus,34
8720,plus,17
8722,minus,85
8723,minus,48
8724,minus,12
8725,minus,25
8725,plus,117
8726,minus,52
8728,plus,122
8731,minus,5
8733,minus,8
8733,plus,51
8736,minus,369
8738,plus,259
8739,minus,28
8741,minus,102
8743,plus,1
8744,plus,64
8746,minus,302
8749,plus,24
8754,plus,150
8756,minus,282
8757,minus,133
8758,plus,19
8759,plus,245
8762,minus,115
8762,plus,4
8764,plus,11
8766,minus,214
8767,minus,746
8767,plus,4
8768,minus,91
8770,minus,175
8772,minus,301
8777,minus,27
8777,plus,436
8778,plus,198
8782,minus,97
8783,plus,40
8784,plus,38
8785,minus,1102
8786,minus,1013
8789,plus,24
8791,minus,255
8792,minus,17
8793,plus,38
8797,minus,165
8802,plus,4
8803,plus,11
8806,minus,316
8807,minus,11
8809,minus,36
8810,plus,14
8811,minus,145
8812,minus,13
8812,plus,35
8813,minus,104
8817,plus,14
8818,minus,125
8820,minus,13
8825,minus,322
8830,plus,5
8832,plus,122
8833,plus,27
8836,plus,10
8838,plus,3
8840,minus,65
8846,minus,60
8846,plus,3
8847,plus,148
8855,minus,894
8859,minus,11
8860,plus,23
8861,minus,24
8867,minus,99
8868,minus,467
8879,plus,24
8882,minus,22
8887,minus,12
8889,plus,13
8892,minus,58
8893,plus,73
8895,plus,17
8897,minus,57
8898,plus,9
8900,plus,12
8901,minus,147
8903,minus,91
8903,plus,10
8904,plus,40
8906,minus,21
8908,minus,5
8908,plus,5
8911,minus,8
8912,minus,90
8920,minus,33
8928,minus,12
8929,minus,16
8929,plus,1
8930,plus,2
8936,minus,114
8937,minus,76
8938,minus,73
8942,plus,1
8947,plus,49
8952,plus,4
8954,minus,3429
8954,plus,4
8955,minus,46
8956,minus,143
8956,plus,30
8960,minus,152
8962,minus,16
8962,plus,26
8963,plus,14
8964,minus,110
8964,plus,8
8965,minus,33
8969,minus,43
8969,plus,12
8970,minus,456
8971,minus,9
8971,plus,447
8974,plus,406
8976,plus,89
8977,minus,45
8977,plus,665
8979,minus,508
8982,minus,65
8982,plus,805
8984,plus,9319
8985,minus,193
8985,plus,85
8987,plus,23
8989,plus,352
8990,minus,274
8992,minus,3835
8993,plus,204
8994,plus,371
8995,plus,230
8997,minus,197
8999,plus,1180
9001,minus,39
9002,minus,399
9005,plus,523
9006,plus,341
9007,plus,93
9008,minus,316
9008,plus,637
9013,minus,2204
9014,plus,883
9015,plus,345
9017,plus,712
9018,plus,1499
9020,minus,3
9023,minus,59
9024,minus,11
9024,plus,268
9025,minus,1435
9026,minus,671
9029,plus,414
9031,minus,153
9033,minus,81
9033,plus,447
9037,minus,177
9038,plus,308
9040,minus,109
9041,minus,26
9041,plus,118
9046,plus,46
9048,plus,433
9051,minus,59
9051,plus,158
9053,plus,238
9056,minus,972
9056,plus,1704
9057,plus,411
9058,plus,4786
9059,minus,68
9059,plus,2175
9061,minus,30
9061,plus,209
9064,minus,457
9064,plus,5347
9065,plus,3
9066,minus,883
9066,plus,1088
9067,plus,160
9071,plus,273
9072,minus,667
9073,minus,1
9074,minus,142
9075,minus,54
9075,plus,489
9076,plus,1176
9077,plus,5447
9079,minus,240
9080,minus,125
9081,minus,8
9084,minus,411
9085,minus,450
9085,plus,549
9087,plus,124
9088,minus,189
9088,plus,327
9091,plus,11
9092,plus,1350
9093,minus,117
9093,plus,122
9098,plus,1
9100,minus,144
9101,minus,104
9102,plus,1560
9106,minus,371
9107,plus,81
9109,plus,617
9110,minus,188
9112,plus,3
9114,minus,95
9114,plus,230
9116,minus,156
9116,plus,62
9117,minus,426
9117,plus,162
9118,plus,570
9121,plus,328
9123,plus,160
9124,minus,1903
9124,plus,386
9125,minus,59
9126,minus,43
9126,plus,162
9129,plus,2536
9131,minus,86
9132,minus,206
9134,minus,169
9134,plus,1126
9137,minus,165
9139,plus,5895
9140,plus,315
9142,minus,39
9142,plus,1
9143,minus,14
9143,plus,3
9144,plus,99390
9145,minus,6
9146,plus,268
9147,minus,519
9150,plus,1921
9152,minus,4511
9153,minus,83
9154,plus,1
9155,plus,6000
9156,plus,227
9157,minus,26
9157,plus,1001
9158,minus,99
9163,minus,582
9164,minus,468
9165,minus,83
9168,plus,1393
9169,plus,1286
9173,minus,72
9173,plus,1087
9175,minus,411
9176,minus,38
9177,minus,1
9178,plus,1031
9179,plus,125
9181,minus,36
9183,plus,12721
9184,plus,63
9186,minus,31
9188,plus,1
9191,minus,1415
9192,plus,805
9195,plus,1
9201,minus,103
9202,plus,2499
9203,plus,237
9210,minus,167
9210,plus,26
9213,plus,96
9215,plus,398
9216,plus,42
9217,plus,4736
9218,plus,1734
9221,minus,20
9223,minus,73
9224,minus,26
9225,minus,591
9226,minus,230
9227,minus,1
9228,minus,57
9231,plus,2449
9232,plus,96
9233,minus,41
9239,minus,508
9240,minus,127
9242,plus,645
9247,plus,196
9250,minus,19
9252,plus,494
9253,plus,20
9255,minus,201
9257,plus,93
9260,minus,161
9261,plus,469
9262,minus,6
9263,plus,491
9264,plus,621
9269,plus,1003
9270,plus,491
9271,minus,11
9271,plus,521
9272,minus,2
9274,plus,92
9276,plus,58
9277,minus,21
9278,minus,3
9279,minus,19
9281,plus,444
9283,plus,50
9288,plus,1
9289,minus,6
9289,plus,1678
9290,plus,2
9291,minus,16
9291,plus,1260
9292,plus,696
9297,minus,120
9297,plus,121
9299,minus,167
9299,plus,4
9300,minus,31
9302,plus,10
9305,minus,9
9306,plus,192
9308,minus,1
9311,plus,33
9312,minus,2
9314,minus,1
9315,minus,1
9318,plus,80
9319,minus,4
9320,plus,60
9322,plus,1412
9326,minus,3
9327,plus,156
9328,plus,106
9329,plus,43
9330,minus,35
9330,plus,202
9335,plus,91
9336,minus,7
9338,minus,8
9339,plus,112
9340,plus,1548
9343,minus,5
9344,minus,4
9347,plus,5
9348,minus,157
9348,plus,134
9349,plus,52
9353,minus,3
9355,minus,1
9357,minus,5
9359,plus,77
9362,minus,1
9362,plus,26
9363,minus,1
9365,minus,7
9366,minus,10
9367,minus,102
9368,plus,124
9370,minus,10
9372,minus,25
9372,plus,55
9374,plus,43
9377,minus,8
9378,plus,78
9379,plus,33
9382,plus,457
9386,minus,33
9386,plus,130
9387,minus,6
9387,plus,24
9390,minus,52
9390,plus,10
9393,plus,5
9394,minus,30
9395,minus,2
9396,minus,2
9396,plus,132
9397,plus,173
9398,plus,28
9400,minus,1
9400,plus,58
9404,minus,31
9405,minus,52
9406,plus,5
9407,plus,803
9408,minus,11
9412,minus,6
9412,plus,37
9414,minus,23
9415,minus,418
9415,plus,513
9422,minus,47
9423,minus,580
9425,plus,905
9433,minus,935
9437,plus,22
9440,minus,4
9442,plus,3860
9444,plus,84
9445,minus,122
9445,plus,4
9447,minus,4
9447,plus,43
9448,minus,2
9450,minus,8677
9451,plus,12
9452,minus,620
9452,plus,140
9453,minus,22
9453,plus,11
9455,minus,6
9458,minus,45
9458,plus,54
9460,minus,340
9460,plus,110
9461,minus,48
9464,minus,1
9466,minus,68
9468,minus,638
9468,plus,15
9475,plus,78
9476,plus,37
9478,minus,16
9479,plus,18
9483,minus,394
9484,minus,359
9484,plus,107
9485,plus,94
9487,minus,497
9489,plus,115
9492,minus,853
9493,minus,303
9494,plus,1
9497,minus,839
9498,minus,107
9499,minus,3
9500,plus,19
9501,plus,2
9502,minus,29
9504,minus,40
9504,plus,23
9508,minus,43
9509,minus,65
9509,plus,50
9510,minus,139
9510,plus,55
9512,minus,30
9514,minus,64
9514,plus,2
9515,minus,11
9517,minus,1054
9517,plus,8
9518,minus,477
9520,plus,5
9524,plus,1
9525,minus,1
9526,plus,21
9528,minus,56
9532,minus,24
9533,plus,17
9534,minus,3
9540,minus,68
9541,minus,126
9543,plus,1
9545,plus,14
9546,minus,273
9551,minus,138
9553,minus,334
9557,minus,50
9564,minus,213
9564,plus,1
9567,minus,137
9572,minus,359
9574,minus,291
9576,plus,1
9578,plus,3
9584,minus,294
9584,plus,1
9585,plus,1
9586,minus,160
9589,minus,137
9590,plus,87
9593,minus,54
9595,minus,2
9596,minus,271
9598,minus,3674
9600,minus,183
9605,minus,245
9606,minus,99
9608,plus,5
9615,minus,195
9615,plus,25
9616,minus,60
9620,minus,6
9622,plus,34
9623,minus,110
9627,plus,12
9630,minus,447
9633,minus,36
9633,plus,3
9635,minus,185
9635,plus,1
9636,plus,16
9637,plus,4
9638,plus,1
9642,minus,49
9643,plus,103
9644,minus,88
9644,plus,14
9645,minus,1486
9645,plus,3
9648,plus,48
9650,plus,8
9651,minus,2832
9653,plus,9
9654,minus,272
9656,minus,594
9658,plus,19
9659,plus,72
9663,minus,212
9666,minus,108
9667,minus,56
9667,plus,25
9668,plus,34
9671,minus,404
9672,minus,1
9674,plus,11
9675,minus,786
9676,minus,55
9677,plus,42
9678,plus,16
9680,plus,15
9681,minus,189
9682,minus,388
9682,plus,138
9684,plus,3
9685,minus,1509
9686,minus,687
9688,minus,6
9688,plus,7
9689,minus,432
9689,plus,42
9690,minus,7885
9691,minus,272
9692,minus,58
9692,plus,3
9695,minus,14
9695,plus,15
9696,minus,10
9696,plus,46
9697,minus,2071
9698,minus,406
9700,minus,502
9702,plus,167
9703,plus,193
9704,minus,2824
9706,plus,33
9708,minus,186
9708,plus,109
9710,minus,7983
9711,minus,4666
9711,plus,5
9712,minus,476
9714,minus,2520
9716,minus,2572
9717,minus,514
9721,plus,8
9727,minus,1352
9729,minus,376
9729,plus,110
9733,minus,224
9734,plus,12
9735,minus,2152
9736,minus,2
9737,minus,4806
9739,plus,86
9740,plus,10
9742,minus,1408
9744,plus,38
9745,plus,62
9746,minus,2013
9747,minus,12182
9748,minus,2901
9749,plus,1
9751,plus,2
9752,minus,6808
9753,minus,9941
9754,plus,3
9755,plus,7
9756,plus,23
9757,minus,1082
9758,minus,3
9761,plus,245
9763,minus,1390
9763,plus,282
9764,plus,89
9766,plus,16
9769,minus,9179
9769,plus,3
9770,minus,1
9771,minus,11907
9771,plus,61
9772,minus,2432
9772,plus,184
9773,minus,1813
9774,minus,40
9774,plus,34
9777,minus,2237
9779,minus,2190
9779,plus,351
9782,minus,3137
9782,plus,12
9784,plus,1865
9786,minus,1
9786,plus,204
9787,minus,5982
9789,plus,240
9792,minus,59789
9793,plus,47
9794,minus,8680
9795,minus,2
9795,plus,16
9796,minus,903
9797,minus,15505
9797,plus,317
9798,plus,221
9799,plus,101
9800,plus,15
9801,minus,245
9802,plus,7
9803,minus,790
9803,plus,34
9804,plus,288
9805,minus,1388
9805,plus,449
9806,minus,4245
9807,minus,4239
9808,minus,2243
9810,minus,541
9810,plus,174
9811,plus,3431
9812,minus,1934
9813,minus,21336
9814,minus,1
9815,minus,540
9815,plus,204
9816,plus,1019
9817,plus,102
9818,minus,3027
9818,plus,36
9819,minus,108863
9820,minus,478
9820,plus,294
9821,plus,53
9822,plus,504
9823,minus,6408
9824,minus,10455
9825,minus,3572
9825,plus,212
9826,minus,283
9826,plus,436
9827,plus,80
9828,minus,14859
9829,minus,4230
9830,minus,4319
9830,plus,178
9831,plus,211
9833,minus,5679
9834,minus,4979
9835,minus,871
9835,plus,11
9836,plus,66
9837,plus,53
9838,minus,10039
9838,plus,139
9839,minus,185
9840,plus,155
9844,minus,4467
9844,plus,30
9845,minus,1270
9846,minus,1464
9848,minus,2432
9848,plus,3
9849,plus,647
9850,plus,15
9852,minus,51
9854,plus,2
9855,plus,74
9857,minus,5861
9858,minus,1
