Insertion,Frequency,Orientation
8049,4925,minus
8059,32,plus
8094,24,plus
8107,1,minus
8136,1,plus
8140,3230,minus
8142,3,plus
8150,3496,minus
8198,2,plus
8207,59,minus
8218,24,plus
8226,46,minus
8226,4,plus
8232,7,plus
8240,6,minus
8246,29,plus
8254,40,minus
8262,3,minus
8268,69,plus
8270,9,minus
8296,16,minus
8297,2,minus
8303,29,plus
8322,207,plus
8330,624,minus
8333,35,plus
8341,63,minus
8342,8,minus
8382,3,plus
8390,2,minus
8394,8,plus
8399,85,plus
8407,1,minus
8412,1,minus
8430,11,plus
8436,22,plus
8437,38,plus
8438,97,plus
8445,132,minus
8446,14,minus
8448,61,plus
8449,108,minus
8471,1,plus
8472,1,plus
8473,1827,plus
8476,49,minus
8481,1476,minus
8495,35,minus
8498,41,plus
8500,7,plus
8508,11,minus
8520,292,plus
8525,110,plus
8533,16,minus
8547,482,plus
8549,1171,plus
8550,237,minus
8551,381,plus
8555,8,minus
8557,874,minus
8557,203,plus
8572,2,minus
8582,185,minus
8593,132,plus
8617,61,plus
8621,25,plus
8629,148,minus
8637,25,minus
8648,127,plus
8654,353,plus
8655,73,plus
8657,7,plus
8662,64,minus
8665,67,minus
8677,110,plus
8685,188,plus
8691,1,plus
8693,436,minus
8699,66,minus
8700,76,plus
8717,7,plus
8725,25,minus
8725,13,plus
8738,137,plus
8739,28,minus
8741,22,minus
8744,41,plus
8756,199,minus
8757,123,minus
8759,128,plus
8762,11,minus
8764,11,plus
8766,38,minus
8767,238,minus
8777,27,minus
8777,32,plus
8778,24,plus
8783,10,plus
8785,421,minus
8786,67,minus
8820,13,minus
8825,8,minus
8832,20,plus
8833,10,plus
8838,3,plus
8847,21,plus
8855,138,minus
8879,20,plus
8892,58,minus
8893,19,plus
8897,22,minus
8898,5,plus
8901,73,minus
8903,11,minus
8904,9,plus
8906,5,minus
8920,33,minus
8936,70,minus
8947,7,plus
8952,4,plus
8954,855,minus
8956,12,plus
8960,13,minus
8962,11,plus
8964,82,minus
8974,98,plus
8977,148,plus
8979,13,minus
8982,22,minus
8982,429,plus
8984,1317,plus
8992,1219,minus
9007,1,plus
9013,534,minus
9017,286,plus
9025,598,minus
9029,175,plus
9031,153,minus
9038,307,plus
9041,2,minus
9046,46,plus
9048,18,plus
9051,67,plus
9056,353,minus
9056,36,plus
9057,321,plus
9058,319,plus
9059,110,plus
9064,97,minus
9064,2408,plus
9066,115,minus
9066,49,plus
9071,2,plus
9072,112,minus
9073,1,minus
9074,77,minus
9076,955,plus
9077,2356,plus
9079,125,minus
9080,125,minus
9081,8,minus
9084,397,minus
9085,80,minus
9093,122,plus
9100,10,minus
9102,810,plus
9106,10,minus
9107,34,plus
9116,10,plus
9117,87,minus
9118,453,plus
9124,402,minus
9129,12,plus
9139,1176,plus
9143,1,plus
9144,23472,plus
9146,110,plus
9147,102,minus
9150,65,plus
9152,863,minus
9157,266,plus
9163,211,minus
9164,83,minus
9168,275,plus
9169,1186,plus
9175,4,minus
9178,51,plus
9183,2567,plus
9186,8,minus
9191,492,minus
9192,374,plus
9202,251,plus
9203,106,plus
9217,1197,plus
9218,452,plus
9224,7,minus
9225,312,minus
9226,116,minus
9231,497,plus
9239,99,minus
9240,68,minus
9242,213,plus
9247,3,plus
9250,19,minus
9252,95,plus
9255,4,minus
9260,29,minus
9261,268,plus
9263,166,plus
9269,350,plus
9270,267,plus
9271,259,plus
9277,6,minus
9278,3,minus
9279,5,minus
9281,201,plus
9283,50,plus
9289,349,plus
9290,2,plus
9291,226,plus
9292,123,plus
9297,8,minus
9297,25,plus
9299,1,minus
9300,3,minus
9315,1,minus
9318,65,plus
9322,279,plus
9330,2,minus
9338,1,minus
9340,137,plus
9344,4,minus
9348,36,minus
9353,3,minus
9355,1,minus
9359,36,plus
9362,12,plus
9367,1,minus
9372,4,minus
9372,19,plus
9377,8,minus
9386,13,minus
9390,7,minus
9393,5,plus
9400,1,minus
9400,16,plus
9404,13,minus
9407,138,plus
9414,6,minus
9415,86,minus
9415,70,plus
9423,178,minus
9425,245,plus
9433,251,minus
9442,728,plus
9444,17,plus
9445,81,minus
9447,4,minus
9447,10,plus
9450,2128,minus
9452,129,minus
9452,14,plus
9453,1,minus
9458,45,minus
9458,28,plus
9460,92,minus
9460,12,plus
9461,6,minus
9468,225,minus
9476,3,plus
9483,208,minus
9484,31,minus
9484,1,plus
9485,27,plus
9487,105,minus
9489,50,plus
9492,321,minus
9493,144,minus
9497,19,minus
9502,22,minus
9504,3,plus
9509,1,minus
9510,139,minus
9510,2,plus
9512,30,minus
9515,11,minus
9517,164,minus
9517,8,plus
9520,5,plus
9533,1,plus
9541,11,minus
9545,1,plus
9546,52,minus
9551,4,minus
9567,90,minus
9572,3,minus
9598,502,minus
9605,245,minus
9608,2,plus
9622,19,plus
9635,10,minus
9636,13,plus
9643,29,plus
9645,811,minus
9651,1132,minus
9656,351,minus
9667,22,plus
9668,34,plus
9677,4,plus
9682,198,minus
9682,19,plus
9685,489,minus
9689,284,minus
9690,1185,minus
9696,16,plus
9697,2,minus
9700,4,minus
9702,31,plus
9703,52,plus
9704,2292,minus
9708,27,plus
9710,1001,minus
9711,1779,minus
9711,5,plus
9716,4,minus
9717,1,minus
9721,1,plus
9729,29,plus
9737,814,minus
9739,29,plus
9742,1,minus
9745,8,plus
9747,3004,minus
9748,2,minus
9752,300,minus
9753,3788,minus
9755,2,plus
9756,23,plus
9757,243,minus
9761,25,plus
9763,20,plus
9769,3075,minus
9771,5,minus
9771,61,plus
9772,23,minus
9772,119,plus
9773,1,minus
9774,40,minus
9774,23,plus
9777,1,minus
9779,166,plus
9784,535,plus
9786,112,plus
9787,2510,minus
9789,52,plus
9792,29764,minus
9794,2638,minus
9795,1,minus
9796,1,minus
9797,4882,minus
9797,141,plus
9799,39,plus
9804,103,plus
9805,377,minus
9805,50,plus
9806,3444,minus
9807,1313,minus
9808,1353,minus
9810,1,minus
9810,60,plus
9811,1095,plus
9812,832,minus
9813,4106,minus
9815,55,plus
9816,137,plus
9818,1370,minus
9818,31,plus
9819,21592,minus
9820,3,minus
9820,177,plus
9822,153,plus
9823,1103,minus
9824,1179,minus
9825,435,minus
9825,81,plus
9826,119,plus
9828,2172,minus
9829,1,minus
9830,1499,minus
9830,57,plus
9831,155,plus
9834,1625,minus
9838,3121,minus
9838,1,plus
9844,1179,minus
9845,1,minus
9846,1102,minus
9848,1534,minus
9849,204,plus
9855,73,plus
9857,2259,minus
9861,117,plus
9862,73,plus
9870,1,minus
9877,192,plus
9883,3,minus
9885,2,minus
9887,27,plus
9889,192,plus
9890,419,plus
9892,119,plus
9894,139,plus
9897,80,minus
9898,254,minus
9900,26,minus
9900,81,plus
9902,37,minus
9905,27,plus
9908,68,minus
9910,5,minus
9910,671,plus
9916,34,minus
9918,544,minus
9926,156,plus
9929,59,plus
9934,286,minus
9934,21,plus
9937,30,minus
9958,108,plus
9966,250,minus
9966,31,plus
9970,44,plus
9973,38,minus
9977,7,minus
9978,72,minus
9980,6,plus
9981,12,plus
9982,1,plus
9985,33,minus
9986,66,plus
9987,28,plus
9989,58,minus
9992,97,plus
9993,42,plus
9994,81,minus
9994,123,plus
9995,92,minus
9998,99,plus
9999,28,plus
10000,81,minus
10000,69,plus
10001,40,minus
10002,2,minus
10004,2,plus
10005,45,plus
10006,25,minus
10006,2,plus
10007,122,plus
10008,44,minus
10008,76,plus
10013,29,minus
10014,27,minus
10015,136,minus
10016,5,minus
10017,14,plus
10018,143,plus
10020,11,minus
10021,4,minus
10023,37,plus
10024,136,plus
10025,28,minus
10026,114,minus
10031,14,minus
10032,85,minus
10034,2,plus
10035,14,plus
10040,49,plus
10042,223,minus
10045,2,plus
10048,203,minus
10048,27,plus
10049,12,plus
10053,113,minus
10055,47,plus
10056,9,plus
10063,149,minus
10063,2,plus
10065,51,minus
10096,3,plus
10104,33,minus
10112,14,plus
10113,13,plus
10114,8,plus
10116,4,plus
10119,1,plus
10120,257,minus
10121,130,minus
10122,21,minus
10123,7,plus
10124,8,plus
10126,56,minus
10131,86,minus
10132,129,minus
10133,1,plus
10134,4,plus
10138,1,plus
10142,270,minus
10148,27,plus
10156,219,minus
10157,8,plus
10158,3,plus
10164,88,plus
10169,3,plus
10172,250,minus
10177,23,minus
10202,38,plus
10203,42,plus
10204,134,minus
10209,118,minus
10210,465,minus
10211,216,minus
10215,1,plus
10219,20,minus
10220,36,plus
10221,158,minus
10223,4,plus
10226,132,minus
10228,44,minus
10233,4,plus
10236,36,minus
10254,273,plus
10257,39,minus
10259,5,plus
10262,1763,minus
10263,17,minus
10267,28,minus
10269,96,plus
10274,6,plus
10275,2,plus
10277,31,minus
10282,56,minus
10285,3,plus
10286,25,plus
10287,88,plus
10288,43,minus
10292,15,plus
10293,12,minus
10294,40,minus
10295,131,minus
10300,11,minus
10304,15,minus
10305,16,minus
10311,5,plus
10316,28,plus
10319,67,minus
10324,95,minus
10325,8,minus
10326,5,plus
10334,20,minus
10340,7,plus
10343,72,minus
10353,24,minus
10357,48,plus
10362,3,minus
10365,21,minus
10375,16,minus
10380,85,plus
10382,1,plus
10385,28,minus
10386,25,minus
10387,10,plus
10388,54,minus
10390,26,minus
10392,274,plus
10396,8,minus
10400,77,minus
10402,250,plus
10410,200,minus
10411,14,plus
10416,30,plus
10421,36,plus
10424,93,minus
10424,18,plus
10426,13,plus
10429,106,minus
10432,40,minus
10434,2,plus
10442,6,minus
10442,1,plus
10444,61,minus
10452,18,plus
10463,3,plus
10466,15,plus
10469,1,minus
10473,20,plus
10474,261,minus
10476,2,minus
10476,28,plus
10481,305,minus
10482,1,minus
10482,4,plus
10484,215,minus
10487,2,plus
10493,84,minus
10495,102,minus
10505,19,minus
10508,176,minus
10518,6,plus
10526,2,plus
10532,445,minus
10534,207,minus
10544,12,plus
10545,9,minus
10561,2,plus
10568,15,plus
10569,18,minus
10574,1,minus
10579,5,minus
10584,6,minus
10585,4,plus
10586,6,minus
10593,14,minus
10597,11,minus
10607,68,minus
10613,12,plus
10620,3,plus
10628,7,minus
10632,4,plus
10637,5,plus
10639,2,plus
10640,10,minus
10646,1,minus
10661,3,plus
10669,26,minus
10673,3,minus
10686,1,minus
10687,1,plus
10693,22,plus
10696,4,minus
10700,59,plus
10701,4,minus
10711,42,plus
10718,33,minus
10719,9,plus
10721,31,plus
10722,33,plus
10726,8,plus
10727,53,plus
10729,2,minus
10730,8,minus
10734,9,minus
10735,23,minus
10736,20,plus
10741,10,plus
10749,2,minus
10754,2,minus
10767,3,minus
10779,2,minus
10791,3,plus
10794,9,plus
10800,2,minus
10802,19,minus
10807,10,minus
10809,3,plus
10814,2,plus
10831,4,minus
10838,1,plus
10844,524,plus
10850,141,plus
10851,5,minus
10852,14,minus
10852,121,plus
10856,147,plus
10860,52,minus
10861,304,plus
10862,10,minus
10862,21,plus
10866,46,plus
10868,37,plus
10869,33,minus
10874,21,minus
10879,6,minus
10890,40,plus
10896,60,plus
10897,34,minus
10898,1,minus
10898,46,plus
10903,18,minus
10907,2,minus
10913,8,plus
10914,23,minus
10921,13,minus
10945,2,plus
10949,5,minus
10953,18,minus
10959,1,minus
10962,24,plus
10968,135,minus
10970,221,minus
10979,62,plus
10987,165,minus
10988,1,plus
10989,1556,plus
10995,30,minus
10997,251,minus
11008,83,plus
11016,22,minus
11020,86,minus
11022,11,plus
11032,172,plus
11045,101,minus
11050,418,minus
11052,82,minus
11057,22,plus
11060,1,minus
11065,348,minus
11070,17,plus
11072,34,plus
11078,200,minus
11078,327,plus
11086,56,minus
11088,1178,plus
11091,10,minus
11094,121,plus
11095,499,plus
11096,605,minus
11103,105,plus
11111,52,minus
11112,1,plus
11120,397,minus
11127,4,plus
11134,484,minus
11136,192,plus
11142,65,plus
11144,954,minus
11147,243,minus
11150,493,plus
11158,1566,minus
11158,828,plus
11160,24,plus
11166,2143,minus
11168,785,minus
11171,24,minus
11173,1206,plus
11181,3071,minus
11188,212,plus
11197,34,minus
11205,503,plus
11206,36,plus
11208,362,minus
11213,1218,minus
11213,179,plus
11214,354,minus
11220,1,minus
11221,29,minus
11229,60,plus
11236,54,plus
11244,9,minus
11245,13,minus
11249,1,minus
11251,12,plus
11256,55,plus
11259,5,minus
11264,11,minus
11273,290,plus
11274,45,plus
11281,56,minus
11284,153,plus
11287,10,minus
11288,32,minus
11295,1,plus
11296,9,minus
11300,86,plus
11308,4,plus
11310,87,plus
11311,1,minus
11315,120,plus
11316,1,minus
11318,66,minus
11319,9,minus
11322,9,minus
11332,264,plus
11340,3,minus
11341,49,plus
11346,5,plus
11347,14,minus
11348,27,minus
11349,12,minus
11364,11,minus
11386,17,plus
11387,16,plus
11394,111,minus
11395,28,minus
11400,9,plus
11408,18,minus
11434,5,minus
11435,53,plus
11440,1,plus
11443,136,minus
11448,19,minus
11453,39,minus
11458,16,plus
11465,33,minus
11468,4,minus
11479,2,plus
11480,26,minus
11486,6,plus
11491,3,plus
11504,15,plus
11508,6,minus
11511,19,plus
11512,1,minus
11519,11,minus
11526,5,plus
11545,1,plus
11550,53,plus
11558,2,plus
11559,4,plus
11570,5,plus
11571,2,plus
11573,3,plus
11575,1,plus
11579,31,minus
11580,18,plus
11584,6,plus
11588,26,minus
11592,15,minus
11597,1,plus
11603,10,plus
11604,6,minus
11604,164,plus
11605,1,minus
11611,27,minus
11612,215,minus
11617,3,plus
11619,2,plus
11631,1,minus
11635,1,minus
11640,3,minus
11650,6,plus
11657,17,plus
11665,48,minus
11670,9,minus
11675,1,plus
11677,2,plus
11682,78,plus
11687,3,plus
11689,59,minus
11690,7,minus
11692,104,plus
11695,6,minus
11714,6,plus
11716,5,minus
11718,5,minus
11722,10,minus
11722,3,plus
11730,393,plus
11731,1,plus
11741,2,plus
11743,6,plus
11748,21,minus
11781,12,minus
11789,905,plus
11802,46,plus
11808,118,plus
11815,4,minus
11818,29,plus
11823,579,plus
11824,1711,plus
11831,69,plus
11832,40,minus
11836,161,plus
11837,251,plus
11841,609,plus
11842,1052,plus
11847,6,plus
11849,1,plus
11850,10,minus
11850,31,plus
11855,21,minus
11856,791,plus
11857,286,plus
11864,12,minus
11865,23,minus
11866,5,minus
11881,118,plus
11887,85,plus
11890,83,plus
11898,30,plus
11900,853,plus
11911,80,plus
11913,1846,plus
11914,125,plus
11919,7,minus
11919,30,plus
11921,1,minus
11924,1,minus
11929,43,plus
11934,123,plus
11937,74,plus
11946,21,plus
11978,15,plus
11986,1,minus
11995,133,plus
12006,13,plus
12007,14,plus
12013,317,plus
12038,225,plus
12049,72,plus
12057,69,plus
12061,106,plus
12074,340,plus
12082,2,minus
12084,74,plus
12100,61,plus
12108,2,minus
12184,13,minus
12201,47,plus
12265,21,plus
12273,101,minus
12379,9,minus
12410,37,plus
12412,1,minus
12413,9,minus
12417,19,minus
12421,9,plus
12432,76,plus
12458,39,plus
12490,14,plus
12498,48,minus
12536,5,plus
12547,9,minus
12579,19,plus
12598,9,plus
12677,11,plus
12685,1,minus
12722,1,plus
12799,5,plus
12810,7,plus
12820,1,plus
12830,1,plus
12841,25,minus
12946,249,minus
12946,8,plus
12953,42,plus
12978,157,minus
12996,19,plus
13123,33,plus
13132,6,plus
13133,114,plus
13141,4,minus
13168,63,minus
13177,116,minus
13216,16,plus
13239,2,minus
13260,21,minus
13284,21,minus
13314,5,plus
13394,4,plus
13428,1,plus
13439,2,plus
13444,5,plus
13452,50,minus
13453,44,minus
13453,7,plus
13481,1,plus
13489,1796,minus
13491,1,plus
13532,2782,minus
13536,127,plus
13561,1,plus
13607,7,plus
13675,24,minus
13887,8,minus
13916,3,plus
13918,2,plus
13996,4,plus
14056,20,minus
14089,6,minus
14184,135,plus
14191,41,minus
14211,1,minus
14238,1,minus
14267,1,minus
14350,15,plus
14459,11,minus
14467,3,minus
14516,133,plus
14532,74,plus
14568,88,plus
14571,4,plus
14579,13,minus
14589,28,minus
14594,5,minus
14597,7,plus
14610,5,minus
14638,64,plus
14639,21,minus
14696,13,plus
14704,250,minus
14716,1,minus
14721,8,minus
14765,113,minus
14767,27,plus
14772,44,plus
14784,156,minus
14841,8,plus
14888,167,minus
14902,1,plus
14903,1090,minus
14938,2,plus
14949,4,plus
14969,4,minus
14982,40,plus
14996,8,minus
15006,1,minus
15016,26,minus
15025,1,plus
15055,3,plus
15063,43,minus
15218,1,minus
15226,11,minus
15400,2,plus
15413,1,plus
15463,95,minus
15612,3,minus
15636,11,plus
15727,20,plus
15801,1,plus
16336,3,plus
16763,7,minus
17263,1,minus
17572,1,plus
17868,18,minus
18020,1,plus
18250,16,minus
18273,5,plus
18278,21,plus
18295,1744,minus
18354,55,minus
18359,18,minus
18373,8,plus
18493,16,minus
18592,228,plus
19240,1,plus
19304,15,minus
19427,7,plus
19432,6,minus
19668,1,plus
19720,83,minus
19878,6,minus
20021,4,plus
20139,2,plus
20313,51,minus
20377,48,plus
20492,1,plus
20493,1,plus
20506,8,minus
20736,15,plus
20757,1,minus
20807,40,plus
20987,1,plus
21008,49,plus
21101,363,plus
21109,64,minus
21111,348,plus
21120,46,plus
21126,317,plus
21285,26,plus
21290,55,plus
21340,91,minus
21463,1,minus
21758,5,minus
21848,33,minus
21858,41,minus
22138,2,minus
22170,7,minus
22183,1,minus
22194,5,minus
22229,9,plus
22402,49,minus
22409,18,minus
22453,28,minus
22482,8,plus
22676,27,minus
22860,15,minus
23168,1,minus
23173,234,minus
23174,1,minus
23228,12,minus
23241,9,plus
23295,3,minus
23324,14,minus
23404,11,minus
23531,1,minus
23590,12,plus
23655,17,plus
23814,1,plus
24002,22,minus
24146,2,plus
24241,6,plus
24436,4,plus
24498,6,minus
24867,7,minus
25054,271,plus
25101,21,plus
25204,23,plus
25338,3,minus
25340,10,minus
25357,20,plus
25365,12,minus
25934,13,minus
27805,3,minus
28198,226,plus
28237,2,minus
28569,1,minus
28810,19,minus
29070,4,plus
29084,3,minus
29134,4,minus
29175,13,plus
29216,23,plus
29300,74,plus
29327,6,minus
29348,2,minus
29411,1,minus
29542,1,minus
29741,48,plus
29754,55,plus
30052,1,plus
30176,5,plus
30231,3,plus
30358,13,minus
30679,2,plus
30688,7,minus
30742,4,minus
30956,190,plus
30985,72,minus
31064,9,minus
31356,68,plus
31381,17,plus
31495,50,plus
31970,17,plus
32124,8,minus
32487,10,plus
32491,2,minus
32865,4,plus
32927,1,minus
32933,2,minus
33086,28,minus
34454,8,plus
34457,11,minus
34486,2,minus
34604,1,plus
34740,47,plus
34745,30,plus
34795,8,plus
34890,5,plus
34898,46,minus
34908,8,plus
35037,48,minus
35106,166,minus
35234,195,plus
35242,97,minus
35335,22,plus
35390,12,plus
35931,1,minus
35975,16,plus
35996,22,minus
36510,3,minus
36704,52,plus
36742,1,plus
36973,9,plus
37162,47,plus
37300,3,minus
37812,5,minus
37863,2,minus
37871,19,plus
38123,1,minus
38359,2,plus
38370,9,plus
38479,52,plus
38500,1,minus
38673,13,minus
38706,3,minus
38830,1,plus
40300,49,minus
40343,7,plus
40429,13,minus
40724,29,plus
40818,25,plus
40899,5,plus
41117,21,plus
41608,1,plus
41812,166,plus
42100,17,minus
42291,8,plus
42336,24,plus
42740,5,minus
42785,7,minus
43003,7,minus
43052,2,plus
43060,8,minus
43240,10,plus
43245,54,minus
43350,18,plus
43396,29,minus
43574,371,minus
43641,350,minus
43644,827,minus
43657,340,minus
43752,10,minus
43766,16,minus
43768,11,minus
43815,2,minus
43817,246,plus
43825,173,minus
43887,25,plus
43899,11,plus
43901,207,minus
43970,13,minus
43979,8,plus
43998,432,plus
44016,1,plus
44029,581,plus
44039,1,plus
44105,704,plus
44106,3,minus
44113,20,minus
44169,4,plus
44170,2281,plus
44178,299,minus
44204,309,plus
44206,172,minus
44245,23,minus
44295,145,minus
44296,54,plus
44314,201,minus
44316,19,plus
44321,8,plus
44324,231,minus
44329,210,minus
44361,1,minus
44361,1,plus
44366,9,plus
44371,62,plus
44374,136,minus
44379,1242,minus
44394,417,minus
44409,684,minus
44412,2,plus
44460,6,plus
44482,3,plus
44484,12,plus
44491,15,minus
44492,62,minus
44545,50,minus
44618,164,plus
44664,22,minus
44684,1,plus
44692,63,minus
44703,34,minus
44705,166,plus
44732,1,plus
44733,137,plus
44734,57,plus
44737,2,minus
44765,13,minus
44790,140,plus
44806,42,minus
44807,1,plus
44820,37,minus
44822,91,plus
44830,13,minus
44946,141,plus
44950,38,minus
44954,10,minus
45008,41,plus
45015,43,plus
45020,50,plus
45022,4,minus
45028,7,minus
45033,4,minus
45063,23,plus
45132,40,minus
45158,1,minus
45193,44,minus
45243,1,plus
45256,163,minus
45258,330,plus
45300,381,minus
45314,524,minus
45350,150,plus
45363,34,minus
45369,2,minus
45379,13,plus
45394,14,plus
45407,83,plus
45409,26,plus
45443,13,plus
45695,12,minus
45874,55,minus
46181,145,minus
46284,1,plus
46314,6,plus
46360,39,plus
46364,6,plus
46374,34,minus
46426,31,plus
46480,67,plus
46510,6,minus
46582,16,plus
46618,3,plus
46629,1,minus
46956,5,minus
47403,8,minus
47709,7,minus
47751,19,minus
47822,16,minus
47972,141,plus
48086,8,plus
48173,241,plus
48296,29,minus
48326,2,minus
48396,7,plus
48439,16,plus
48517,102,plus
48856,4,minus
49176,13,minus
49252,112,plus
52556,146,plus
53321,44,minus
53410,55,plus
53497,33,plus
53581,3,minus
53791,7,minus
54264,31,minus
54580,1,minus
56888,6,minus
57016,80,minus
57346,1,minus
57687,3,minus
57773,7,minus
58034,17,minus
58149,1,plus
58560,2,minus
58639,3,plus
58691,8,minus
59232,16,plus
59771,3,plus
59977,2,plus
61854,4,plus
62138,1,plus
62647,4,plus
63905,1,minus
65077,2,plus
65093,1,plus
66159,4,plus
66489,10,plus
66960,24,plus
67385,2,minus
67513,59,minus
67995,1,minus
68164,19,minus
68302,2,plus
68481,3,minus
69026,2,plus
69701,1,minus
69751,1,minus
70923,13,plus
71189,1,plus
73158,6,plus
73463,1,minus
73765,2,minus
73997,48,plus
75197,13,minus
75404,15,plus
75841,1,minus
75966,2,plus
76163,70,minus
76365,26,minus
76994,6,plus
77734,4,plus
78057,6,minus
78080,30,minus
78451,53,minus
78549,31,plus
78934,2,plus
79913,35,minus
80047,27,minus
80176,2,minus
80198,1,minus
80408,8,minus
80869,2,minus
81125,8,plus
81282,27,plus
81331,55,plus
82872,110,plus
82921,40,plus
83133,1,minus
84440,2,plus
84735,7,plus
85760,2,minus
86847,18,plus
88223,1,plus
89071,12,plus
89130,10,plus
89550,4,minus
89933,1,minus
90021,1,minus
90118,2,plus
90126,8,minus
90131,44,minus
90175,10,minus
90235,5,minus
90350,4,plus
90506,1,minus
90572,271,plus
90664,4,plus
90801,9,plus
90811,2,plus
91300,1,plus
91492,20,minus
91894,4,minus
91900,46,plus
91963,4,minus
92079,115,minus
92089,34,minus
92176,91,minus
92314,3,minus
92524,32,minus
93782,13,minus
94214,23,minus
94381,7,plus
94391,8,plus
94399,66,minus
94401,15,minus
94429,1,plus
94642,1,plus
94836,1,minus
94969,13,plus
95143,2,minus
95400,9,minus
95431,29,plus
95542,26,minus
95687,18,minus
95744,20,minus
95872,69,minus
95894,28,minus
95900,103,plus
95968,55,minus
96001,37,plus
96096,1,minus
96108,3,plus
96215,25,minus
96236,5,minus
96326,19,plus
96373,1,minus
96414,8,minus
