Insertion,Frequency,Orientation
118273,1,plus
118359,1,minus
118361,53,plus
119070,3,plus
120324,135,minus
120818,1,plus
121413,1,plus
121509,1,plus
123310,2,minus
123767,3,plus
124396,26,plus
125569,1,plus
125842,2,plus
128905,5,minus
132991,9,minus
133479,31,plus
133485,71,plus
134340,46,minus
134576,1,plus
134593,1,plus
134757,15,plus
134778,58,plus
135005,18,plus
135126,1,minus
135206,9,plus
135309,144,minus
135855,80,minus
135908,5,plus
136326,1,plus
136396,3,minus
136522,2,minus
136548,3,minus
136848,48,minus
136905,1,minus
136941,1,plus
136957,8,minus
137067,2,minus
137086,37,minus
137449,7,plus
137549,5,minus
137690,26,plus
137705,2,plus
137706,9,minus
137721,61,plus
137927,2,plus
137974,4,minus
138001,5,plus
138044,132,plus
138108,2,plus
138296,1,plus
138560,1,minus
138623,1,plus
138844,1,plus
138988,40,minus
139025,3,minus
139546,1,plus
141463,124,plus
141524,1,minus
141576,7,plus
142147,1,minus
142163,2,minus
142258,104,minus
142328,3,minus
142849,2,minus
143109,21,minus
143244,4,minus
143271,34,minus
144760,1,minus
145106,26,plus
145114,4,minus
145356,13,minus
145375,19,minus
148489,2,minus
148808,3,minus
149784,6,minus
149977,24,minus
150006,1,minus
150086,4,plus
150142,10,minus
150330,13,minus
150428,43,plus
150563,15,minus
151072,4,minus
151179,23,minus
151473,1,minus
151584,44,minus
151827,5,plus
151865,9,plus
151932,1,minus
152097,1,plus
