Insertion,Orientation,Frequency
8657,plus,166
8661,minus,3
8662,minus,1175
8664,minus,18
8665,minus,307
8666,plus,40
8667,plus,5
8680,minus,3
8685,plus,621
8686,plus,241
8691,plus,10
8693,minus,971
8697,plus,44
8699,minus,34
8700,plus,166
8708,minus,36
8717,plus,820
8720,plus,2
8725,plus,4
8726,minus,1
8728,plus,15
8733,plus,10
8738,plus,13
8744,plus,162
8746,minus,43
8754,plus,41
8756,minus,433
8759,plus,22
8762,minus,283
8764,plus,8
8766,minus,92
8767,minus,85
8770,minus,53
8777,plus,150
8778,plus,87
8783,plus,16
8784,plus,12
8785,minus,1470
8786,minus,739
8789,plus,283
8791,minus,1
8792,minus,13
8793,plus,43
8797,minus,89
8802,plus,13
8803,plus,26
8806,minus,149
8807,minus,20
8809,minus,3
8810,plus,2
8811,minus,9
8813,minus,2
8833,plus,2
8840,minus,600
8847,plus,21
8855,minus,211
8859,minus,27
8860,plus,5
8867,minus,3
8868,minus,442
8879,plus,1
8889,plus,2
8895,plus,2
8897,minus,23
8898,plus,1
8901,minus,23
8903,plus,5
8904,plus,7
8908,plus,8
8912,minus,1
8937,minus,20
8938,minus,68
8947,plus,2
8954,minus,4809
8955,minus,47
8956,minus,32
8957,plus,43
8962,plus,6
8969,minus,19
8970,minus,438
8971,plus,46
8974,plus,59
8977,plus,282
8983,plus,1
8984,plus,6733
8989,plus,7
8992,minus,4292
8994,plus,964
8995,plus,134
8999,plus,171
9001,minus,104
9002,minus,5
9005,plus,107
9006,plus,1861
9008,plus,394
9013,minus,189
9014,plus,61
9015,plus,427
9018,plus,350
9024,plus,1125
9025,minus,658
9026,minus,3672
9028,minus,1
9029,plus,47
9033,minus,14
9037,minus,18
9041,plus,207
9048,plus,132
9053,plus,684
9056,minus,273
9056,plus,3530
9057,plus,1
9058,plus,468
9059,minus,160
9059,plus,614
9061,plus,1
9064,minus,33
9064,plus,2649
9066,minus,1014
9066,plus,80
9071,plus,381
9072,minus,64
9075,plus,106
9077,minus,21
9077,plus,1762
9081,minus,41
9084,minus,34
9085,minus,265
9085,plus,26
9088,plus,124
9092,plus,851
9102,plus,3
9106,minus,1
9109,plus,6
9114,plus,9
9115,minus,1
9117,plus,174
9118,plus,29
9124,minus,201
9124,plus,611
9126,minus,2
9126,plus,448
9129,plus,89
9132,minus,12
9134,minus,68
9134,plus,2026
9137,minus,1
9139,plus,503
9142,plus,3
9143,minus,135
9143,plus,3
9144,plus,131040
9147,minus,96
9150,plus,1344
9152,minus,2195
9153,minus,5
9155,plus,2666
9156,plus,36
9157,minus,2
9157,plus,745
9158,minus,92
9163,minus,120
9164,minus,809
9165,minus,51
9168,plus,1950
9169,plus,14
9173,plus,870
9175,minus,709
9178,plus,164
9183,plus,4726
9186,minus,36
9191,minus,962
9192,plus,1
9202,plus,1507
9210,minus,787
9215,plus,14
9216,plus,11
9217,plus,3086
9218,plus,655
9224,minus,41
9225,minus,1
9226,minus,402
9231,plus,1172
9239,minus,151
9240,minus,46
9247,plus,451
9252,plus,647
9261,plus,94
9262,minus,115
9263,plus,320
9264,plus,493
9269,plus,36
9271,plus,59
9277,minus,1
9281,plus,192
9289,plus,1351
9291,minus,6
9291,plus,510
9292,plus,41
9297,minus,27
9297,plus,62
9300,minus,18
9305,minus,1
9306,plus,4
9311,plus,8
9314,minus,4
9318,plus,17
9320,plus,1
9322,plus,825
9327,plus,106
9328,plus,4
9330,minus,157
9330,plus,278
9335,plus,156
9338,minus,3
9339,plus,54
9340,plus,803
9343,minus,3
9347,plus,19
9348,minus,134
9348,plus,122
9349,plus,86
9356,minus,1
9357,minus,22
9359,plus,6
9362,minus,1
9363,minus,4
9365,minus,1
9367,minus,7
9368,plus,3
9370,minus,12
9372,minus,7
9372,plus,31
9379,plus,2
9380,minus,13
9382,plus,387
9386,plus,18
9387,minus,18
9387,plus,17
9390,minus,202
9393,plus,129
9394,minus,16
9396,plus,96
9397,plus,275
9400,plus,12
9404,minus,302
9405,minus,52
9407,plus,181
9408,minus,15
9412,plus,13
9414,minus,1
9415,minus,192
9415,plus,113
9422,minus,182
9423,minus,507
9425,plus,481
9433,minus,572
9440,minus,20
9442,plus,2177
9444,plus,127
9445,minus,52
9445,plus,1
9447,minus,151
9450,minus,7961
9452,minus,514
9452,plus,89
9453,minus,3
9453,plus,3
9460,minus,202
9460,plus,19
9466,minus,55
9468,minus,240
9479,plus,3
9483,minus,2
9484,minus,1985
9484,plus,75
9485,plus,39
9487,minus,271
9489,plus,350
9492,minus,291
9493,minus,198
9497,minus,1130
9500,plus,5
9501,plus,2
9502,minus,516
9509,plus,26
9510,minus,1
9510,plus,4
9514,plus,1
9516,plus,6
9517,minus,442
9517,plus,5
9518,minus,350
9526,plus,3
9528,minus,14
9532,minus,19
9541,minus,461
9544,plus,1
9546,minus,103
9553,minus,62
9564,minus,417
9577,plus,55
9584,minus,492
9590,plus,47
9598,minus,1964
9600,minus,1
9606,minus,17
9623,minus,354
9630,minus,19
9633,plus,81
9635,minus,57
9645,minus,65
9645,plus,43
9648,plus,230
9651,minus,1264
9656,minus,1
9659,plus,1
9666,minus,10
9675,minus,769
9676,minus,443
9677,plus,2
9681,minus,382
9682,minus,75
9682,plus,200
9684,plus,5
9685,minus,14740
9686,minus,1
9689,minus,12036
9689,plus,6
9690,minus,3448
9692,minus,77
9696,minus,1
9696,plus,33
9697,minus,6451
9700,minus,420
9702,plus,56
9703,plus,12
9704,minus,337
9706,plus,27
9708,minus,1
9708,plus,17
9710,minus,13697
9711,minus,619
9714,minus,11
9716,minus,1767
9717,minus,2698
9727,minus,988
9729,minus,37
9729,plus,48
9735,minus,1364
9737,minus,6615
9739,plus,145
9740,plus,7
9742,minus,427
9744,plus,10
9745,plus,30
9746,minus,1296
9747,minus,6816
9748,minus,3988
9752,minus,3606
9753,minus,3261
9754,plus,6
9757,minus,1049
9758,minus,1
9761,plus,146
9763,plus,157
9764,plus,74
9765,plus,117
9769,minus,2151
9769,plus,58
9771,minus,8386
9772,minus,1789
9774,plus,99
9777,minus,12493
9778,minus,2
9779,minus,2541
9779,plus,110
9782,minus,2894
9784,plus,354
9786,minus,1
9786,plus,177
9787,minus,2323
9789,plus,76
9792,minus,97995
9793,minus,1
9794,minus,27973
9795,plus,8
9796,minus,2036
9797,minus,5055
9797,plus,365
9799,plus,17
9801,minus,1222
9804,plus,92
9805,minus,547
9805,plus,4
9806,minus,3352
9807,minus,577
9808,minus,5765
9810,minus,538
9810,plus,128
9811,plus,3398
9812,minus,2
9813,minus,9084
9814,minus,1
9815,plus,193
9816,plus,495
9817,plus,159
9818,minus,7099
9818,plus,15
9819,minus,132867
9820,minus,28
9820,plus,98
9822,plus,172
9823,minus,6512
9824,minus,6730
9825,minus,2226
9825,plus,198
9826,minus,1093
9826,plus,189
9827,plus,5
9828,minus,7769
9829,minus,2813
9830,minus,523
9830,plus,11
9831,plus,17
9833,minus,1000
9834,minus,84
9835,minus,42
9835,plus,8
9838,minus,5074
9840,plus,11
9844,minus,29423
9845,minus,471
9846,minus,1
9848,minus,154
9849,plus,41
9857,minus,2325
9858,minus,4
9862,plus,1568
9867,plus,43
9870,minus,378
9871,plus,9
9872,plus,1
9875,plus,18
9877,plus,54
9880,minus,2
9885,minus,2
9887,plus,3
9889,plus,141
9890,plus,159
9892,plus,87
9894,plus,74
9895,minus,1
9895,plus,1
9897,minus,559
9898,minus,664
9900,plus,1
9902,minus,21
9902,plus,1
9903,minus,41
9905,plus,631
9908,minus,184
9908,plus,44
9910,minus,23
9910,plus,970
9913,minus,5
9916,minus,1
9918,minus,511
9921,plus,11
9925,minus,1
9926,plus,59
9929,plus,1
9934,minus,121
9937,minus,72
9958,plus,334
9959,plus,40
9965,plus,16
9966,minus,190
9968,minus,50
9970,plus,319
9973,minus,1
9977,minus,88
9978,minus,128
9980,plus,5
9981,plus,40
9986,plus,273
9987,plus,135
9988,minus,23
9988,plus,6
9989,minus,7
9992,plus,53
9993,plus,225
9994,minus,68
9994,plus,39
9995,minus,125
9998,plus,23
9999,plus,95
10000,minus,51
10000,plus,171
10001,minus,175
10002,minus,12
10005,plus,4
10006,minus,68
10006,plus,49
10007,plus,187
10008,minus,53
10008,plus,1
10012,minus,14
10012,plus,36
10013,minus,73
10014,minus,159
10015,minus,123
10016,minus,5
10017,plus,203
10018,plus,247
10020,minus,16
10023,plus,4
10024,plus,138
10025,minus,13
10026,minus,222
10031,minus,174
10032,minus,107
10034,plus,48
10036,plus,1
10038,minus,2
10040,plus,158
10042,minus,59
10045,plus,36
10047,plus,65
10048,minus,126
10053,minus,315
10055,plus,14
10056,plus,7
10057,plus,16
10063,minus,571
10064,minus,11
10065,minus,35
10069,minus,6
10071,minus,11
10096,plus,2
10108,plus,4
10112,plus,7
10113,plus,68
10114,plus,6
10116,plus,1
10119,plus,8
10120,minus,291
10121,minus,571
10122,minus,15
10122,plus,1
10124,minus,44
10124,plus,2
10126,minus,157
10128,minus,4
10130,minus,18
10131,minus,111
10132,minus,347
10138,plus,6
10140,minus,116
10142,minus,277
10148,plus,30
10156,minus,418
10160,minus,1
10164,plus,147
10165,minus,48
10169,plus,2
10172,minus,479
10177,minus,528
10178,minus,1
10189,plus,1
10192,plus,2
10195,plus,1
10196,plus,2
10201,plus,36
10202,minus,28
10202,plus,12
10203,plus,37
10209,minus,1
10210,minus,3958
10211,minus,650
10213,plus,51
10219,minus,53
10220,plus,216
10221,minus,195
10228,minus,33
10231,minus,64
10247,minus,14
10248,plus,2
10249,plus,1
10253,minus,34
10254,plus,848
10256,minus,7
10257,minus,128
10259,plus,35
10262,minus,3948
10263,minus,61
10264,plus,3
10267,minus,7
10269,plus,72
10270,minus,41
10270,plus,20
10272,minus,411
10274,plus,27
10277,minus,38
10282,minus,45
10283,minus,25
10285,plus,72
10286,plus,113
10287,plus,49
10288,plus,1
10292,plus,39
10293,minus,28
10294,minus,121
10295,minus,1460
10297,plus,2
10300,minus,1
10305,minus,20
10308,minus,20
10311,plus,51
10312,minus,1
10316,plus,16
10319,minus,570
10324,minus,123
10326,plus,2
10334,minus,22
10340,plus,91
10343,minus,8
10344,plus,34
10345,plus,2
10348,minus,5
10353,minus,101
10354,plus,11
10357,plus,52
10360,minus,3
10362,minus,46
10367,plus,85
10372,minus,191
10372,plus,1
10375,minus,17
10380,plus,803
10385,minus,32
10387,plus,6
10388,minus,186
10390,minus,15
10392,plus,314
10395,minus,2
10400,minus,1051
10402,plus,253
10410,minus,305
10411,plus,13
10414,minus,18
10416,plus,458
10418,minus,27
10419,minus,22
10421,plus,20
10424,plus,39
10427,plus,1
10429,minus,70
10429,plus,29
10434,minus,324
10434,plus,207
10436,minus,8
10442,minus,101
10442,plus,55
10447,plus,5
10450,minus,304
10451,plus,2
10452,plus,28
10460,minus,191
10466,plus,19
10468,minus,7
10468,plus,1
10473,plus,17
10474,minus,803
10476,plus,26
10478,plus,11
10481,minus,4139
10484,plus,1
10485,plus,37
10494,minus,1
10507,plus,3
10508,plus,21
10519,plus,16
10524,minus,15
10535,minus,147
10537,minus,591
10537,plus,1
10540,minus,599
10545,minus,277
10561,plus,42
10566,plus,1
10569,minus,17
10571,plus,61
10574,minus,2
10579,minus,13
10580,plus,1
10584,plus,5
10585,plus,3
10593,minus,3
10600,plus,4
10607,minus,61
10609,minus,11
10620,plus,4
10628,minus,83
10632,plus,15
10638,plus,2
10640,minus,34
10643,minus,11
10648,plus,1
10660,minus,1
10661,plus,35
10666,plus,1
10669,minus,31
10680,plus,21
10682,plus,3
10686,plus,14
10690,minus,1
10693,plus,48
10701,minus,198
10708,minus,68
10711,plus,90
10718,minus,6
10719,plus,28
10721,plus,112
10722,plus,6
10725,minus,1
10726,plus,148
10727,minus,20
10727,plus,1
10731,plus,64
10734,minus,26
10739,minus,13
10744,minus,6
10762,minus,6
10794,plus,1
10800,minus,26
10817,minus,2
10838,plus,150
10843,plus,191
10844,plus,441
10851,minus,244
10852,minus,1
10854,plus,78
10861,plus,148
10862,plus,152
10866,plus,277
10868,plus,575
10869,minus,62
10870,minus,2
10880,minus,1
10882,plus,5
10898,minus,75
10913,plus,8
10916,minus,11
10921,minus,13
10924,plus,3
10926,plus,2
10938,plus,52
10940,minus,5
10941,plus,18
10952,plus,293
10953,minus,3
10960,minus,1
10960,plus,5
10961,minus,28
10962,plus,149
10968,minus,8
10970,minus,166
10979,plus,118
10980,minus,283
10987,minus,313
10987,plus,138
10989,plus,2446
10995,minus,38
10997,minus,457
11008,plus,1
11016,minus,167
11023,plus,351
11030,minus,31
11037,plus,329
11042,plus,628
11045,minus,641
11047,minus,99
11050,minus,18
11057,plus,2721
11062,plus,675
11065,minus,127
11070,plus,886
11072,plus,1567
11078,plus,526
11080,minus,2
11082,plus,35
11083,plus,155
11086,minus,140
11088,plus,7449
11090,minus,57
11094,plus,1
11095,plus,3
11096,minus,697
11101,plus,2
11102,minus,56
11103,minus,198
11103,plus,1307
11109,minus,553
11111,minus,798
11112,plus,225
11117,minus,34
11119,plus,49
11120,minus,28
11125,minus,384
11127,plus,84
11129,minus,10
11134,minus,1
11134,plus,8
11136,plus,303
11139,minus,150
11144,minus,1725
11145,minus,1
11149,minus,2
11150,plus,427
11158,minus,721
11158,plus,3382
11160,plus,1355
11163,minus,40
11166,minus,3804
11168,minus,917
11173,plus,5645
11181,minus,10658
11186,minus,1
11188,minus,68
11188,plus,29
11193,plus,10
11196,minus,384
11196,plus,79
11197,minus,40
11200,plus,174
11205,plus,1136
11206,plus,9
11208,minus,237
11212,plus,12
11213,minus,6356
11213,plus,810
11214,minus,401
11215,minus,1
11221,minus,290
11221,plus,352
11222,minus,4
11229,minus,3
11231,plus,166
11236,plus,50
11241,plus,17
11245,minus,1
11246,plus,83
11251,plus,16
11255,plus,79
11256,plus,2662
11259,minus,27
11260,plus,1
11263,minus,4
11263,plus,38
11264,minus,1
11268,plus,2
11271,minus,4
11273,plus,1064
11274,minus,2
11274,plus,98
11276,minus,11
11279,plus,49
11280,plus,243
11281,minus,164
11282,minus,2
11284,plus,147
11288,minus,1
11293,plus,39
11300,plus,14
11303,plus,18
11310,plus,460
11311,minus,1
11313,minus,1
11315,plus,194
11318,minus,85
11321,plus,169
11323,minus,19
11329,minus,14
11332,plus,347
11340,plus,111
11341,plus,154
11348,minus,60
11386,plus,158
11387,minus,4
11387,plus,97
11389,minus,3
11394,minus,11
11395,minus,44
11400,plus,30
11401,minus,1
11402,plus,6
11421,minus,1
11424,plus,5
11425,plus,3
11430,plus,6
11431,plus,26
11435,plus,49
11437,plus,6
11443,minus,27
11444,plus,5
11445,plus,4
11448,minus,2
11450,plus,1
11452,minus,28
11452,plus,8
11453,minus,40
11458,plus,8
11460,minus,8
11462,plus,2
11463,plus,5
11465,minus,2
11466,plus,2
11468,minus,69
11472,plus,1
11479,plus,52
11491,plus,1
11504,plus,51
11511,minus,5
11511,plus,86
11512,minus,239
11519,minus,39
11519,plus,1
11526,plus,1
11530,plus,4
11545,plus,1
11550,plus,36
11558,minus,3
11558,plus,25
11560,plus,1
11565,plus,4
11571,plus,3
11575,plus,20
11580,plus,40
11584,plus,11
11588,minus,6
11592,minus,32
11597,plus,1
11603,plus,2
11604,plus,267
11605,minus,6
11609,plus,16
11611,minus,7
11612,minus,369
11619,plus,2
11622,minus,126
11627,minus,11
11627,plus,27
11657,plus,42
11658,minus,6
11659,minus,3
11675,plus,57
11682,plus,231
11686,plus,1
11689,minus,41
11690,minus,57
11692,plus,330
11700,minus,11
11710,plus,20
11712,plus,29
11714,plus,444
11715,plus,1
11716,minus,2
11718,plus,9
11730,plus,200
11731,plus,1
11741,plus,548
11766,plus,6
11782,plus,210
11789,plus,35
11790,plus,528
11797,plus,63
11798,minus,324
11807,plus,1078
11808,plus,116
11817,plus,935
11823,plus,65
11824,plus,858
11836,plus,529
11837,plus,1923
11841,plus,3
11842,plus,7141
11844,plus,1
11847,plus,1361
11849,plus,62
11850,minus,19
11850,plus,118
11851,plus,6
11856,plus,611
11857,plus,1294
11865,plus,5
11869,plus,1
11877,plus,47
11881,plus,958
11887,plus,50
11891,plus,29
11898,plus,708
11900,plus,294
11904,plus,6
11908,plus,69
11911,plus,449
11913,plus,6212
11914,plus,168
11919,plus,272
11928,plus,1
11929,plus,135
11930,plus,373
11934,plus,519
11938,minus,1
11956,plus,624
11963,plus,1
11971,plus,29
11978,plus,108
11983,plus,162
11995,plus,190
12002,plus,48
12007,plus,25
12013,plus,51
12020,plus,217
12038,plus,931
12046,minus,4
12051,plus,55
12060,plus,2
12061,plus,1161
12072,plus,107
12074,plus,407
12084,plus,106
12092,minus,2
12100,plus,48
12107,plus,130
12109,plus,104
12129,minus,6
12148,minus,2
12151,plus,2
12157,plus,1
12165,minus,15
12176,plus,9
12184,minus,3
12185,minus,13
12191,minus,40
12193,plus,120
12210,minus,37
12230,minus,9
12231,plus,7
12245,minus,5
12255,plus,1
12265,plus,52
12273,minus,283
12278,minus,62
12379,minus,28
12409,plus,140
12440,minus,48
12451,plus,40
12461,minus,284
12490,plus,56
12504,plus,13
12539,plus,147
12547,minus,4
12555,minus,1
12561,plus,10
12614,plus,13
12664,plus,3
12688,minus,108
12697,minus,17
12712,minus,8
12790,minus,77
12797,minus,1
12833,minus,5
12840,minus,2
12851,minus,29
12853,plus,2
12856,minus,7
12868,plus,5
12892,minus,100
12939,minus,1
12944,minus,23
12946,minus,47
12953,plus,5
12960,plus,1
12961,minus,94
12963,minus,165
12978,minus,64
13009,minus,90
13014,minus,322
13016,plus,63
13024,minus,719
13049,minus,74
13132,plus,579
13133,plus,171
13139,plus,4
13141,minus,3
13146,plus,114
13164,plus,1
13259,minus,9
13318,plus,1
13344,minus,4
13359,plus,1
13396,minus,19
13399,plus,2
13400,minus,25
13438,minus,1
13442,minus,2
13452,minus,77
13453,minus,4
13487,minus,1
13532,minus,235
13543,minus,1
13561,plus,13
13580,minus,1
13585,plus,1
13608,minus,1
13632,minus,1
13716,minus,4
13722,minus,16
13778,minus,15
13789,plus,2
13848,plus,16
13884,plus,123
13887,minus,8
13890,plus,16
13916,plus,1
13924,minus,6
13931,plus,24
13988,minus,5
14022,plus,6
14033,plus,5
14048,plus,15
14056,minus,31
14063,plus,2
14071,minus,9
14184,plus,28
14191,minus,2
14219,minus,6
14230,plus,12
14332,plus,8
14350,plus,5
14409,plus,3
14428,plus,318
14458,plus,3
14512,minus,1
14571,plus,1
14573,plus,94
14579,minus,13
14581,minus,5
14581,plus,407
14583,plus,2
14589,minus,32
14613,minus,13
14625,plus,141
14631,plus,4
14636,plus,249
14655,plus,14
14671,plus,12
14674,minus,1
14691,plus,17
14696,plus,538
14703,plus,121
14704,minus,7
14708,plus,50
14713,plus,43
14721,minus,44
14730,minus,71
14757,plus,59
14772,plus,53
14780,minus,7
14786,plus,74
14799,plus,52
14801,plus,2
14809,minus,4
14809,plus,12
14826,minus,206
14830,plus,34
14836,plus,23
14841,plus,4
14844,minus,1
14851,plus,31
14854,minus,181
14855,minus,278
14857,minus,170
14859,minus,10
14880,plus,28
14888,minus,1
14890,plus,7
14897,plus,11
14902,plus,16
14904,minus,257
14910,minus,47
14928,plus,17
14930,minus,1
14961,plus,8
14969,minus,1
14991,plus,2
14992,plus,1
15016,minus,1
15045,plus,10
15063,minus,1
15095,plus,7
15105,plus,4
15218,minus,117
15219,minus,1
15228,plus,17
15268,minus,119
15559,minus,1
15688,minus,3
16001,plus,4
16112,minus,19
16223,plus,194
16694,plus,2
16912,plus,37
17240,plus,5
17488,plus,139
18270,minus,1
18359,minus,3
18592,plus,1
18603,plus,1078
18641,plus,20
19238,minus,69
19313,minus,11
19422,plus,1
19511,minus,123
19870,plus,1
20363,minus,10
20485,minus,1
20850,plus,1
20914,minus,4
20927,minus,3
20996,minus,1
21072,minus,4
21098,minus,2
21101,plus,339
21109,minus,181
21143,plus,47
21203,minus,1
21213,minus,51
21236,minus,135
21274,plus,2
21290,plus,9
21332,plus,1
21375,plus,44
21546,plus,3
21671,minus,27
21850,plus,1
21991,plus,193
22400,minus,291
22409,minus,1
22488,minus,47
22941,minus,13
23074,plus,9
23083,plus,4
23168,minus,14
23173,minus,1
23185,minus,169
23223,minus,23
23241,plus,106
23316,plus,11
23326,minus,2
23423,minus,23
23515,plus,12
23557,plus,47
23642,plus,16
23698,plus,22
23789,minus,6
23922,plus,32
23930,minus,7
24200,minus,1
24609,plus,3
24876,plus,1
24944,minus,7
25441,plus,17
