Insertion,Orientation,Frequency
5953,plus,33
5954,plus,229
5958,plus,1
5959,plus,155
5962,minus,20
5964,plus,1322
5972,minus,91
5979,plus,13
6026,plus,3
6028,plus,8
6034,minus,14
6036,minus,403
6037,minus,401
6045,plus,111
6052,plus,2
6060,minus,117
6105,minus,3
6165,minus,6
6192,minus,418
6196,minus,239
6214,minus,187
6225,minus,2
6230,minus,54
6236,plus,3
6244,minus,425
6248,plus,102
6256,minus,142
6266,plus,4
6281,minus,1021
6318,minus,5
6321,plus,15
6352,plus,6
6353,plus,7
6416,plus,11
6449,minus,15
6450,minus,1
6462,plus,10
6468,minus,6
6476,plus,5
6505,minus,76
6521,minus,52
6527,minus,33
6551,minus,26
6558,plus,29
6571,minus,42
6609,plus,3
6612,minus,41
6668,minus,290
6734,minus,113
6768,plus,1
6786,minus,139
6806,minus,38
6808,minus,114
6834,minus,61
6860,plus,85
6893,plus,3
6956,plus,108
6964,minus,6
6990,plus,6
7001,plus,1
7013,plus,29
7051,plus,5
7079,minus,19
7110,minus,152
7139,plus,3
7150,minus,2
7151,minus,265
7154,plus,10
7175,minus,3
7180,plus,44
7188,minus,54
7208,plus,37
7252,minus,5
7270,plus,42
7278,minus,4
7285,plus,463
7292,plus,247
7298,minus,1
7300,minus,33
7313,plus,8
7314,plus,4
7315,plus,1
7316,plus,1
7323,plus,1
7325,plus,1
7326,plus,3
7341,minus,60
7358,plus,5
7366,minus,5
7368,minus,2
7396,minus,3
7461,plus,236
7464,minus,252
7469,minus,15
7476,plus,19
7483,plus,30
7484,minus,29
7486,plus,5
7487,plus,16
7488,plus,109
7495,minus,66
7496,minus,539
7505,plus,47
7508,minus,462
7510,plus,1
7513,minus,1
7543,plus,6
7551,minus,203
7574,minus,1
7580,minus,114
7590,minus,194
7625,minus,5
7648,plus,1
7658,plus,12
7662,plus,14
7666,minus,158
7668,plus,2
7672,minus,260
7675,minus,20
7676,minus,10
7682,minus,4
7711,minus,19
7742,plus,10
7744,minus,99
7750,minus,2
7761,plus,19
7777,plus,6
7779,minus,17
7791,minus,26
7808,minus,231
7808,plus,9
7826,minus,3493
7843,plus,28
7851,minus,514
7855,minus,64
7857,plus,4
7861,minus,1
7908,minus,5
7911,plus,13
7913,plus,2
7934,plus,2
7936,minus,112
7943,plus,6
7949,minus,6
7951,minus,122
7953,plus,11
7956,minus,115
7961,minus,27
7977,minus,147
8005,minus,56
8007,plus,2
8024,minus,246
8049,minus,226
8065,plus,76
8070,plus,12
8073,minus,162
8078,minus,771
8079,minus,245
8107,minus,690
8114,minus,139
8132,plus,81
8136,minus,297
8140,minus,123
8150,minus,726
8193,plus,6
8207,minus,1
8226,minus,3
8232,plus,145
8240,minus,10
8246,plus,78
8254,minus,23
8262,minus,3
8267,minus,110
8268,plus,2
8276,minus,66
8311,minus,4
8322,plus,475
8330,minus,315
8341,minus,6
8342,minus,59
8343,minus,10
8352,minus,1
8382,plus,2
8384,plus,12
8394,plus,46
8399,plus,174
8401,minus,20
8402,minus,92
8407,minus,22
8412,minus,312
8419,minus,16
8428,plus,22
8437,plus,483
8438,minus,10
8445,minus,902
8449,minus,10
8450,minus,2
8456,minus,14
8458,plus,18
8466,minus,65
8468,plus,11
8473,plus,2099
8481,minus,1080
8490,minus,2
8500,plus,7
8506,minus,47
8525,plus,1
8533,minus,422
8538,minus,185
8542,plus,304
8547,plus,1687
8549,minus,1
8549,plus,26
8550,minus,11
8555,minus,9
8557,minus,106
8557,plus,15
8559,plus,4
8560,minus,41
8564,plus,30
8570,minus,48
8572,minus,545
8573,minus,2
8593,plus,4444
8607,minus,14
8607,plus,2
8616,minus,27
8618,minus,84
8621,minus,34
8621,plus,810
8629,minus,2653
8642,plus,240
8650,minus,7
8654,plus,357
8655,plus,16
8657,plus,121
8661,minus,1
8662,minus,1171
8664,minus,60
8665,minus,122
8666,plus,109
8685,plus,524
8686,plus,64
8693,minus,667
8697,plus,2
8700,plus,367
8708,minus,12
8717,plus,497
8720,plus,21
8722,minus,23
8725,plus,1
8726,minus,80
8728,plus,11
8733,plus,5
8738,plus,24
8744,plus,167
8746,minus,117
8754,plus,114
8756,minus,200
8759,plus,24
8762,minus,303
8764,plus,3
8766,minus,71
8767,minus,154
8768,minus,13
8770,minus,7
8777,plus,78
8778,plus,67
8783,plus,37
8784,plus,23
8785,minus,1108
8786,minus,155
8789,plus,119
8792,minus,32
8793,plus,9
8797,minus,149
8802,plus,24
8803,plus,13
8806,minus,40
8807,minus,2
8809,minus,109
8810,plus,30
8813,minus,17
8832,plus,3
8833,plus,1
8840,minus,401
8846,minus,1
8847,plus,16
8855,minus,338
8859,minus,34
8860,plus,23
8868,minus,53
8887,minus,1
8889,plus,2
8895,plus,14
8897,minus,21
8901,minus,18
8903,plus,1
8904,plus,4
8906,minus,1
8908,plus,10
8912,minus,27
8937,minus,61
8938,minus,6
8947,plus,3
8954,minus,2204
8955,minus,166
8957,plus,42
8962,plus,4
8970,minus,121
8971,plus,58
8974,plus,10
8977,plus,190
8984,plus,5846
8987,plus,1
8992,minus,1406
8993,plus,62
8994,plus,481
8995,plus,617
8999,plus,109
9001,minus,2
9005,plus,426
9006,plus,1050
9007,plus,133
9008,plus,156
9013,minus,58
9014,plus,1
9015,plus,80
9018,plus,238
9024,plus,20
9025,minus,251
9026,minus,3837
9033,minus,55
9041,plus,42
9048,plus,6
9053,plus,735
9056,minus,336
9056,plus,3426
9058,plus,459
9059,minus,367
9059,plus,419
9064,minus,26
9064,plus,2592
9065,plus,1
9066,minus,791
9066,plus,379
9071,plus,502
9072,minus,86
9075,plus,52
9077,minus,2
9077,plus,2675
9081,minus,18
9085,minus,134
9085,plus,10
9088,plus,78
9092,plus,551
9102,plus,24
9106,minus,7
9109,plus,29
9114,plus,40
9117,plus,713
9118,plus,195
9124,minus,287
9124,plus,83
9126,plus,122
9129,plus,76
9134,minus,3
9134,plus,2806
9139,plus,818
9140,plus,1
9143,minus,73
9143,plus,4
9144,plus,94398
9147,minus,27
9150,plus,1181
9152,minus,1796
9155,plus,1194
9156,plus,4
9157,minus,7
9157,plus,509
9158,minus,19
9163,minus,133
9164,minus,418
9165,minus,135
9167,plus,1
9168,plus,1204
9173,plus,745
9175,minus,467
9178,plus,83
9183,plus,4335
9184,plus,1
9186,minus,145
9191,minus,416
9192,plus,3
9202,plus,1289
9210,minus,413
9217,plus,3245
9218,plus,517
9224,minus,10
9225,minus,5
9226,minus,178
9231,plus,848
9239,minus,171
9242,plus,1
9247,plus,714
9252,plus,532
9253,plus,13
9255,minus,1
9261,plus,11
9263,plus,375
9264,plus,346
9269,plus,38
9271,plus,64
9277,minus,9
9281,plus,98
9289,plus,1200
9291,minus,280
9291,plus,414
9292,plus,98
9297,minus,15
9297,plus,13
9299,minus,10
9300,minus,6
9302,plus,4
9306,plus,7
9314,minus,2
9318,plus,55
9322,plus,614
9327,plus,198
9330,minus,42
9330,plus,265
9335,plus,336
9338,minus,5
9339,plus,3
9340,plus,665
9343,minus,6
9347,plus,20
9348,minus,146
9348,plus,169
9349,plus,193
9356,minus,2
9357,minus,16
9359,plus,3
9367,minus,13
9370,minus,11
9372,minus,2
9372,plus,67
9379,plus,2
9380,minus,33
9382,plus,306
9386,plus,38
9387,minus,44
9387,plus,1
9390,minus,261
9393,plus,203
9394,minus,14
9396,plus,79
9397,plus,52
9400,plus,15
9404,minus,392
9405,minus,48
9407,plus,481
9408,minus,10
9412,plus,51
9415,minus,245
9415,plus,129
9422,minus,293
9423,minus,649
9425,plus,592
9433,minus,802
9440,minus,37
9442,plus,2532
9444,plus,146
9445,minus,45
9447,minus,121
9448,minus,1
9450,minus,7950
9452,minus,492
9452,plus,80
9453,minus,5
9453,plus,10
9455,minus,1
9460,minus,375
9460,plus,28
9466,minus,102
9468,minus,185
9475,plus,2
9479,plus,1
9483,minus,7
9484,minus,1934
9484,plus,9
9485,plus,26
9487,minus,241
9489,plus,208
9492,minus,386
9493,minus,167
9497,minus,1066
9500,plus,2
9501,plus,3
9502,minus,637
9509,plus,64
9510,plus,1
9514,plus,2
9516,plus,2
9517,minus,554
9517,plus,8
9518,minus,447
9526,plus,6
9528,minus,4
9532,minus,144
9541,minus,386
9543,plus,6
9546,minus,17
9551,minus,4
9553,minus,117
9564,minus,531
9576,plus,2
9577,plus,10
9584,minus,605
9590,plus,56
9598,minus,2211
9606,minus,13
9623,minus,281
9630,minus,7
9633,plus,8
9637,plus,13
9645,plus,13
9648,plus,195
9651,minus,1189
9656,minus,43
9659,plus,8
9667,minus,5
9667,plus,18
9675,minus,158
9676,minus,764
9678,plus,1
9681,minus,740
9682,minus,81
9682,plus,200
9685,minus,13269
9689,minus,7478
9690,minus,1855
9692,plus,12
9696,plus,23
9697,minus,5627
9700,minus,423
9702,plus,24
9703,plus,31
9704,minus,390
9706,plus,24
9708,minus,12
9708,plus,5
9710,minus,9262
9711,minus,309
9714,minus,14
9716,minus,1045
9717,minus,1676
9727,minus,801
9729,minus,14
9729,plus,51
9735,minus,1186
9737,minus,5474
9739,plus,75
9740,plus,48
9742,minus,79
9745,plus,15
9746,minus,1287
9747,minus,6156
9748,minus,3163
9752,minus,2485
9753,minus,1201
9754,plus,1
9757,minus,1053
9758,minus,3
9761,plus,40
9763,plus,67
9764,plus,18
9765,plus,87
9769,minus,1612
9771,minus,5691
9772,minus,1436
9773,minus,31
9774,plus,97
9777,minus,8268
9779,minus,1346
9779,plus,124
9782,minus,1670
9784,plus,275
9786,plus,42
9787,minus,1554
9789,plus,145
9792,minus,69513
9793,minus,1
9793,plus,2
9794,minus,20457
9795,plus,5
9796,minus,1602
9797,minus,3682
9797,plus,33
9799,plus,70
9801,minus,585
9804,plus,1
9805,plus,2
9806,minus,1314
9807,minus,79
9808,minus,4816
9810,minus,84
9810,plus,3
9811,plus,2683
9813,minus,7118
9815,plus,504
9816,plus,521
9817,minus,1
9818,minus,5961
9818,plus,4
9819,minus,97083
9820,minus,364
9820,plus,83
9822,plus,66
9823,minus,5681
9824,minus,6248
9825,minus,1365
9825,plus,50
9826,minus,1308
9826,plus,192
9827,plus,14
9828,minus,6222
9829,minus,3286
9830,minus,628
9830,plus,8
9831,plus,29
9833,minus,77
9834,minus,63
9835,plus,1
9837,plus,2
9838,minus,3489
9839,minus,1
9840,plus,2
9844,minus,21666
9845,minus,481
9846,minus,5
9849,plus,34
9857,minus,2172
9862,plus,966
9870,minus,86
9871,plus,1
9872,plus,67
9875,plus,57
9877,plus,15
9885,minus,12
9889,plus,108
9890,plus,118
9894,plus,195
9895,minus,26
9897,minus,361
9898,minus,589
9902,minus,8
9902,plus,46
9903,minus,4
9905,plus,406
9908,minus,159
9908,plus,44
9910,plus,905
9918,minus,355
9926,plus,70
9934,minus,107
9937,minus,144
9958,plus,254
9959,plus,39
9965,plus,1
9966,minus,493
9968,minus,22
9970,plus,371
9973,minus,24
9977,minus,130
9978,minus,65
9980,plus,1
9981,plus,84
9985,minus,10
9986,plus,404
9987,plus,115
9988,minus,61
9988,plus,65
9990,minus,24
9992,plus,49
9993,plus,265
9994,minus,132
9994,plus,144
9995,minus,95
9998,plus,9
9999,plus,186
10000,minus,147
10000,plus,72
10001,minus,177
10002,minus,16
10005,plus,4
10006,minus,143
10006,plus,61
10007,plus,124
10008,minus,13
10008,plus,59
10012,minus,4
10012,plus,33
10013,minus,127
10014,minus,146
10015,minus,123
10017,plus,138
10018,plus,483
10020,minus,33
10023,plus,1
10024,plus,276
10025,minus,37
10026,minus,295
10031,minus,118
10032,minus,46
10034,plus,13
10038,minus,10
10040,plus,109
10042,minus,14
10045,plus,222
10047,plus,23
10048,minus,92
10053,minus,168
10055,minus,5
10055,plus,17
10056,minus,24
10057,plus,17
10063,minus,399
10063,plus,9
10064,minus,1
10065,minus,6
10069,plus,2
10071,minus,1
10108,plus,12
10112,plus,1
10113,plus,191
10119,plus,9
10120,minus,204
10121,minus,620
10122,minus,11
10124,minus,75
10124,plus,1
10126,minus,11
10128,minus,15
10131,minus,517
10132,minus,641
10138,plus,18
10140,minus,46
10142,minus,277
10143,plus,29
10148,plus,13
10156,minus,256
10164,plus,15
10165,minus,34
10169,plus,7
10172,minus,451
10177,minus,128
10189,plus,37
10192,plus,5
10201,plus,26
10202,minus,99
10202,plus,46
10203,plus,18
10209,minus,60
10210,minus,2380
10211,minus,507
10213,plus,20
10218,plus,1
10220,plus,180
10221,minus,193
10222,plus,1
10228,minus,63
10231,minus,45
10247,minus,3
10248,plus,3
10249,plus,9
10253,minus,138
10254,plus,538
10256,minus,20
10259,plus,42
10262,minus,3937
10263,minus,331
10264,plus,35
10267,minus,33
10269,plus,3
10270,minus,63
10270,plus,1
10272,minus,26
10274,plus,21
10275,plus,60
10277,minus,85
10282,minus,9
10284,minus,7
10285,plus,3
10286,plus,15
10287,plus,114
10288,plus,13
10292,plus,145
10293,minus,26
10294,minus,59
10295,minus,544
10297,plus,123
10306,plus,1
10308,minus,1
10310,plus,1
10311,plus,27
10312,minus,1
10314,minus,14
10316,plus,10
10319,minus,364
10324,minus,42
10340,plus,56
10343,minus,89
10344,plus,94
10345,plus,1
10348,minus,25
10353,minus,3
10354,plus,14
10357,plus,52
10360,minus,13
10362,minus,67
10367,plus,137
10372,minus,52
10372,plus,9
10380,plus,584
10385,minus,3
10387,plus,56
10388,minus,119
10392,plus,279
10400,minus,358
10402,plus,239
10410,minus,333
10411,plus,6
10416,plus,328
10418,minus,6
10419,minus,65
10421,plus,20
10424,plus,58
10427,plus,2
10429,minus,35
10429,plus,2
10434,minus,178
10434,plus,226
10442,minus,3
10442,plus,29
10450,minus,290
10451,plus,1
10452,plus,103
10466,plus,15
10468,plus,3
10473,plus,15
10474,minus,1034
10476,plus,4
10481,minus,2871
10484,minus,2
10484,plus,5
10485,plus,1
10494,minus,18
10497,plus,1
10519,plus,40
10522,minus,3
10527,minus,128
10535,minus,139
10537,minus,1
10537,plus,3
10540,minus,6
10545,minus,77
10561,plus,265
10568,minus,1
10569,minus,4
10571,plus,6
10574,minus,38
10579,minus,6
10584,plus,16
10585,plus,2
10593,minus,2
10600,plus,1
10607,minus,33
10609,minus,1
10620,plus,20
10621,minus,13
10628,minus,23
10632,plus,98
10638,plus,1
10640,minus,34
10643,minus,1
10661,plus,35
10665,plus,3
10666,plus,4
10669,minus,30
10671,minus,6
10686,plus,1
10687,plus,2
10693,plus,152
10696,minus,1
10700,plus,1
10701,minus,70
10708,minus,101
10709,plus,15
10711,plus,23
10717,plus,1
10718,minus,5
10721,plus,131
10726,plus,256
10727,minus,2
10727,plus,1
10729,minus,1
10731,plus,15
10734,minus,17
10736,plus,71
10739,minus,10
10754,plus,3
10762,minus,14
10794,plus,7
10800,minus,22
10802,minus,8
10817,minus,1
10833,plus,3
10838,plus,25
10841,minus,4
10843,plus,49
10844,plus,439
10851,minus,206
10861,plus,113
10862,plus,315
10866,plus,360
10868,plus,599
10869,minus,83
10870,minus,3
10880,minus,3
10898,minus,128
10913,plus,8
10916,minus,5
10921,minus,14
10924,plus,22
10938,plus,15
10941,plus,23
10952,plus,391
10953,minus,34
10960,plus,5
10961,minus,2
10962,plus,516
10968,minus,15
10970,minus,349
10973,minus,1
10979,plus,22
10980,minus,314
10987,minus,210
10987,plus,83
10989,plus,2123
10995,minus,104
10997,minus,214
11016,minus,85
11023,plus,59
11030,minus,16
11037,plus,242
11042,plus,382
11045,minus,629
11047,minus,2
11050,minus,8
11057,plus,2519
11062,plus,59
11065,minus,76
11070,plus,491
11072,plus,767
11078,plus,631
11083,plus,449
11086,minus,84
11087,plus,1
11088,plus,5894
11090,minus,8
11094,plus,1
11095,plus,8
11096,minus,525
11101,plus,2
11102,minus,46
11103,minus,96
11103,plus,594
11109,minus,295
11111,minus,727
11112,plus,98
11117,minus,1
11119,plus,16
11120,minus,18
11125,minus,70
11127,plus,47
11134,plus,33
11136,plus,184
11139,minus,213
11144,minus,1387
11149,minus,42
11150,plus,573
11158,minus,1124
11158,plus,1921
11160,plus,707
11163,minus,2
11166,minus,2567
11168,minus,422
11173,plus,5069
11180,minus,1
11180,plus,4
11181,minus,7972
11188,minus,13
11188,plus,1
11193,plus,40
11196,minus,140
11196,plus,105
11197,minus,39
11200,plus,22
11205,plus,921
11206,plus,109
11208,minus,28
11212,plus,38
11213,minus,3862
11213,plus,931
11214,minus,160
11221,minus,558
11221,plus,282
11229,minus,1
11231,plus,237
11236,plus,25
11244,minus,1
11246,plus,98
11251,plus,24
11255,plus,19
11256,plus,2228
11259,minus,69
11263,minus,6
11263,plus,77
11264,minus,3
11273,plus,1089
11274,plus,46
11276,minus,1
11279,plus,74
11280,plus,201
11281,minus,76
11284,plus,195
11293,plus,46
11303,plus,8
11308,plus,83
11310,plus,313
11311,minus,5
11315,plus,114
11318,minus,237
11321,plus,125
11323,minus,30
11329,minus,11
11332,plus,620
11340,plus,87
11341,plus,278
11348,minus,5
11386,plus,154
11387,plus,251
11389,minus,25
11394,minus,15
11395,minus,78
11400,plus,71
11401,minus,2
11402,plus,8
11424,plus,35
11425,plus,1
11430,plus,7
11431,plus,12
11435,plus,78
11437,plus,25
11443,minus,31
11444,plus,9
11445,plus,8
11452,minus,3
11452,plus,14
11453,minus,4
11458,plus,20
11460,minus,14
11463,plus,8
11468,minus,85
11472,plus,8
11476,minus,1
11479,plus,43
11485,plus,1
11493,plus,5
11504,plus,33
11511,plus,113
11512,minus,1
11519,minus,3
11526,plus,1
11545,plus,1
11550,plus,6
11558,minus,63
11558,plus,57
11565,plus,5
11571,plus,6
11575,plus,7
11580,plus,22
11581,minus,5
11584,plus,73
11592,minus,8
11603,plus,6
11604,plus,233
11609,plus,45
11611,minus,6
11612,minus,54
11614,plus,1
11619,plus,1
11622,minus,68
11627,minus,5
11627,plus,8
11632,plus,2
11651,plus,2
11657,plus,15
11675,plus,4
11678,minus,29
11681,plus,1
11682,plus,162
11686,plus,1
11689,minus,8
11691,plus,1
11692,plus,170
11710,plus,20
11714,plus,302
11729,plus,1
11730,plus,518
11731,plus,19
11741,plus,449
11753,plus,22
11761,plus,7
11766,plus,498
11782,plus,7
11789,plus,42
11790,plus,6
11797,plus,39
11798,minus,6
11807,plus,1373
11808,plus,35
11817,plus,681
11823,plus,6
11824,plus,361
11836,plus,616
11837,plus,1863
11842,plus,3839
11847,plus,1496
11849,plus,17
11850,minus,59
11850,plus,22
11851,plus,185
11856,plus,802
11857,plus,1388
11858,plus,1
11859,minus,27
11865,plus,9
11877,plus,48
11880,plus,1
11881,plus,765
11887,plus,7
11891,plus,39
11898,plus,776
11900,plus,99
11904,plus,5
11908,plus,21
11911,plus,482
11913,plus,3831
11914,plus,5
11919,plus,249
11921,minus,1
11929,plus,105
11930,plus,463
11934,plus,767
11956,plus,780
11963,plus,4
11971,plus,4
11978,plus,263
11983,plus,117
11995,plus,214
12002,plus,124
12013,plus,33
12020,plus,297
12038,plus,554
12046,minus,5
12051,plus,67
12057,minus,1
12061,plus,587
12069,minus,2
12072,plus,28
12074,plus,320
12082,minus,1
12084,plus,177
12100,plus,51
12107,plus,14
12109,plus,232
12129,minus,34
12151,plus,16
12159,minus,1
12165,minus,25
12176,plus,16
12187,plus,3
12191,minus,1
12193,plus,56
12210,minus,174
12231,plus,1
12245,minus,2
12265,plus,35
12273,minus,307
12343,minus,3
12379,minus,1
12451,plus,208
12490,plus,21
12504,plus,6
12539,plus,125
12547,minus,127
12555,minus,1
12614,plus,13
12616,minus,1
12664,plus,3
12688,minus,35
12695,minus,1
12697,minus,22
12712,minus,42
12790,minus,116
12851,minus,17
12856,minus,5
12892,minus,54
12916,plus,3
12928,plus,4
12946,minus,36
12961,minus,21
12963,minus,56
13014,minus,72
13024,minus,255
13041,minus,9
13049,minus,51
13132,plus,401
13133,plus,50
13141,minus,8
13146,plus,34
13164,plus,3
13260,minus,1
13344,minus,47
13396,minus,1
13400,minus,28
13438,minus,1
13452,minus,29
13490,plus,1
13532,minus,351
13561,plus,7
13585,plus,7
13608,minus,1
13644,plus,3
13722,minus,2
13789,plus,27
13884,plus,22
13924,minus,2
13931,plus,282
14022,plus,3
14033,plus,1
14063,plus,20
14219,minus,14
14230,plus,13
14332,plus,5
14350,plus,2
14358,minus,1
14428,plus,19
14458,plus,1
14581,minus,1
14581,plus,647
14583,plus,104
14589,minus,45
14613,minus,6
14625,plus,137
14631,plus,4
14636,plus,66
14671,plus,11
14696,plus,560
14703,plus,31
14704,minus,6
14708,plus,86
14712,plus,3
14713,plus,1
14721,minus,29
14730,minus,6
14757,plus,5
14767,plus,11
14772,plus,66
14780,minus,14
14786,plus,85
14799,plus,149
14801,plus,1
14809,plus,1
14826,minus,575
14830,plus,21
14836,plus,4
14851,plus,13
14854,minus,161
14855,minus,429
14857,minus,116
14880,plus,12
14897,plus,19
14902,plus,263
14904,minus,296
14928,plus,4
14946,minus,2
14961,plus,27
14969,minus,1
14990,minus,5
14991,plus,1
15006,minus,1
15008,plus,6
15095,plus,1
15194,plus,1
15218,minus,133
15219,minus,1
15268,minus,28
15338,minus,55
15343,minus,41
15551,plus,1
16223,plus,19
16912,plus,30
17240,plus,50
18240,minus,2
18354,minus,1
18592,plus,4
18603,plus,2262
19238,minus,85
19240,plus,13
19313,minus,2
19511,minus,34
20209,plus,7
20353,minus,1
20485,minus,18
20844,minus,1
20914,minus,6
20927,minus,3
20996,minus,8
21072,minus,6
21098,minus,1
21101,plus,89
21109,minus,290
21126,plus,37
21143,plus,1
21213,minus,34
21236,minus,3
21332,plus,7
21375,plus,24
21546,plus,1
21706,minus,73
21991,plus,2
22296,plus,1
22400,minus,295
22409,minus,2
22453,minus,7
22953,minus,27
23083,plus,5
23168,minus,36
23173,minus,6
23185,minus,63
23241,plus,31
23423,minus,9
23424,minus,1
23515,plus,9
23598,minus,2
23642,plus,52
23922,plus,38
23930,minus,13
24103,minus,18
24944,minus,1
25054,plus,51
25763,minus,11
26182,plus,143
27901,minus,36
28049,plus,28
28758,minus,54
29070,plus,333
29214,plus,18
29229,minus,3
29440,plus,66
29448,minus,3
29524,plus,557
29585,plus,16
29640,minus,58
29741,plus,656
30941,minus,63
30943,minus,34
30952,plus,1
30954,minus,18
30969,minus,93
30985,minus,73
31129,minus,168
31201,minus,41
31540,minus,3
32220,plus,20
32891,plus,3
32927,minus,323
32969,minus,1
34138,minus,6
34692,minus,1
34715,plus,2
34748,minus,16
34810,minus,9
35115,minus,60
35471,plus,5
35896,minus,7
35949,minus,2
35998,plus,8
36106,plus,1
36177,minus,46
36184,plus,2
36319,plus,3
36582,plus,1
36643,plus,12
36683,plus,43
36742,plus,11
36797,plus,1
36956,plus,61
36973,plus,21
37404,plus,3
37729,minus,92
37861,plus,1
38284,minus,1
38500,minus,158
38568,plus,8
38607,plus,10
39143,minus,80
40351,minus,31
40626,minus,1
40846,plus,47
41042,plus,2
41650,minus,14
41842,minus,1
42405,plus,2
42995,plus,3
43245,minus,4
43278,minus,3
43529,minus,357
43574,minus,101
43641,minus,1000
43644,minus,446
43676,minus,62
43677,minus,53
43790,plus,1
43805,plus,12
43814,plus,83
43815,minus,691
43817,plus,155
43826,plus,2
43871,plus,1
43890,minus,2
43914,plus,103
43946,minus,178
43950,minus,110
43951,minus,222
43956,minus,1
44016,plus,2146
44018,minus,2
44039,plus,411
44105,plus,8
44114,minus,3
44120,minus,1
44131,minus,17
44135,minus,17
44153,plus,27
44169,plus,7
44170,plus,4530
44178,minus,919
44227,plus,4
44245,minus,2
44285,minus,14
44298,minus,11
44309,minus,211
44316,plus,1
44321,plus,24
44324,minus,199
44331,minus,2
44332,plus,2
44355,minus,19
44371,plus,274
44374,minus,2
44379,minus,2806
44450,minus,1
44454,minus,17
44465,plus,3
44538,minus,101
44664,plus,45
44669,plus,87
44674,minus,10
44682,minus,134
44684,plus,951
44705,plus,2
44799,plus,5
44806,minus,30
44807,plus,72
44808,minus,185
44822,plus,98
44830,minus,69
44844,minus,33
44845,minus,16
44867,plus,26
44946,plus,32
44954,minus,1
45020,plus,29
45022,minus,1
45022,plus,118
45028,minus,3
45030,plus,11
45043,minus,57
45049,minus,6
45126,plus,320
45168,minus,6
45169,minus,75
45172,plus,104
45207,plus,61
45251,minus,124
45282,minus,1
45300,plus,90
45350,plus,19
45368,minus,29
45369,plus,2
45391,minus,2
45394,plus,132
45431,plus,13
45433,plus,4
45456,plus,1
45594,plus,2
45643,plus,9
45827,minus,16
46271,plus,4
46360,plus,4
46365,plus,32
46502,plus,11
46874,minus,1
47581,minus,2
47743,plus,35
47804,plus,1
47827,minus,4
47916,plus,2
47975,minus,7
48016,plus,1
48035,plus,1
48088,minus,1
48106,minus,40
48168,plus,6
48204,minus,1
48317,plus,2
49183,minus,11
49411,minus,1
50990,plus,1
53520,minus,22
53548,plus,25
53581,minus,6
56848,minus,19
57016,minus,1
57369,minus,1
57720,minus,8
58766,minus,68
58878,plus,1
60424,minus,15
61204,minus,518
61372,plus,3
63434,minus,2
66300,plus,2
66461,plus,15
67513,minus,1
