Insertion,Orientation,Frequency
6319,minus,6
6321,plus,4
6352,plus,11
6353,plus,115
6355,plus,1
6365,plus,3
6416,plus,3
6417,plus,35
6431,minus,2
6450,minus,16
6462,plus,18
6468,minus,21
6469,plus,2
6476,plus,2
6477,minus,1
6485,plus,25
6502,plus,3
6505,minus,75
6506,minus,3
6508,plus,6
6516,minus,7
6521,minus,64
6526,minus,2
6527,minus,8
6541,minus,13
6546,minus,21
6551,minus,83
6553,plus,3
6558,plus,1
6563,plus,5
6566,minus,1
6571,minus,68
6609,plus,3
6612,minus,43
6617,minus,15
6634,minus,25
6635,minus,60
6645,minus,28
6650,minus,5
6660,plus,22
6668,minus,172
6715,minus,7
6734,minus,51
6739,minus,2
6740,minus,3
6773,plus,1
6775,minus,182
6776,minus,122
6786,minus,184
6798,plus,54
6800,plus,55
6803,minus,36
6803,plus,17
6806,minus,235
6808,minus,148
6823,minus,164
6826,plus,5
6831,minus,34
6834,minus,245
6860,plus,58
6893,plus,23
6894,minus,1
6956,plus,292
6964,minus,7
6990,plus,4
7001,plus,13
7008,plus,1
7018,plus,16
7051,plus,1
7069,minus,48
7079,minus,14
7110,plus,2
7135,plus,5
7139,plus,1
7150,minus,3
7151,minus,131
7167,plus,2
7180,plus,55
7188,minus,36
7195,minus,3
7208,plus,24
7216,minus,5
7230,plus,105
7238,minus,6
7243,plus,105
7244,plus,10
7252,minus,58
7264,plus,5
7270,plus,230
7272,plus,107
7278,minus,9
7285,plus,732
7290,plus,12
7292,plus,488
7298,minus,1
7300,minus,81
7302,plus,50
7310,minus,1
7312,plus,1
7313,plus,10
7314,plus,27
7321,minus,1
7322,plus,1
7323,plus,73
7325,plus,7
7326,plus,24
7331,plus,47
7341,minus,23
7350,plus,15
7358,plus,9
7360,plus,8
7361,plus,5
7366,minus,6
7368,minus,11
7376,plus,4
7396,minus,5
7456,plus,11
7461,plus,134
7464,minus,258
7469,minus,19
7472,plus,4
7474,minus,3
7476,plus,15
7480,minus,12
7482,plus,1
7483,plus,10
7484,minus,87
7487,plus,22
7488,plus,113
7490,minus,1
7495,minus,22
7496,minus,401
7500,plus,10
7505,plus,48
7508,minus,404
7510,plus,1
7513,minus,32
7528,plus,4
7534,plus,6
7541,minus,12
7543,plus,7
7551,minus,72
7559,minus,67
7564,minus,111
7574,minus,218
7580,minus,187
7582,plus,12
7590,minus,90
7621,minus,9
7625,minus,16
7629,minus,10
7636,minus,2
7643,plus,6
7648,plus,26
7653,plus,17
7658,plus,19
7661,minus,5
7666,minus,360
7672,minus,389
7675,minus,25
7676,minus,19
7682,minus,6
7687,minus,1
7706,minus,15
7711,minus,5
7742,plus,31
7744,minus,89
7750,minus,14
7761,plus,133
7769,plus,29
7771,plus,4
7773,plus,2
7774,minus,2
7776,plus,3
7777,minus,3
7777,plus,37
7779,minus,45
7781,minus,4
7783,plus,15
7784,minus,1
7790,plus,1
7791,minus,247
7798,minus,3
7798,plus,72
7806,minus,7
7808,minus,255
7808,plus,8
7811,minus,2
7826,minus,4794
7828,minus,1
7837,plus,1
7843,plus,53
7848,plus,21
7851,minus,575
7854,plus,1
7855,minus,51
7860,minus,25
7868,plus,1
7908,minus,2
7911,plus,7
7913,plus,8
7914,minus,18
7916,minus,17
7918,plus,1
7921,minus,2
7934,minus,42
7936,minus,296
7943,plus,21
7948,plus,3
7951,minus,127
7953,plus,23
7956,minus,223
7961,minus,26
7966,minus,26
7969,plus,2
7977,minus,148
7987,minus,5
7997,plus,1
8005,minus,57
8007,plus,2
8013,minus,32
8015,minus,19
8024,minus,226
8030,plus,1
8031,minus,24
8041,plus,8
8049,minus,441
8065,plus,12
8067,minus,30
8070,plus,21
8071,plus,2
8073,minus,96
8075,minus,35
8078,minus,545
8079,minus,222
8102,minus,31
8106,minus,2
8107,minus,911
8113,minus,40
8114,minus,99
8132,plus,27
8136,minus,306
8140,minus,838
8144,minus,25
8150,minus,1240
8193,plus,123
8199,plus,2
8226,minus,4
8232,plus,40
8240,minus,41
8246,plus,119
8254,minus,5
8262,minus,59
8267,minus,109
8267,plus,1
8268,plus,157
8276,minus,53
8289,plus,6
8303,plus,51
8311,minus,8
8322,plus,1118
8330,minus,903
8331,minus,7
8333,plus,3
8336,minus,7
8341,minus,66
8342,minus,70
8343,minus,19
8348,plus,1
8352,minus,1
8363,minus,2
8376,minus,8
8382,plus,11
8384,plus,44
8390,minus,1
8391,minus,2
8394,plus,179
8399,plus,78
8401,minus,63
8402,minus,304
8404,plus,1
8407,minus,207
8412,minus,267
8419,minus,40
8421,minus,3
8428,plus,13
8429,plus,2
8437,plus,159
8438,minus,8
8441,minus,30
8445,minus,365
8449,minus,10
8450,minus,14
8452,plus,3
8454,minus,14
8455,minus,1
8456,minus,30
8458,plus,151
8466,minus,208
8468,plus,150
8471,plus,1
8473,plus,2957
8481,minus,1811
8482,plus,5
8487,plus,6
8495,minus,1
8498,plus,123
8506,minus,86
8515,plus,2
8520,plus,5
8525,plus,90
8527,plus,231
8533,minus,505
8535,minus,2
8538,minus,143
8542,plus,339
8544,minus,2
8547,plus,1703
8549,minus,21
8549,plus,656
8550,minus,34
8551,plus,2
8555,minus,11
8557,minus,420
8557,plus,114
8559,plus,78
8560,minus,52
8562,minus,13
8562,plus,46
8564,plus,272
8565,minus,32
8570,minus,70
8572,minus,517
8582,minus,9
8592,plus,1
8593,plus,4780
8601,minus,11
8607,minus,90
8607,plus,8
8608,plus,4
8616,minus,96
8617,plus,17
8618,minus,38
8620,minus,14
8621,minus,117
8621,plus,879
8622,plus,4
8625,minus,80
8629,minus,2749
8642,plus,158
8644,plus,27
8648,plus,17
8650,minus,31
8653,plus,17
8654,plus,693
8655,plus,71
8657,plus,139
8658,minus,2
8661,minus,11
8662,minus,949
8663,minus,2
8664,minus,3
8665,minus,157
8665,plus,9
8666,plus,48
8667,plus,2
8673,minus,6
8675,minus,9
8680,minus,3
8684,plus,1
8685,plus,527
8686,plus,111
8691,plus,28
8693,minus,857
8697,plus,23
8699,minus,34
8700,plus,225
8708,minus,30
8715,plus,14
8717,minus,3
8717,plus,249
8718,minus,2
8718,plus,1
8720,plus,21
8722,minus,4
8723,minus,4
8725,plus,4
8726,minus,14
8728,plus,27
8736,minus,5
8738,plus,26
8739,minus,21
8741,minus,5
8744,plus,87
8746,minus,223
8749,plus,6
8754,plus,83
8756,minus,203
8757,minus,47
8758,plus,1
8759,plus,18
8762,minus,163
8764,plus,6
8766,minus,119
8767,minus,137
8768,minus,2
8770,minus,41
8772,minus,4
8777,plus,113
8778,plus,65
8783,plus,12
8784,plus,8
8785,minus,938
8786,minus,298
8789,plus,93
8791,minus,1
8792,minus,51
8793,plus,20
8797,minus,182
8801,minus,26
8802,plus,6
8803,plus,15
8806,minus,133
8807,minus,5
8809,minus,24
8810,plus,11
8811,minus,1
8812,plus,2
8813,minus,48
8817,plus,1
8818,minus,46
8825,minus,70
8826,minus,1
8832,plus,15
8833,plus,10
8840,minus,482
8846,minus,31
8847,plus,23
8855,minus,169
8859,minus,39
8860,plus,12
8861,minus,10
8867,minus,99
8868,minus,440
8879,plus,1
8887,minus,8
8889,plus,1
8893,plus,3
8895,plus,3
8897,minus,2
8898,plus,3
8901,minus,28
8903,minus,10
8903,plus,3
8904,plus,9
8906,minus,29
8908,plus,6
8912,minus,4
8937,minus,7
8938,minus,25
8947,plus,29
8952,plus,5
8954,minus,3468
8955,minus,38
8956,minus,79
8956,plus,11
8957,plus,23
8960,minus,35
8962,plus,12
8964,minus,61
8965,minus,1
8969,minus,33
8970,minus,251
8971,plus,104
8974,plus,124
8976,plus,5
8977,plus,536
8979,minus,248
8982,minus,1
8982,plus,79
8984,plus,5373
8985,minus,1
8987,plus,2
8989,plus,31
8990,minus,31
8992,minus,1790
8993,plus,218
8994,plus,615
8995,plus,245
8997,minus,8
8999,plus,69
9001,minus,28
9002,minus,105
9005,plus,40
9006,plus,997
9007,plus,226
9008,minus,37
9008,plus,182
9013,minus,1246
9014,plus,222
9015,plus,425
9017,plus,66
9018,plus,704
9023,plus,18
9024,minus,31
9024,plus,166
9025,minus,463
9026,minus,1860
9029,plus,67
9031,minus,7
9033,minus,46
9033,plus,71
9037,minus,52
9038,plus,154
9041,minus,9
9041,plus,75
9046,plus,3
9048,plus,220
9051,plus,123
9053,plus,291
9056,minus,363
9056,plus,3198
9057,plus,38
9058,plus,1498
9059,minus,229
9059,plus,2184
9061,minus,13
9061,plus,15
9064,minus,32
9064,plus,6983
9066,minus,883
9066,plus,154
9067,plus,51
9071,plus,390
9072,minus,115
9074,minus,7
9075,minus,2
9075,plus,177
9076,plus,317
9077,minus,2
9077,plus,2846
9079,minus,3
9080,minus,93
9081,minus,2
9084,minus,5
9085,minus,285
9085,plus,311
9087,plus,9
9088,plus,194
9092,plus,754
9098,plus,5
9100,minus,13
9102,plus,78
9106,minus,20
9106,plus,1
9109,plus,246
9110,minus,10
9114,minus,23
9114,plus,262
9115,minus,13
9116,minus,49
9116,plus,4
9117,minus,10
9117,plus,452
9118,plus,319
9121,plus,142
9124,minus,341
9124,plus,421
9126,plus,228
9129,plus,702
9131,minus,1
9132,minus,57
9134,minus,49
9134,plus,1836
9137,minus,14
9138,plus,1
9139,plus,1108
9140,plus,98
9142,minus,9
9142,plus,2
9143,minus,82
9143,plus,3
9144,plus,98346
9147,minus,51
9150,plus,1782
9152,minus,1869
9153,minus,1
9155,plus,2794
9156,plus,141
9157,minus,21
9157,plus,913
9158,minus,119
9163,minus,267
9164,minus,518
9165,minus,38
9168,plus,1658
9169,plus,261
9173,plus,785
9175,minus,675
9178,plus,116
9179,plus,39
9183,plus,4970
9186,minus,3
9191,minus,934
9192,plus,46
9202,plus,1326
9203,plus,3
9210,minus,361
9215,plus,32
9216,plus,12
9217,plus,2864
9218,plus,969
9221,minus,37
9223,minus,28
9224,minus,9
9225,minus,384
9226,minus,359
9228,minus,2
9231,plus,1101
9232,plus,8
9234,plus,12
9239,minus,214
9240,minus,1
9242,plus,76
9247,plus,351
9252,plus,512
9253,plus,4
9255,minus,170
9257,plus,12
9261,plus,71
9263,plus,359
9264,plus,426
9269,plus,207
9270,plus,62
9271,plus,125
9274,plus,1
9277,minus,5
9278,minus,1
9279,minus,21
9281,plus,74
9289,plus,1200
9291,minus,10
9291,plus,500
9292,plus,233
9297,minus,27
9297,plus,51
9299,minus,7
9300,minus,11
9305,minus,11
9306,plus,33
9311,plus,28
9314,minus,3
9318,plus,9
9320,plus,2
9322,plus,619
9327,plus,102
9328,plus,10
9330,minus,132
9330,plus,211
9335,plus,221
9338,minus,4
9339,plus,38
9340,plus,749
9343,minus,3
9347,plus,7
9348,minus,130
9348,plus,115
9349,plus,93
9357,minus,31
9359,plus,6
9362,plus,10
9365,minus,1
9366,minus,1
9367,minus,10
9368,plus,34
9370,minus,4
9372,minus,3
9372,plus,75
9375,minus,1
9378,plus,3
9379,plus,11
9380,minus,20
9382,plus,191
9386,minus,3
9386,plus,50
9387,minus,18
9387,plus,8
9390,minus,166
9390,plus,1
9393,plus,133
9394,minus,31
9396,plus,69
9397,plus,80
9398,plus,3
9400,plus,17
9404,minus,222
9405,minus,46
9407,plus,274
9408,minus,15
9412,minus,1
9412,plus,16
9414,minus,7
9415,minus,269
9415,plus,177
9422,minus,178
9423,minus,501
9425,plus,647
9433,minus,560
9437,plus,1
9440,minus,46
9442,plus,2286
9444,plus,81
9445,minus,90
9447,minus,57
9447,plus,1
9450,minus,7141
9452,minus,392
9452,plus,78
9453,minus,1
9453,plus,6
9455,minus,2
9458,minus,5
9458,plus,3
9460,minus,294
9460,plus,26
9466,minus,69
9468,minus,248
9475,plus,6
9476,plus,10
9478,minus,11
9479,plus,9
9483,minus,51
9484,minus,1938
9484,plus,26
9485,plus,23
9487,minus,245
9489,plus,136
9492,minus,406
9493,minus,194
9497,minus,1020
9498,minus,10
9499,minus,1
9500,plus,9
9501,plus,4
9502,minus,512
9503,minus,1
9508,minus,1
9509,minus,7
9509,plus,41
9510,minus,10
9510,plus,5
9517,minus,562
9517,plus,13
9518,minus,292
9520,plus,1
9524,plus,2
9525,minus,1
9526,plus,8
9528,minus,35
9532,minus,23
9533,plus,1
9534,minus,1
9540,minus,2
9541,minus,323
9544,plus,1
9546,minus,71
9551,minus,23
9553,minus,96
9557,minus,1
9564,minus,365
9567,minus,31
9572,minus,25
9574,minus,4
9576,plus,1
9577,plus,27
9584,minus,473
9586,minus,14
9587,plus,1
9589,minus,25
9590,plus,17
9593,minus,3
9596,minus,19
9598,minus,2252
9599,minus,1
9600,minus,23
9605,minus,85
9606,minus,30
9616,minus,4
9622,plus,14
9623,minus,621
9630,minus,75
9633,plus,4
9635,minus,94
9637,plus,18
9642,minus,7
9644,minus,6
9644,plus,1
9645,minus,254
9645,plus,17
9648,plus,87
9651,minus,2103
9654,minus,1
9656,minus,186
9659,plus,30
9663,minus,7
9666,minus,79
9667,minus,33
9667,plus,5
9671,minus,51
9675,minus,879
9676,minus,553
9677,plus,10
9681,minus,377
9682,minus,209
9682,plus,72
9684,plus,26
9685,minus,12811
9686,minus,37
9688,plus,3
9689,minus,9445
9689,plus,3
9690,minus,3068
9691,minus,71
9692,minus,91
9692,plus,2
9695,minus,1
9696,plus,84
9697,minus,5223
9698,minus,90
9700,minus,313
9702,plus,34
9703,plus,29
9704,minus,578
9706,plus,42
9708,minus,36
9708,plus,18
9709,minus,2
9710,minus,11692
9711,minus,925
9711,plus,36
9712,minus,116
9714,minus,173
9716,minus,1764
9717,minus,2166
9718,minus,1
9727,minus,1071
9729,minus,37
9729,plus,109
9733,minus,24
9735,minus,1273
9737,minus,5540
9739,plus,108
9740,plus,21
9742,minus,602
9743,plus,1
9744,plus,4
9745,plus,23
9746,minus,1485
9747,minus,8460
9748,minus,5848
9749,minus,1
9752,minus,4436
9753,minus,4240
9754,plus,15
9755,plus,2
9757,minus,1570
9758,minus,1
9761,plus,280
9763,minus,518
9763,plus,237
9764,plus,167
9765,plus,83
9769,minus,3690
9769,plus,3
9771,minus,8897
9772,minus,1687
9772,plus,5
9773,minus,277
9774,plus,23
9777,minus,10689
9779,minus,2666
9779,plus,115
9782,minus,1406
9784,plus,810
9786,plus,69
9787,minus,2516
9789,plus,69
9792,minus,91807
9794,minus,20618
9795,plus,36
9796,minus,1778
9797,minus,6264
9797,plus,349
9798,plus,52
9799,plus,250
9801,minus,1164
9803,minus,134
9803,plus,1
9804,plus,61
9805,minus,396
9805,plus,55
9806,minus,4427
9807,minus,1421
9808,minus,6053
9810,minus,490
9810,plus,18
9811,plus,3636
9812,minus,557
9813,minus,15254
9814,minus,1
9815,minus,126
9815,plus,244
9816,minus,1
9816,plus,319
9817,minus,2
9817,plus,6
9818,minus,9975
9818,plus,86
9819,minus,150458
9820,minus,185
9820,plus,235
9822,plus,206
9823,minus,7324
9824,minus,12443
9825,minus,2640
9825,plus,269
9826,minus,1629
9826,plus,316
9827,plus,21
9828,minus,11858
9829,minus,3494
9830,minus,2461
9830,plus,58
9831,plus,12
9833,minus,2238
9834,minus,1226
9835,minus,133
9837,plus,15
9838,minus,6929
9838,plus,33
9839,minus,13
9840,plus,9
9844,minus,23431
9844,plus,24
9845,minus,496
9846,minus,419
9848,minus,583
9849,plus,303
9857,minus,5784
9858,minus,1
9861,plus,76
9862,plus,843
9867,plus,34
9870,minus,1387
9871,plus,39
9875,plus,40
9877,plus,162
9880,minus,3
9885,minus,40
9887,plus,6
9889,plus,246
9890,plus,445
9892,plus,90
9894,plus,50
9895,minus,15
9895,plus,67
9897,minus,495
9898,minus,532
9900,minus,59
9900,plus,13
9902,minus,20
9902,plus,37
9903,minus,23
9905,plus,551
9908,minus,173
9908,plus,110
9910,minus,19
9910,plus,1222
9913,minus,4
9916,minus,125
9918,minus,612
9922,plus,1
9926,plus,345
9929,minus,1
9929,plus,70
9934,minus,482
9934,plus,25
9935,minus,1
9937,minus,253
9947,plus,24
9958,plus,257
9959,minus,1
9959,plus,80
9965,plus,62
9966,minus,835
9966,plus,5
9967,minus,3
9968,minus,7
9969,plus,1
9970,plus,236
9973,minus,29
9977,minus,229
9978,minus,254
9979,plus,5
9980,plus,43
9981,plus,19
9982,plus,1
9985,minus,1
9986,plus,132
9987,plus,169
9988,minus,185
9988,plus,6
9989,minus,17
9990,minus,3
9992,plus,139
9993,plus,204
9994,minus,60
9994,plus,157
9995,minus,155
9998,plus,40
9999,plus,335
10000,minus,142
10000,plus,81
10001,minus,125
10002,minus,30
10004,plus,1
10005,plus,70
10006,minus,152
10006,plus,72
10007,plus,147
10008,minus,78
10008,plus,23
10012,minus,8
10012,plus,149
10013,minus,128
10013,plus,1
10014,minus,91
10015,minus,127
10016,minus,34
10017,plus,165
10018,plus,458
10020,minus,30
10021,minus,4
10023,plus,10
10024,plus,212
10025,minus,7
10025,plus,10
10026,minus,287
10031,minus,83
10032,minus,86
10033,minus,2
10034,plus,92
10035,plus,2
10036,plus,16
10038,minus,2
10038,plus,2
10039,plus,9
10040,plus,157
10042,minus,136
10043,minus,6
10045,plus,54
10047,minus,6
10047,plus,16
10048,minus,235
10048,plus,4
10049,plus,3
10050,plus,1
10053,minus,177
10055,minus,3
10055,plus,95
10056,minus,19
10056,plus,40
10057,plus,19
10061,plus,3
10063,minus,406
10063,plus,6
10065,minus,13
10069,minus,33
10069,plus,6
10071,minus,18
10085,plus,1
10096,plus,1
10102,plus,39
10104,minus,15
10108,plus,6
10112,plus,6
10113,plus,54
10114,plus,6
10116,plus,1
10119,plus,5
10120,minus,399
10121,minus,617
10122,minus,27
10122,plus,2
10124,minus,78
10124,plus,2
10126,minus,101
10127,minus,9
10128,minus,22
10130,minus,6
10131,minus,208
10132,minus,370
10134,plus,1
10138,plus,3
10140,minus,33
10142,minus,237
10143,plus,24
10146,minus,42
10148,plus,37
10152,plus,3
10156,minus,375
10157,plus,8
10158,plus,8
10160,minus,56
10164,plus,12
10165,minus,46
10169,plus,75
10172,minus,340
10177,minus,351
10178,minus,2
10189,plus,33
10192,plus,1
10194,plus,2
10195,plus,1
10199,minus,79
10201,plus,65
10202,minus,160
10202,plus,150
10203,minus,31
10203,plus,30
10209,minus,95
10210,minus,1824
10211,minus,787
10213,plus,80
10220,plus,53
10221,minus,503
10222,minus,2
10226,minus,10
10228,minus,21
10231,minus,5
10236,minus,1
10247,minus,23
10248,plus,2
10249,plus,4
10253,minus,18
10254,plus,586
10255,plus,15
10256,minus,11
10257,minus,2
10257,plus,2
10259,plus,38
10262,minus,3076
10263,minus,131
10264,plus,29
10267,minus,80
10269,plus,51
10270,minus,56
10270,plus,13
10272,minus,74
10274,plus,36
10275,plus,26
10277,minus,92
10282,minus,123
10283,minus,252
10284,minus,46
10285,plus,13
10286,plus,96
10287,plus,181
10292,plus,82
10293,minus,47
10294,minus,136
10295,minus,1135
10296,minus,8
10297,plus,7
10300,minus,6
10305,minus,20
10306,plus,6
10308,minus,19
10309,minus,2
10311,plus,26
10314,minus,8
10316,plus,39
10319,minus,530
10321,plus,9
10324,minus,578
10326,plus,7
10334,minus,2
10340,plus,27
10343,minus,65
10344,plus,53
10345,plus,14
10346,plus,7
10348,minus,81
10353,minus,37
10354,plus,22
10357,plus,100
10362,minus,120
10363,plus,62
10365,minus,20
10366,plus,1
10367,minus,3
10367,plus,278
10371,minus,3
10372,minus,95
10372,plus,79
10375,minus,23
10377,plus,8
10380,plus,656
10382,plus,3
10385,minus,48
10387,plus,35
10388,minus,141
10392,plus,165
10400,minus,930
10402,plus,580
10406,plus,11
10410,minus,184
10411,plus,7
10416,plus,408
10419,minus,55
10421,plus,60
10422,minus,12
10424,minus,59
10424,plus,40
10429,minus,442
10429,plus,5
10432,minus,15
10434,minus,428
10434,plus,175
10436,plus,4
10442,minus,151
10442,plus,43
10443,minus,2
10444,minus,102
10447,plus,12
10450,minus,197
10451,plus,7
10452,plus,13
10460,minus,108
10466,plus,14
10471,minus,43
10473,plus,65
10474,minus,1002
10478,plus,1
10481,minus,2004
10482,plus,6
10484,minus,21
10485,plus,61
10487,plus,1
10493,minus,10
10495,minus,2
10497,plus,2
10505,minus,4
10508,minus,22
10519,plus,2
10532,minus,1
10534,minus,14
10535,minus,83
10537,minus,117
10537,plus,3
10540,minus,38
10544,plus,2
10545,minus,258
10561,plus,69
10566,plus,2
10569,minus,7
10571,plus,81
10574,minus,1
10579,minus,24
10581,minus,4
10584,plus,8
10585,plus,1
10586,minus,1
10587,plus,1
10589,plus,2
10591,minus,2
10593,minus,30
10596,minus,2
10597,minus,5
10600,plus,3
10602,minus,1
10607,minus,134
10609,minus,3
10620,plus,103
10621,minus,16
10628,minus,45
10632,plus,28
10640,minus,34
10643,minus,19
10655,minus,5
10656,minus,8
10660,minus,2
10661,plus,4
10663,plus,106
10665,plus,11
10666,plus,1
10669,minus,90
10673,minus,2
10680,plus,1
10682,plus,1
10690,minus,142
10691,minus,1
10693,plus,138
10695,minus,1
10696,minus,23
10701,minus,68
10708,minus,21
10709,plus,3
10710,minus,1
10711,plus,83
10713,minus,17
10717,plus,12
10718,minus,34
10721,plus,52
10722,plus,5
10725,minus,17
10726,plus,108
10727,minus,14
10729,minus,28
10730,minus,5
10734,minus,32
10735,minus,1
10739,minus,15
10745,minus,2
10748,minus,17
10753,minus,2
10754,plus,91
10762,minus,28
10786,plus,1
10792,plus,5
10794,plus,42
10800,minus,15
10802,minus,12
10807,minus,4
10809,plus,2
10817,minus,4
10823,plus,3
10838,plus,1
10841,minus,15
10843,plus,169
10844,plus,477
10848,minus,9
10850,plus,15
10851,minus,191
10852,minus,3
10854,plus,13
10856,plus,62
10857,minus,3
10860,plus,1
10861,plus,382
10862,plus,155
10866,plus,475
10868,plus,396
10869,minus,66
10870,minus,2
10880,minus,7
10882,plus,2
10890,plus,3
10898,minus,76
10903,minus,1
10913,plus,3
10914,minus,9
10916,minus,10
10921,minus,24
10922,minus,6
10924,plus,3
10926,plus,8
10934,minus,7
10938,plus,21
10939,plus,18
10940,minus,1
10941,plus,18
10951,plus,1
10952,plus,302
10953,minus,15
10955,plus,1
10958,minus,4
10960,minus,1
10960,plus,43
10961,minus,26
10962,plus,71
10963,minus,3
10967,minus,2
10968,minus,48
10970,minus,368
10972,plus,11
10979,plus,177
10980,minus,208
10987,minus,397
10987,plus,112
10988,plus,2
10989,plus,2585
10995,minus,153
10997,minus,610
11003,minus,3
11007,plus,120
11008,plus,75
