Insertion,Frequency,Orientation
8754,40,plus
8756,140,minus
8762,51,minus
8766,17,minus
8767,18,minus
8770,9,minus
8777,44,plus
8778,16,plus
8783,21,plus
8784,5,plus
8785,292,minus
8786,187,minus
8789,40,plus
8792,6,minus
8793,3,plus
8797,78,minus
8803,6,plus
8806,23,minus
8807,8,minus
8810,5,plus
8840,61,minus
8847,24,plus
8855,87,minus
8859,1,minus
8860,2,plus
8868,114,minus
8889,1,plus
8897,11,minus
8901,17,minus
8903,1,plus
8904,1,plus
8908,3,plus
8954,1348,minus
8956,3,plus
8957,11,plus
8962,7,plus
8970,879,minus
8971,1,minus
8971,10,plus
8974,5,plus
8977,79,plus
8979,5,minus
8983,1,plus
8984,2531,plus
8987,2,plus
8992,963,minus
8993,1,plus
8994,395,plus
8995,5,plus
9001,190,minus
9002,163,minus
9005,6,plus
9006,1048,plus
9007,1,plus
9008,275,plus
9013,33,minus
9014,2,plus
9015,71,plus
9018,120,plus
9024,280,plus
9025,89,minus
9026,1230,minus
9033,2,minus
9041,1,plus
9048,39,plus
9053,73,plus
9056,91,minus
9056,1216,plus
9058,48,plus
9059,23,minus
9059,105,plus
9064,3,minus
9064,449,plus
9066,294,minus
9067,1,plus
9070,1,plus
9071,39,plus
9072,43,minus
9075,118,plus
9077,8,minus
9077,364,plus
9080,1,minus
9084,55,minus
9085,1,minus
9088,20,plus
9092,181,plus
9102,1,plus
9114,9,plus
9117,351,plus
9118,22,plus
9124,118,minus
9124,37,plus
9126,58,plus
9134,4,minus
9134,583,plus
9139,15,plus
9140,2,plus
9142,2,plus
9143,6,minus
9143,1,plus
9144,37692,plus
9147,21,minus
9150,862,plus
9152,397,minus
9155,810,plus
9156,40,plus
9157,439,plus
9158,6,minus
9163,6,minus
9164,239,minus
9168,386,plus
9173,76,plus
9175,601,minus
9178,30,plus
9183,1109,plus
9186,1,minus
9191,332,minus
9192,11,plus
9202,296,plus
9210,65,minus
9215,1,plus
9217,570,plus
9218,259,plus
9226,253,minus
9231,97,plus
9239,18,minus
9242,128,plus
9247,134,plus
9252,198,plus
9261,1,plus
9263,177,plus
9264,271,plus
9269,21,plus
9270,1,plus
9271,51,plus
9277,1,minus
9281,67,plus
9289,339,plus
9291,4,minus
9291,135,plus
9292,18,plus
9297,1,minus
9297,2,plus
9300,27,minus
9302,5,plus
9305,1,minus
9306,1,plus
9318,1,plus
9322,215,plus
9327,28,plus
9330,13,minus
9330,39,plus
9335,50,plus
9339,32,plus
9340,295,plus
9347,17,plus
9348,37,minus
9348,18,plus
9349,21,plus
9357,7,minus
9359,4,plus
9367,3,minus
9370,3,minus
9372,1,minus
9372,27,plus
9379,3,plus
9380,4,minus
9382,93,plus
9386,20,plus
9387,12,minus
9387,1,plus
9390,64,minus
9393,43,plus
9394,2,minus
9396,5,plus
9397,13,plus
9400,1,plus
9404,101,minus
9405,25,minus
9407,171,plus
9408,8,minus
9412,3,plus
9415,55,minus
9415,22,plus
9422,86,minus
9423,135,minus
9425,189,plus
9433,206,minus
9440,20,minus
9442,1107,plus
9444,33,plus
9445,17,minus
9447,18,minus
9450,2336,minus
9452,99,minus
9452,15,plus
9453,5,plus
9460,81,minus
9460,5,plus
9466,16,minus
9468,70,minus
9475,1,plus
9483,1,minus
9484,634,minus
9484,1,plus
9485,1,minus
9485,38,plus
9487,104,minus
9489,39,plus
9492,104,minus
9493,63,minus
9497,340,minus
9501,8,plus
9502,185,minus
9503,1,minus
9509,10,plus
9510,1,plus
9517,177,minus
9517,1,plus
9518,60,minus
9528,1,minus
9532,2,minus
9533,1,plus
9541,67,minus
9546,17,minus
9553,56,minus
9564,234,minus
9576,2,plus
9577,15,plus
9584,99,minus
9590,42,plus
9598,358,minus
9623,198,minus
9633,6,plus
9645,19,minus
9645,2,plus
9648,96,plus
9651,357,minus
9656,54,minus
9659,4,plus
9666,37,minus
9675,202,minus
9676,158,minus
9681,199,minus
9682,58,minus
9682,130,plus
9685,4101,minus
9689,3207,minus
9690,655,minus
9692,19,minus
9696,17,plus
9697,1962,minus
9700,7,minus
9702,30,plus
9704,104,minus
9708,23,minus
9708,2,plus
9710,3547,minus
9711,137,minus
9712,2,minus
9716,156,minus
9717,987,minus
9718,1,minus
9727,342,minus
9735,296,minus
9737,1529,minus
9738,1,minus
9739,32,plus
9740,2,plus
9742,543,minus
9744,1,plus
9745,1,plus
9746,538,minus
9747,3180,minus
9748,947,minus
9752,1417,minus
9753,751,minus
9756,1,minus
9757,446,minus
9761,34,plus
9763,4,plus
9764,30,plus
9765,76,plus
9769,198,minus
9771,1615,minus
9772,398,minus
9777,3008,minus
9779,196,minus
9779,16,plus
9782,41,minus
9784,12,plus
9786,6,plus
9787,302,minus
9789,27,plus
9792,20186,minus
9793,1,minus
9794,7535,minus
9796,1056,minus
9797,834,minus
9799,1,plus
9801,32,minus
9805,48,minus
9805,1,plus
9806,599,minus
9807,89,minus
9808,1553,minus
9810,2,minus
9811,581,plus
9812,1,minus
9813,2089,minus
9815,28,plus
9816,81,plus
9818,3531,minus
9818,2,plus
9819,37553,minus
9820,14,minus
9820,21,plus
9823,1666,minus
9824,2474,minus
9825,1439,minus
9825,3,plus
9826,248,minus
9826,90,plus
9828,1016,minus
9829,1568,minus
9830,4,minus
9830,2,plus
9831,1,plus
9833,62,minus
9834,4,minus
9835,2,minus
9838,794,minus
9844,8295,minus
9845,65,minus
9846,3,minus
9848,86,minus
9849,2,plus
9857,759,minus
9862,316,plus
9867,10,plus
9870,6,minus
9871,26,plus
9877,4,plus
9880,1,minus
9889,9,plus
9890,31,plus
9892,21,plus
9894,7,plus
9897,197,minus
9898,179,minus
9902,17,minus
9905,108,plus
9908,12,minus
9910,186,minus
9910,305,plus
9916,2,minus
9918,342,minus
9926,72,plus
9928,9,minus
9934,30,minus
9937,8,minus
9958,23,plus
9959,15,plus
9966,53,minus
9970,191,plus
9973,4,minus
9977,20,minus
9978,15,minus
9981,25,plus
9986,27,plus
9987,36,plus
9988,15,minus
9992,18,plus
9993,54,plus
9994,15,minus
9994,37,plus
9995,28,minus
9998,4,plus
9999,24,plus
10000,43,minus
10000,7,plus
10001,55,minus
10002,10,minus
10005,11,plus
10006,56,minus
10006,6,plus
10007,18,plus
10008,22,minus
10012,8,minus
10012,2,plus
10013,16,minus
10014,20,minus
10015,83,minus
10016,1,minus
10017,84,plus
10018,97,plus
10020,7,minus
10021,1,minus
10024,97,plus
10026,66,minus
10031,44,minus
10032,19,minus
10034,9,plus
10040,25,plus
10042,37,minus
10045,61,plus
10048,102,minus
10053,72,minus
10055,34,plus
10057,1,plus
10063,91,minus
10064,18,minus
10069,1,plus
10096,3,plus
10097,3,plus
10108,1,plus
10113,23,plus
10114,2,plus
10120,155,minus
10121,412,minus
10122,19,minus
10124,2,minus
10131,76,minus
10132,132,minus
10142,103,minus
10146,1,minus
10156,117,minus
10164,30,plus
10165,7,minus
10172,207,minus
10177,9,minus
10201,4,plus
10202,5,minus
10202,2,plus
10203,1,plus
10210,1088,minus
10211,113,minus
10213,18,plus
10220,30,plus
10221,17,minus
10247,6,minus
10248,18,plus
10254,172,plus
10256,9,minus
10259,2,plus
10262,912,minus
10263,35,minus
10269,22,plus
10270,1,minus
10272,3,minus
10275,65,plus
10282,13,minus
10283,1,minus
10284,53,minus
10286,36,plus
10287,42,plus
10294,20,minus
10295,243,minus
10300,32,minus
10305,76,minus
10312,4,minus
10314,1,minus
10319,31,minus
10322,1,minus
10324,58,minus
10340,8,plus
10344,1,plus
10346,10,plus
10348,8,minus
10357,51,plus
10362,3,minus
10363,87,plus
10365,21,minus
10367,14,plus
10372,3,minus
10380,405,plus
10385,1,minus
10388,2,minus
10392,73,plus
10400,358,minus
10402,186,plus
10410,4,minus
10411,4,plus
10416,97,plus
10421,2,plus
10424,1,minus
10424,4,plus
10429,311,minus
10429,52,plus
10434,1,minus
10434,55,plus
10442,1,minus
10442,98,plus
10447,1,plus
10450,1,minus
10460,2,minus
10466,10,plus
10473,6,plus
10474,518,minus
10476,8,plus
10481,2479,minus
10484,4,plus
10508,2,plus
10527,1,minus
10535,6,minus
10537,2,plus
10540,7,minus
10545,87,minus
10561,189,plus
10571,5,plus
10579,1,minus
10584,6,plus
10600,2,plus
10607,8,minus
10620,13,plus
10621,4,minus
10628,20,minus
10632,8,plus
10640,22,minus
10648,2,plus
10661,1,plus
10669,4,minus
10682,2,plus
10690,1,minus
10701,11,minus
10708,8,minus
10709,118,plus
10711,2,plus
10718,4,minus
10719,610,plus
10721,304,plus
10722,2,plus
10734,15,minus
10739,7,minus
10748,3,minus
10754,2,plus
10762,11,minus
10800,15,minus
10841,1,minus
10843,54,plus
10844,219,plus
10848,1,minus
10851,78,minus
10861,22,plus
10862,2,minus
10862,36,plus
10866,26,plus
10868,144,plus
10869,49,minus
10898,21,minus
10917,1,minus
10921,13,minus
10924,34,plus
10938,6,plus
10941,1,plus
10951,1,plus
10952,32,plus
10960,1,plus
10961,4,minus
10962,14,plus
10963,1,minus
10968,1,minus
10970,18,minus
10979,2,plus
10980,40,minus
10987,83,minus
10988,1,plus
10989,542,plus
10995,18,minus
10997,115,minus
11007,1,plus
11016,14,minus
11023,226,plus
11042,224,plus
11045,258,minus
11050,3,minus
11057,763,plus
11062,4,plus
11065,5,minus
11070,55,plus
11072,756,plus
11077,1,plus
11078,1,minus
11078,142,plus
11080,13,minus
11082,1,plus
11083,1,plus
11086,38,minus
11088,1749,plus
11090,1,minus
11095,1,plus
11096,208,minus
11101,27,plus
11103,28,minus
11103,159,plus
11109,90,minus
11111,570,minus
11112,92,plus
11117,19,minus
11119,6,plus
11125,49,minus
11136,40,plus
11139,32,minus
11144,351,minus
11145,1,minus
11149,2,minus
11150,139,plus
11158,129,minus
11158,950,plus
11160,317,plus
11163,1,minus
11166,538,minus
11168,82,minus
11172,1,plus
11173,1857,plus
11181,3111,minus
11188,2,minus
11191,1,minus
11196,396,minus
11196,62,plus
11197,1,minus
11200,20,plus
11205,179,plus
11208,28,minus
11213,1749,minus
11213,151,plus
11214,50,minus
11214,5,plus
11221,224,minus
11221,183,plus
11222,1,minus
11229,1,plus
11231,97,plus
11236,43,plus
11246,7,plus
11251,1,plus
11255,1,plus
11256,779,plus
11259,4,minus
11263,10,minus
11263,35,plus
11264,2,minus
11273,324,plus
11274,30,plus
11276,6,minus
11279,30,plus
11280,34,plus
11281,2,minus
11284,46,plus
11288,1,minus
11303,3,plus
11310,74,plus
11315,57,plus
11318,182,minus
11321,53,plus
11323,4,minus
11332,75,plus
11340,18,plus
11341,57,plus
11381,3,plus
11386,68,plus
11387,64,plus
11394,2,minus
11395,1,minus
11400,6,plus
11401,4,minus
11424,3,plus
11430,2,plus
11431,3,plus
11435,15,plus
11437,5,plus
11443,3,minus
11444,13,plus
11445,3,plus
11452,9,minus
11452,2,plus
11453,8,minus
11458,2,plus
11460,9,minus
11466,4,plus
11468,3,minus
11472,1,plus
11479,9,plus
11493,2,plus
11504,16,plus
11511,38,plus
11519,1,plus
11545,1,plus
11550,37,plus
11558,1,minus
11558,7,plus
11560,1,plus
11565,5,plus
11571,2,plus
11580,3,plus
11584,2,plus
11592,1,minus
11603,1,plus
11604,71,plus
11609,2,plus
11612,56,minus
11647,2,plus
11658,2,minus
11678,1,minus
11682,205,plus
11683,1,minus
11690,61,minus
11692,4,plus
11700,3,minus
11710,3,plus
11714,37,plus
11730,345,plus
11741,581,plus
11766,2,plus
11782,202,plus
11789,31,plus
11790,2,plus
11798,12,minus
11807,124,plus
11816,33,minus
11817,95,plus
11823,92,plus
11824,489,plus
11836,163,plus
11837,765,plus
11842,1433,plus
11847,265,plus
11849,1,plus
11850,274,minus
11850,11,plus
11851,51,plus
11856,66,plus
11857,369,plus
11865,2,minus
11869,1,plus
11877,1,minus
11877,3,plus
11881,418,plus
11887,2,plus
11891,8,plus
11898,122,plus
11900,5,plus
11904,113,plus
11908,24,plus
11911,61,plus
11913,944,plus
11914,17,plus
11919,124,plus
11929,52,plus
11930,179,plus
11934,217,plus
11948,1,plus
11956,181,plus
11961,1,plus
11963,18,plus
11971,47,plus
11978,5,plus
11983,55,plus
11995,30,plus
12002,3,plus
12013,5,plus
12020,155,plus
12021,16,minus
12038,265,plus
12051,9,plus
12061,247,plus
12069,25,minus
12072,6,plus
12074,75,plus
12084,30,plus
12092,2,minus
12100,11,plus
12107,4,plus
12109,10,plus
12151,1,plus
12157,1,plus
12165,1,minus
12176,9,plus
12193,5,plus
12210,6,minus
12245,5,minus
12255,1,plus
12265,15,plus
12273,42,minus
12368,30,minus
12379,5,minus
12440,36,minus
12451,3,plus
12491,1,plus
12504,6,plus
12539,11,plus
12547,5,minus
12664,2,plus
12688,7,minus
12690,1,minus
12697,1,minus
12712,2,minus
12730,2,plus
12790,21,minus
12856,1,minus
12892,6,minus
12924,13,minus
12944,32,minus
12946,1,minus
12961,13,minus
12963,12,minus
12978,5,minus
13014,45,minus
13024,148,minus
13049,3,minus
13132,47,plus
13133,112,plus
13146,19,plus
13407,4,minus
13442,5,minus
13452,25,minus
13489,1,minus
13532,7,minus
13537,1,minus
13561,6,plus
13644,1,plus
13722,11,minus
14033,7,plus
14048,2,plus
14219,1,minus
14230,6,plus
14340,1,minus
14428,8,plus
14531,1,plus
14571,1,plus
14581,50,plus
14583,13,plus
14589,14,minus
14625,23,plus
14636,38,plus
14655,9,plus
14696,50,plus
14703,94,plus
14704,2,minus
14708,186,plus
14721,16,minus
14730,43,minus
14757,53,plus
14772,10,plus
14799,5,plus
14826,46,minus
14836,1,plus
14851,17,plus
14854,342,minus
14855,6,minus
14857,1,minus
14859,14,minus
14890,2,plus
14897,3,plus
14902,3,plus
14904,60,minus
14910,2,minus
14928,7,plus
14990,29,minus
15055,1,plus
16223,61,plus
18592,1,plus
18603,722,plus
18641,8,plus
19313,89,minus
21072,1,minus
21098,6,minus
21101,32,plus
21109,12,minus
21143,22,plus
21217,1,minus
21236,1,minus
21368,1,plus
21375,10,plus
22400,81,minus
22488,10,minus
22517,46,minus
22948,1,minus
23051,6,plus
23168,3,minus
23185,4,minus
23223,1,minus
23241,398,plus
23324,1,minus
23404,1,minus
23423,8,minus
23467,1,plus
23557,7,plus
23598,1,minus
23642,3,plus
23698,14,plus
23730,1,plus
23922,5,plus
24276,1,minus
27112,1,plus
27901,1,minus
28954,2,minus
29070,16,plus
29448,1,minus
29524,159,plus
29640,1,minus
29741,19,plus
30941,10,minus
30943,1,minus
30969,9,minus
30985,2,minus
31003,28,plus
31056,2,plus
31061,16,plus
31266,11,plus
31274,7,minus
31540,8,minus
32072,22,minus
32927,20,minus
34748,3,minus
34810,1,minus
35089,7,minus
35390,16,plus
35471,5,plus
35949,2,minus
36098,1,plus
36106,7,plus
36177,40,minus
36647,10,minus
36683,4,plus
36797,2,plus
36875,1,minus
36956,25,plus
37404,2,plus
37729,11,minus
37779,1,plus
38511,13,plus
38568,12,plus
40351,2,minus
40366,1,minus
40660,1,plus
40846,3,plus
41042,54,plus
42405,1,plus
43529,29,minus
43615,2,minus
43641,281,minus
43644,14,minus
43676,82,minus
43677,5,minus
43787,3,minus
43805,1,plus
43806,148,plus
43812,2,plus
43815,136,minus
43817,37,plus
43834,14,plus
43943,2,plus
43946,5,minus
43951,1,minus
43956,1,minus
43970,10,minus
43987,1,minus
44016,108,plus
44039,298,plus
44105,2,plus
44135,5,minus
44153,5,plus
44165,1,plus
44169,2,plus
44170,1535,plus
44178,290,minus
44182,4,plus
44227,8,plus
44245,12,minus
44280,10,minus
44309,40,minus
44314,2,minus
44316,4,plus
44321,52,plus
44324,1,minus
44355,2,minus
44371,59,plus
44379,400,minus
44380,1,minus
44394,1,minus
44412,11,plus
44420,50,minus
44488,3,minus
44490,9,minus
44491,4,minus
44492,1,minus
44538,1,minus
44609,1,minus
44664,259,plus
44669,152,plus
44682,8,minus
44684,164,plus
44705,188,plus
44739,141,plus
44790,3,plus
44806,1,minus
44807,71,plus
44808,41,minus
44820,8,minus
44822,40,plus
44830,142,minus
44836,44,plus
44844,27,minus
44845,1,minus
44864,71,minus
44867,2,plus
44946,5,plus
45020,2,plus
45028,1,minus
45030,2,plus
45043,13,minus
45049,10,minus
45108,72,plus
45168,20,minus
45207,5,plus
45272,16,minus
45300,4,plus
45368,2,minus
45394,68,plus
45407,1,plus
45441,1,minus
45456,1,plus
45594,3,plus
45643,1,plus
45827,6,minus
46110,7,minus
46289,1,plus
46365,2,plus
46502,4,plus
47512,9,minus
47743,3,plus
47819,1,plus
47827,37,minus
47975,21,minus
47980,1,minus
48035,15,plus
48168,1,plus
50764,9,plus
53520,2,minus
53581,4,minus
56402,1,minus
58766,46,minus
61204,22,minus
64143,1,minus
66960,2,plus
68141,2,minus
68728,1,minus
68923,5,plus
69214,2,plus
78541,14,plus
80248,24,plus
80522,1,minus
82872,1,plus
83763,1,minus
86596,1,plus
89931,81,minus
89933,7,minus
90175,1,minus
90179,2,plus
90350,31,plus
90582,3,plus
91535,8,minus
91657,6,plus
91693,11,plus
92348,1,plus
92880,1,minus
93292,13,plus
94391,23,plus
94412,1,minus
94843,1,plus
95169,3,minus
95197,13,minus
95309,1,minus
95310,154,minus
95768,37,minus
95886,2,plus
96093,6,plus
96264,10,minus
96334,1,minus
96339,2,minus
96436,1,plus
96926,2,minus
96928,4,minus
96984,3,minus
99850,2,minus
99974,1,minus
101501,4,minus
102410,25,minus
102457,4,minus
102852,1,plus
102885,7,plus
104697,1,plus
106010,10,minus
106067,3,plus
106783,19,plus
106804,21,plus
107257,2,plus
109475,9,plus
109733,1,plus
109851,1,plus
111062,49,minus
111584,46,minus
111796,4,minus
112326,47,minus
112456,8,minus
115677,5,minus
115811,5,plus
116184,17,plus
117380,95,minus
117632,89,minus
117757,8,minus
118177,68,plus
118186,1,minus
118188,37,plus
118234,6,minus
118281,1,minus
118359,37,minus
118361,2,plus
118369,1,minus
118411,1,plus
119070,2,plus
120096,9,minus
120126,1,minus
120324,1,minus
120625,199,plus
120630,4,plus
121413,29,plus
123543,1,plus
124385,1,minus
124396,3,plus
125388,1,plus
125496,1,minus
125569,13,plus
125842,1,plus
128905,9,minus
132670,1,minus
132991,1,minus
133022,1,minus
133304,1,minus
133485,6,plus
133644,1,plus
134535,2,plus
134749,1,plus
134778,8,plus
135038,2,plus
135183,66,plus
135309,3,minus
135803,131,minus
135855,306,minus
136326,4,plus
136522,4,minus
136548,6,minus
136905,1,minus
136957,3,minus
137078,11,plus
137086,2,minus
137283,1,plus
137449,10,plus
137584,41,minus
137690,3,plus
137698,1,plus
137706,2,minus
137721,19,plus
137974,10,minus
138001,1,plus
138009,10,minus
138044,1,plus
138105,1,plus
138108,67,plus
138658,6,plus
139025,44,minus
139313,74,plus
141395,1,plus
141463,134,plus
142258,32,minus
142854,1,plus
143109,10,minus
143244,7,minus
144814,1,minus
145106,1,plus
148336,1,minus
148613,9,plus
149784,1,minus
149977,4,minus
150268,3,plus
150330,1,minus
150428,9,plus
150949,1,minus
151584,63,minus
151588,1,plus
151827,3,plus
151879,1,plus
151958,13,plus
151964,4,minus
153038,70,minus
153518,9,plus
153550,5,plus
154336,1,plus
156512,226,minus
157743,3,minus
157921,1,minus
160335,39,plus
166482,1,minus
167091,2,minus
167700,2,minus
168292,210,minus
168833,27,plus
169209,2,minus
169736,997,minus
169773,5,plus
169796,6,minus
169952,20,plus
170203,2,plus
171023,32,plus
171379,1,minus
171439,5,minus
171482,1,minus
171714,2,plus
171842,1,plus
171902,3,plus
178671,1,plus
178850,2,plus
178893,1,minus
180510,1,minus
180535,55,minus
180996,6,minus
181197,3,minus
181226,1,plus
181936,2,minus
182431,9,plus
182587,1,minus
183482,1,plus
183841,21,plus
184823,1,plus
185472,20,plus
186244,8,minus
186285,1,minus
192201,5,plus
195866,12,plus
196298,9,plus
196761,1,minus
197717,7,minus
197834,3,plus
198362,1,minus
198377,3,plus
198409,1,minus
198891,2,plus
198942,4,plus
199011,1,plus
199090,14,plus
199282,1,plus
200949,15,plus
201224,1,plus
201232,80,minus
201335,29,plus
201347,3,plus
201567,49,plus
201593,16,minus
201679,8,plus
201879,1,plus
202477,1,plus
202489,2,minus
202540,14,minus
202554,318,minus
202661,42,minus
202775,365,plus
202791,1,plus
202816,71,minus
202862,15,minus
203197,196,minus
203299,8,plus
203339,75,minus
203566,11,plus
204632,1,plus
204766,1,minus
204789,29,minus
204791,2,minus
204799,10,minus
204805,1,plus
204809,1,minus
204815,35,plus
204833,1,minus
204839,9,minus
204850,99,plus
204858,69,minus
204861,1,minus
204873,97,plus
204876,14,plus
204881,8,minus
204900,3,plus
204908,46,plus
204910,158,plus
204916,1,minus
204918,30,minus
204918,2,plus
204937,211,plus
204945,172,minus
204947,2,minus
204951,4,minus
204965,38,plus
204973,46,plus
204980,1,plus
204984,59,minus
204989,2,minus
204990,2,minus
205001,9,minus
205012,110,minus
205013,86,minus
205015,2,plus
205018,60,minus
205020,12,minus
205028,23,minus
205035,1,plus
205038,49,minus
205056,1,plus
205057,580,plus
205065,2275,minus
205070,16,minus
205081,77,minus
205082,20,minus
205087,10,minus
205090,112,plus
205097,333,plus
205098,480,minus
205106,64,plus
205114,32,plus
205120,15,minus
205125,12,minus
205126,2,minus
205129,6,plus
205130,58,plus
205133,370,minus
205137,24,plus
205138,1718,minus
205145,169,minus
205147,149,minus
205147,19,plus
205162,10,plus
205170,1,minus
205184,3,minus
205189,382,minus
205194,316,minus
205200,234,minus
205204,455,minus
205206,16,minus
205214,12,minus
205216,3,minus
205223,42,plus
205239,5,minus
205244,2,plus
205252,4368,minus
205253,1,minus
205259,19,plus
205265,8,plus
205267,6990,minus
205269,1,minus
205284,30312,minus
205285,1,minus
205286,290,minus
205293,6,plus
205300,2,minus
205305,3,minus
205309,36,minus
205309,18,plus
205311,933,minus
205312,14,minus
205313,1,minus
205317,616,minus
205328,13,plus
