Insertion,Orientation,Frequency
7505,plus,19
7508,minus,123
7510,plus,3
7513,minus,54
7528,plus,2
7534,plus,4
7543,plus,8
7551,minus,246
7574,minus,9
7580,minus,14
7590,minus,64
7621,minus,1
7625,minus,1
7648,plus,9
7662,plus,2
7666,minus,205
7668,plus,4
7672,minus,184
7675,minus,1
7676,minus,39
7711,minus,26
7742,plus,31
7744,minus,26
7750,minus,1
7761,plus,84
7777,plus,1
7779,minus,3
7781,minus,1
7791,minus,13
7803,plus,1
7808,minus,120
7808,plus,28
7826,minus,2531
7837,plus,16
7843,plus,31
7851,minus,1024
7855,minus,12
7857,plus,2
7911,plus,13
7913,plus,4
7934,minus,12
7936,minus,45
7943,plus,20
7949,minus,1
7951,minus,70
7953,plus,20
7956,minus,56
7961,minus,4
7966,minus,3
7977,minus,16
8005,minus,2
8013,minus,4
8015,minus,1
8024,minus,252
8030,plus,1
8041,plus,17
8049,minus,84
8065,plus,4
8067,minus,1
8070,plus,25
8073,minus,47
8078,minus,284
8079,minus,215
8107,minus,369
8113,minus,34
8114,minus,35
8132,plus,62
8136,minus,171
8140,minus,168
8142,plus,11
8150,minus,980
8193,plus,56
8218,plus,1
8226,minus,4
8232,plus,104
8240,minus,1
8246,plus,3
8262,minus,8
8267,minus,140
8268,plus,1326
8275,minus,4
8276,minus,55
8303,plus,1
8314,plus,26
8322,plus,1013
8330,minus,418
8336,minus,1
8341,minus,18
8342,minus,7
8343,minus,3
8348,plus,6
8382,plus,4
8384,plus,8
8394,plus,27
8399,plus,144
8401,minus,6
8402,minus,138
8404,plus,3
8407,minus,328
8412,minus,94
8419,minus,25
8437,plus,64
8441,minus,1
8445,minus,503
8449,minus,1
8450,minus,1
8456,minus,10
8458,plus,66
8466,minus,45
8468,plus,50
8473,plus,3236
8481,minus,1152
8490,minus,12
8498,plus,12
8500,plus,14
8506,minus,36
8508,minus,9
8527,plus,2
8533,minus,436
8538,minus,79
8542,plus,194
8547,plus,2102
8549,minus,2
8549,plus,198
8550,minus,10
8555,minus,46
8557,minus,51
8557,plus,3
8559,plus,5
8560,minus,27
8564,plus,181
8565,minus,1
8570,minus,18
8572,minus,198
8593,plus,5225
8601,minus,9
8607,minus,12
8607,plus,24
8616,minus,106
8621,minus,39
8621,plus,872
8629,minus,2549
8642,plus,164
8648,plus,1
8650,minus,13
8654,plus,605
8655,plus,10
8657,plus,127
8661,minus,8
8662,minus,1181
8665,minus,220
8666,plus,79
8667,plus,1
8673,minus,1
8680,minus,2
8685,plus,385
8686,plus,182
8691,plus,6
8693,minus,1042
8697,plus,3
8699,minus,25
8700,plus,115
8708,minus,7
8717,plus,260
8725,plus,47
8728,plus,4
8733,plus,15
8736,minus,5
8738,plus,8
8744,plus,109
8746,minus,223
8754,plus,70
8756,minus,395
8757,minus,1
8762,minus,264
8762,plus,2
8766,minus,29
8767,minus,167
8770,minus,41
8777,plus,173
8778,plus,66
8783,plus,64
8784,plus,7
8785,minus,809
8786,minus,268
8789,plus,192
8792,minus,32
8793,plus,9
8797,minus,139
8801,minus,1
8802,plus,15
8803,plus,17
8806,minus,92
8807,minus,67
8810,plus,7
8811,minus,1
8812,minus,4
8825,minus,1
8832,plus,4
8840,minus,305
8847,plus,30
8855,minus,205
8859,minus,5
8860,plus,8
8867,minus,1
8868,minus,391
8877,plus,2
8889,plus,1
8895,plus,3
8897,minus,19
8898,plus,1
8900,plus,1
8901,minus,44
8903,plus,10
8904,plus,13
8908,plus,5
8912,minus,6
8937,minus,3
8938,minus,1
8947,plus,2
8954,minus,3533
8956,plus,4
8957,plus,66
8962,plus,9
8970,minus,987
8971,minus,1
8971,plus,45
8974,plus,28
8977,minus,1
8977,plus,336
8979,minus,8
8982,plus,2
8983,plus,1
8984,plus,5738
8987,plus,2
8990,minus,1
8992,minus,2440
8993,plus,51
8994,plus,586
8995,plus,16
8999,plus,58
9001,minus,210
9002,minus,163
9005,plus,28
9006,plus,2285
9007,plus,7
9008,plus,325
9013,minus,232
9014,plus,4
9015,plus,160
9018,plus,405
9024,minus,1
9024,plus,312
9025,minus,175
9026,minus,2266
9029,plus,2
9033,minus,4
9037,minus,10
9038,plus,1
9041,plus,35
9048,plus,119
9051,plus,1
9053,plus,223
9056,minus,180
9056,plus,2313
9057,plus,1
9058,plus,228
9059,minus,246
9059,plus,310
9064,minus,13
9064,plus,1093
9066,minus,864
9066,plus,27
9067,plus,2
9070,plus,1
9071,plus,141
9072,minus,93
9075,plus,121
9076,plus,5
9077,minus,8
9077,plus,1642
9080,minus,1
9084,minus,55
9085,minus,12
9088,minus,1
9088,plus,33
9091,plus,1
9092,plus,731
9102,plus,24
9106,minus,1
9109,plus,10
9114,minus,8
9114,plus,9
9116,minus,1
9117,plus,525
9118,plus,92
9124,minus,139
9124,plus,101
9126,plus,64
9129,plus,85
9132,minus,1
9134,minus,10
9134,plus,1572
9139,plus,305
9140,plus,3
9142,plus,2
9143,minus,47
9143,plus,2
9144,plus,95485
9147,minus,29
9150,plus,1565
9152,minus,1410
9155,plus,1939
9156,plus,49
9157,minus,1
9157,plus,739
9158,minus,11
9163,minus,32
9164,minus,575
9165,minus,9
9168,plus,768
9169,plus,7
9173,plus,340
9175,minus,1161
9178,plus,44
9183,plus,2931
9186,minus,10
9191,minus,1322
9192,plus,31
9202,plus,1069
9210,minus,288
9215,plus,1
9216,plus,3
9217,plus,1947
9218,plus,560
9223,minus,1
9224,minus,1
9225,minus,6
9226,minus,526
9228,minus,6
9231,plus,472
9233,minus,1
9234,plus,1
9239,minus,31
9242,plus,133
9247,plus,460
9252,plus,671
9261,plus,8
9262,minus,1
9263,plus,358
9264,plus,392
9269,plus,45
9270,plus,2
9271,plus,78
9277,minus,256
9281,plus,131
9289,plus,1053
9291,minus,11
9291,plus,396
9292,plus,44
9297,minus,31
9297,plus,17
9299,minus,253
9300,minus,30
9302,plus,6
9305,minus,1
9306,plus,14
9318,plus,19
9322,plus,604
9327,plus,90
9330,minus,37
9330,plus,256
9335,plus,259
9339,plus,68
9340,plus,735
9343,minus,3
9347,plus,27
9348,minus,109
9348,plus,180
9349,plus,72
9357,minus,37
9359,plus,5
9362,minus,1
9365,minus,1
9367,minus,5
9368,plus,1
9370,minus,9
9372,minus,6
9372,plus,44
9379,plus,7
9380,minus,8
9382,plus,389
9386,plus,72
9387,minus,25
9387,plus,2
9390,minus,252
9390,plus,4
9393,plus,124
9394,minus,15
9396,minus,2
9396,plus,52
9397,plus,47
9400,plus,7
9404,minus,290
9405,minus,48
9407,plus,312
9408,minus,25
9412,plus,7
9414,minus,4
9415,minus,206
9415,plus,171
9422,minus,247
9423,minus,442
9425,plus,555
9433,minus,574
9440,minus,37
9441,plus,1
9442,plus,2700
9444,plus,99
9445,minus,53
9447,minus,65
9450,minus,6451
9452,minus,310
9452,plus,76
9453,plus,6
9460,minus,244
9460,plus,24
9466,minus,105
9468,minus,227
9475,plus,1
9476,plus,5
9479,plus,1
9483,minus,4
9484,minus,1902
9484,plus,20
9485,minus,1
9485,plus,53
9487,minus,292
9489,plus,130
9492,minus,378
9493,minus,196
9497,minus,930
9501,plus,13
9502,minus,456
9503,minus,1
9509,plus,34
9510,plus,2
9514,plus,2
9517,minus,391
9517,plus,1
9518,minus,201
9528,minus,34
9532,minus,19
9533,plus,1
9541,minus,264
9546,minus,41
9553,minus,138
9564,minus,671
9572,minus,25
9576,plus,3
9577,plus,18
9584,minus,430
9590,plus,52
9596,minus,1
9598,minus,1704
9600,minus,12
9605,minus,1
9606,minus,1
9623,minus,405
9630,minus,6
9633,plus,11
9645,minus,24
9645,plus,6
9648,plus,204
9651,minus,1158
9656,minus,66
9659,plus,7
9666,minus,39
9667,plus,12
9675,minus,435
9676,minus,506
9677,plus,3
9681,minus,512
9682,minus,166
9682,plus,225
9684,plus,4
9685,minus,10221
9686,minus,1
9689,minus,7760
9690,minus,2281
9692,minus,21
9692,plus,36
9696,plus,76
9697,minus,5186
9698,minus,2
9700,minus,142
9702,plus,78
9703,plus,11
9704,minus,404
9705,minus,1
9706,plus,11
9708,minus,23
9708,plus,8
9710,minus,9791
9711,minus,502
9712,minus,2
9714,minus,19
9716,minus,957
9717,minus,2888
9718,minus,1
9727,minus,709
9729,minus,13
9729,plus,3
9735,minus,739
9737,minus,4361
9738,minus,1
9739,plus,198
9740,plus,22
9742,minus,954
9744,plus,13
9745,plus,46
9746,minus,1397
9747,minus,7186
9748,minus,3106
9749,minus,1
9752,minus,3315
9753,minus,1307
9754,plus,34
9756,minus,1
9757,minus,1089
9761,plus,171
9763,minus,27
9763,plus,216
9764,plus,53
9765,plus,249
9769,minus,1679
9769,plus,13
9771,minus,6199
9772,minus,860
9772,plus,1
9773,minus,1
9774,plus,1
9777,minus,8912
9779,minus,1338
9779,plus,79
9782,minus,949
9784,plus,218
9786,plus,7
9787,minus,2298
9789,plus,46
9792,minus,67849
9793,minus,1
9793,plus,1
9794,minus,19325
9796,minus,1635
9797,minus,3310
9797,plus,15
9798,plus,2
9799,plus,9
9801,minus,455
9803,minus,1
9804,plus,11
9805,minus,101
9805,plus,3
9806,minus,2068
9807,minus,490
9808,minus,4602
9810,minus,3
9810,plus,31
9811,plus,2058
9812,minus,6
9813,minus,6847
9814,minus,1
9815,plus,81
9816,plus,209
9817,minus,2
9817,plus,1
9818,minus,8658
9818,plus,3
9819,minus,101695
9820,minus,24
9820,plus,196
9822,plus,2
9823,minus,5065
9824,minus,6009
9825,minus,2561
9825,plus,5
9826,minus,510
9826,plus,346
9827,plus,9
9828,minus,4469
9829,minus,2283
9830,minus,220
9830,plus,14
9831,plus,2
9833,minus,110
9834,minus,10
9835,minus,2
9838,minus,2782
9838,plus,2
9844,minus,22676
9845,minus,464
9846,minus,6
9848,minus,184
9849,plus,63
9857,minus,2151
9861,plus,1
9862,plus,1235
9867,plus,10
9870,minus,290
9871,plus,26
9872,plus,22
9877,plus,34
9880,minus,2
9889,plus,87
9890,plus,51
9892,plus,26
9894,plus,301
9895,minus,1
9895,plus,2
9897,minus,337
9898,minus,442
9900,minus,11
9900,plus,9
9902,minus,22
9902,plus,7
9903,minus,4
9905,plus,430
9908,minus,520
9908,plus,14
9910,minus,187
9910,plus,651
9916,minus,2
9918,minus,440
9926,plus,150
9928,minus,9
9929,plus,15
9934,minus,199
9934,plus,2
9937,minus,138
9958,plus,116
9959,plus,16
9965,plus,27
9966,minus,96
9968,minus,1
9970,plus,483
9973,minus,7
9977,minus,26
9978,minus,103
9980,plus,3
9981,plus,60
9986,plus,90
9987,plus,184
9988,minus,44
9988,plus,2
9990,minus,2
9992,plus,112
9993,plus,155
9994,minus,43
9994,plus,72
9995,minus,76
9998,plus,22
9999,plus,53
10000,minus,76
10000,plus,68
10001,minus,184
10002,minus,11
10005,plus,16
10006,minus,137
10006,plus,112
10007,minus,1
10007,plus,212
10008,minus,56
10008,plus,13
10012,minus,8
10012,plus,18
10013,minus,54
10014,minus,81
10015,minus,112
10016,minus,8
10017,plus,163
10018,plus,205
10020,minus,16
10021,minus,3
10023,plus,8
10024,plus,167
10026,minus,130
10031,minus,151
10032,minus,66
10034,plus,13
10036,plus,1
10038,minus,1
10040,plus,127
10042,minus,77
10045,plus,96
10047,plus,5
10048,minus,180
10053,minus,152
10055,minus,5
10055,plus,43
10056,minus,19
10057,plus,23
10063,minus,299
10063,plus,11
10064,minus,18
10065,minus,6
10069,minus,1
10069,plus,1
10071,minus,5
10096,plus,4
10097,plus,3
10108,plus,1
10112,plus,1
10113,plus,113
10114,plus,2
10119,plus,4
10120,minus,383
10121,minus,676
10122,minus,24
10124,minus,33
10126,minus,72
10128,minus,1
10131,minus,150
10132,minus,431
10138,plus,3
10140,minus,1
10142,minus,172
10143,plus,2
10146,minus,3
10148,plus,2
10156,minus,313
10157,plus,1
10160,minus,1
10164,plus,56
10165,minus,61
10169,plus,1
10172,minus,552
10177,minus,170
10189,plus,8
10192,plus,68
10199,minus,1
10201,plus,34
10202,minus,7
10202,plus,42
10203,minus,1
10203,plus,2
10209,minus,1
10210,minus,2703
10211,minus,474
10213,plus,23
10220,plus,53
10221,minus,181
10247,minus,10
10248,plus,25
10254,plus,700
10255,plus,1
10256,minus,42
10257,minus,2
10259,plus,5
10262,minus,3279
10263,minus,166
10264,plus,1
10267,minus,10
10269,plus,56
10270,minus,22
10270,plus,5
10272,minus,15
10274,plus,28
10275,plus,69
10277,minus,1
10282,minus,15
10283,minus,3
10284,minus,91
10285,plus,177
10286,plus,264
10287,plus,123
10288,plus,42
10292,plus,3
10293,minus,7
10294,minus,44
10295,minus,875
10296,minus,5
10300,minus,32
10305,minus,85
10308,minus,12
10311,plus,7
10312,minus,4
10314,minus,1
10316,plus,65
10319,minus,200
10321,plus,5
10322,minus,2
10324,minus,222
10340,plus,22
10343,minus,2
10344,plus,16
10346,plus,14
10348,minus,8
10349,plus,2
10353,minus,11
10357,plus,438
10362,minus,19
10363,plus,87
10365,minus,21
10367,minus,1
10367,plus,275
10372,minus,26
10372,plus,2
10380,plus,1059
10382,plus,1
10385,minus,38
10387,plus,1
10388,minus,49
10392,plus,148
10395,minus,1
10400,minus,1188
10402,plus,359
10410,minus,310
10411,plus,4
10416,plus,308
10419,minus,141
10421,plus,13
10422,minus,3
10424,minus,1
10424,plus,42
10429,minus,541
10429,plus,56
10434,minus,65
10434,plus,168
10442,minus,2
10442,plus,119
10446,plus,1
10447,plus,1
10450,minus,7
10451,plus,1
10452,plus,4
10460,minus,4
10466,plus,50
10471,minus,1
10473,plus,21
10474,minus,968
10476,plus,8
10481,minus,4239
10484,minus,1
10484,plus,4
10485,plus,4
10508,plus,2
10519,plus,2
10524,minus,1
10527,minus,1
10535,minus,10
10537,minus,12
10537,plus,3
10540,minus,134
10545,minus,196
10561,plus,302
10567,minus,2
10569,minus,1
10571,plus,9
10574,minus,1
10579,minus,12
10584,plus,16
10585,plus,3
10593,minus,1
10600,plus,37
10602,minus,2
10607,minus,14
10609,minus,1
10620,plus,14
10621,minus,9
10628,minus,89
10632,plus,131
10638,plus,3
10640,minus,28
10643,minus,1
10646,minus,1
10648,plus,4
10650,minus,2
10661,plus,3
10665,plus,8
10669,minus,19
10671,minus,2
10680,plus,1
10682,plus,4
10690,minus,1
10693,plus,12
10696,minus,1
10701,minus,49
10708,minus,8
10709,plus,121
10711,plus,19
10718,minus,5
10719,plus,612
10721,plus,436
10722,plus,31
10726,plus,7
10727,minus,1
10727,plus,1
10730,minus,3
10734,minus,17
10739,minus,20
10748,minus,3
10753,minus,1
10754,plus,38
10762,minus,23
10792,plus,2
10794,plus,1
10800,minus,35
10838,plus,132
10841,minus,2
10843,plus,136
10844,plus,820
10848,minus,1
10851,minus,229
10852,minus,11
10854,plus,8
10861,plus,273
10862,minus,2
10862,plus,245
10866,plus,966
10868,plus,321
10869,minus,97
10870,minus,2
10880,minus,3
10898,minus,48
10913,plus,15
10916,minus,3
10917,minus,1
10921,minus,20
10924,plus,35
10926,plus,1
10934,minus,1
10938,plus,10
10941,plus,20
10951,plus,1
10952,plus,125
10953,minus,3
10960,plus,6
10961,minus,4
10962,plus,51
10963,minus,1
10968,minus,3
10970,minus,83
10972,plus,1
10979,plus,5
10980,minus,159
10987,minus,189
10987,plus,23
10988,plus,1
10989,plus,2399
10995,minus,47
10997,minus,394
11007,plus,3
11008,plus,1
11016,minus,56
11023,plus,235
11030,minus,67
11032,plus,1
11037,plus,118
11042,plus,494
11045,minus,679
11045,plus,1
11050,minus,3
11057,plus,2536
11062,plus,140
11065,minus,12
11070,minus,1
11070,plus,1023
11071,plus,1
11072,plus,2231
11077,plus,1
11078,minus,1
11078,plus,363
11080,minus,13
11082,plus,37
11083,plus,37
11086,minus,109
11087,plus,1
11088,plus,5494
11090,minus,33
11094,plus,20
11095,plus,8
11096,minus,857
11101,plus,28
11102,minus,15
11103,minus,289
11103,plus,587
11109,minus,258
11111,minus,873
11112,plus,306
11117,minus,20
11119,plus,12
11120,minus,2
11125,minus,235
11127,plus,7
11134,plus,1
11136,plus,114
11139,minus,117
11144,minus,1355
11145,minus,1
11149,minus,19
11150,plus,592
11158,minus,550
11158,plus,2096
11160,plus,814
11163,minus,1
11166,minus,2075
11168,minus,489
11172,plus,1
11173,plus,4314
11180,minus,1
11181,minus,8242
11188,minus,49
11188,plus,11
11191,minus,1
11196,minus,409
11196,plus,106
11197,minus,1
11200,plus,129
11205,plus,785
11206,plus,9
11208,minus,51
11213,minus,4722
11213,plus,625
11214,minus,84
11214,plus,5
11221,minus,462
11221,plus,413
11222,minus,5
11229,minus,9
11229,plus,1
11231,plus,254
11236,plus,52
11246,plus,83
11251,plus,3
11255,plus,14
11256,plus,2262
11259,minus,25
11260,plus,7
11263,minus,12
11263,plus,97
11264,minus,2
11273,plus,842
11274,plus,76
11276,minus,6
11279,plus,115
11280,plus,105
11281,minus,11
11284,plus,120
11288,minus,3
11293,plus,14
11303,plus,28
11308,plus,2
11310,plus,249
11315,plus,282
11318,minus,209
11321,plus,78
11323,minus,10
11329,minus,11
11332,plus,450
11339,minus,2
11340,plus,53
11341,plus,183
11348,minus,34
11381,plus,3
11386,plus,120
11387,plus,130
11394,minus,11
11395,minus,3
11400,plus,45
11401,minus,4
11402,plus,12
11421,minus,3
11424,plus,20
11430,plus,5
11431,plus,28
11435,plus,46
11437,plus,6
11440,plus,1
11443,minus,25
11444,plus,24
11445,plus,9
11448,minus,5
11450,plus,2
11452,minus,49
11452,plus,9
11453,minus,36
11458,plus,9
11460,minus,26
11462,plus,1
11466,plus,5
11468,minus,5
11472,plus,3
11479,plus,39
11493,plus,4
11504,plus,41
11511,minus,51
11511,plus,147
11512,minus,4
11517,minus,5
11519,minus,7
11519,plus,2
11530,plus,9
11531,plus,1
11545,plus,3
11550,plus,53
11558,minus,2
11558,plus,39
11560,plus,1
11565,plus,11
11571,plus,5
11575,plus,5
11580,plus,8
11583,minus,1
11584,plus,10
11592,minus,2
11597,plus,1
11603,plus,18
11604,plus,249
11608,plus,1
11609,plus,5
11612,minus,195
11614,plus,2
11619,plus,1
11627,minus,5
11627,plus,1
11632,plus,1
11647,plus,3
11657,plus,7
11658,minus,163
11675,plus,1
11678,minus,1
11681,plus,1
11682,plus,402
11683,minus,1
11689,minus,52
11690,minus,61
11692,plus,19
11700,minus,3
11710,plus,11
11714,plus,258
11716,plus,12
11730,plus,905
11741,plus,825
11747,plus,1
11753,plus,3
11766,plus,72
11774,plus,3
11782,plus,1285
11789,plus,36
11790,plus,130
11797,plus,49
11798,minus,312
11807,plus,485
11808,plus,2
11815,minus,3
11816,minus,44
11817,plus,843
11823,plus,97
11824,plus,2504
11828,plus,16
11836,plus,317
11837,plus,1335
11841,plus,3
11842,plus,3589
11847,plus,939
11849,plus,8
11850,minus,286
11850,plus,30
11851,plus,52
11855,minus,19
11856,plus,784
11857,plus,1252
11865,minus,2
11865,plus,7
11869,plus,1
11876,plus,1
11877,minus,1
11877,plus,3
11881,plus,811
11887,plus,20
11891,plus,101
11898,plus,418
11900,plus,214
11904,plus,114
11908,plus,58
11911,plus,281
11913,plus,3319
11914,plus,65
11919,plus,227
11929,plus,103
11930,plus,453
11934,plus,691
11948,plus,1
11956,plus,413
11957,plus,1
11961,plus,1
11963,plus,18
11968,plus,1
11971,plus,47
11978,plus,104
11983,plus,114
11995,plus,142
12002,plus,3
12007,plus,1
12013,plus,47
12014,plus,2
12020,plus,284
12021,minus,17
12038,plus,542
12046,minus,1
12051,plus,45
12061,plus,800
12069,minus,25
12072,plus,70
12074,plus,332
12084,plus,97
12092,minus,3
12100,plus,276
12107,plus,30
12109,plus,69
12151,plus,1
12157,plus,1
12165,minus,4
12176,plus,16
12184,minus,8
12185,minus,14
12187,plus,2
12191,minus,4
12193,plus,33
12210,minus,8
12231,plus,1
12245,minus,11
12255,plus,3
12265,plus,57
12273,minus,457
12286,plus,8
12368,minus,30
12379,minus,5
12409,plus,2
12421,plus,1
12440,minus,68
12451,plus,9
12461,minus,6
12461,plus,15
12477,minus,2
12490,plus,20
12491,plus,1
12504,plus,6
12539,plus,89
12547,minus,11
12555,minus,2
12561,plus,1
12614,plus,23
12664,plus,2
12688,minus,20
12690,minus,2
12697,minus,8
12712,minus,16
12730,plus,14
12790,minus,83
12851,minus,14
12856,minus,3
12892,minus,16
12924,minus,13
12939,minus,2
12944,minus,32
12946,minus,18
12954,minus,2
12960,plus,1
12961,minus,17
12963,minus,99
12978,minus,48
13014,minus,279
13016,plus,20
13024,minus,602
13049,minus,3
13123,plus,3
13132,plus,187
13133,plus,139
13146,plus,35
13339,minus,3
13344,minus,1
13400,minus,11
13407,minus,4
13442,minus,5
13452,minus,46
13489,minus,2
13532,minus,68
13537,minus,1
13543,minus,2
13561,plus,7
13585,plus,1
13608,minus,15
13644,plus,1
13722,minus,16
13789,plus,1
13848,plus,1
13884,plus,1
13887,minus,6
13931,plus,3
14033,plus,30
14048,plus,2
14056,minus,21
14063,plus,32
14184,plus,2
14191,minus,31
14219,minus,1
14230,plus,21
14332,plus,1
14340,minus,1
14350,plus,5
14409,plus,1
14428,plus,17
14516,plus,4
14531,plus,63
14571,plus,31
14581,minus,1
14581,plus,190
14583,plus,54
14589,minus,44
14613,minus,3
14625,plus,54
14636,plus,101
14655,plus,30
14671,plus,4
14681,minus,4
14696,plus,271
14703,plus,94
14704,minus,7
14707,plus,1
14708,plus,215
14713,plus,1
14716,minus,17
14721,minus,20
14730,minus,53
14757,plus,82
14772,plus,18
14786,plus,34
14799,plus,29
14801,plus,17
14826,minus,284
14830,plus,6
14834,minus,22
14834,plus,1
14836,plus,2
14851,plus,28
14854,minus,395
14855,minus,65
14857,minus,7
14859,minus,14
14880,plus,135
14888,minus,1
14890,plus,2
14896,plus,1
14897,plus,4
14902,plus,10
14903,minus,5
14904,minus,225
14910,minus,99
14928,plus,14
14930,minus,1
14936,minus,5
14961,plus,4
14969,minus,16
14990,minus,29
15045,plus,3
15055,plus,1
15095,plus,1
15194,plus,1
15218,minus,4
15268,minus,44
15559,minus,1
15612,minus,427
15727,plus,1
15804,minus,9
15963,plus,1
16001,plus,1
16223,plus,270
16694,plus,10
16912,plus,28
17240,plus,5
17421,minus,6
17488,plus,1
18286,minus,10
18592,plus,1
18603,plus,1232
18641,plus,38
19238,minus,15
19240,plus,1
19313,minus,92
19511,minus,9
20209,plus,1
20363,minus,1
20485,minus,2
20850,plus,1
20914,minus,2
21072,minus,4
21079,plus,11
21098,minus,6
21101,plus,97
21109,minus,70
21111,plus,1
21143,plus,23
21213,minus,3
21217,minus,2
21236,minus,20
21290,plus,1
21332,plus,1
